#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:35:14 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:35:14	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2bA/685/A106/emain&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36850106
#Name: J/A+A/685/A106
#Title: eRASS. Galaxy clusters and groups in WGH (Bulbul+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	creator=Bulbul E.	    First author or institution
#INFO	cites=bibcode:2024A&A...685A.106B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/685/A106	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36850106	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_685_A106_emain:
#Name: J/A+A/685/A106/emain
#Title: Primary galaxy clusters and groups catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	DetUId	(A32)	Unique source ID, as in main eRASS1 X-ray catalog (Merloni et al., 2024, Cat. J/A+A/682/A34)	[ucd=meta.id]
#Column	Name	(A23)	Source name, 1eRASS JHHMMSS.s+DDMMSS	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F15.11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RAXdeg	(F8.4)	Best-fit Right ascension after the image is fit with MBProj2D (RA_XFIT)	[ucd=pos.eq.ra]
#Column	DEXdeg	(F8.4)	Best-fit Declination after the image is fit with MBProj2D (DEC_XFIT)	[ucd=pos.eq.dec]
#Column	ExtLike	(D12.5)	Source extent likelihood	[ucd=stat.likelihood]
#Column	DetLike0	(D12.5)	Source detection likelihood in 0.2-2.3keV	[ucd=stat.likelihood]
#Column	Exp	(F6.1)	Average exposure	[ucd=time.expo]
#Column	zBest	(F7.4)	Best available redshift	[ucd=src.redshift]
#Column	e_zBest	(F7.4)	? sigma error of BEST_Z	[ucd=stat.error]
#Column	zType	(a11)	Type of zBest (1)	[ucd=meta.code]
#Column	pcont	(F6.3)	[0/1] Contamination probability	[ucd=stat.fit.goodness]
#Column	CR300kpc	(F7.3)	0.2-2.3keV count rate within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CR300kpc	(F7.3)	1sigma lower limit of CR300kpc	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR300kpc	(F7.3)	1sigma upper limit of CR300kpc	[ucd=phot.count;em.X-ray;stat.max]
#Column	CR500	(F8.3)	0.2-2.3keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	b_CR500	(F8.3)	1sigma lower limit of CR500	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR500	(F8.3)	1sigma upper limit of CR500	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS300kpc	(F8.1)	0.2-2.3keV counts within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CTS300kpc	(F8.1)	1sigma lower limit of CTS300kpc	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS300kpc	(F8.1)	1sigma upper limit of CTS300kpc	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS500	(F8.1)	0.2-2.3keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	b_CTS500	(F8.1)	1sigma lower limit of CTS500	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS500	(F8.1)	1sigma upper limit of CTS500	[ucd=phot.count;em.X-ray;stat.max]
#Column	F300kpc	(F9.3)	? 0.2-2.3keV flux within 300kpc	[ucd=phot.flux;em.X-ray]
#Column	b_F300kpc	(F9.3)	? 1sigma lower limit of F300kpc	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F300kpc	(F9.3)	1sigma upper limit of F300kpc	[ucd=phot.flux;em.X-ray;stat.max]
#Column	F500	(F10.3)	? 0.2-2.3keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	b_F500	(F10.3)	? 1sigma lower limit of F500	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F500	(F10.3)	1sigma upper limit of F500	[ucd=phot.flux;em.X-ray;stat.max]
#Column	L300kpc	(F8.3)	? 0.2-2.3keV luminosity within 300kpc	[ucd=phys.luminosity;em.X-ray]
#Column	b_L300kpc	(F8.3)	? 1sigma lower limit of L300kpc	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L300kpc	(F10.3)	1sigma upper limit of L300kpc	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	L500	(F9.3)	? 0.2-2.3keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	b_L500	(F9.3)	? 1sigma lower limit of L500	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L500	(F10.3)	1sigma upper limit of L500	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	CR300kpcT	(F7.3)	0.5-2.0keV count rate within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CR300kpcT	(F7.3)	1sigma lower limit of CR300kpcT	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR300kpcT	(F7.3)	1sigma upper limit of CR300kpcT	[ucd=phot.count;em.X-ray;stat.max]
#Column	CR500T	(F7.3)	0.5-2.0keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	b_CR500T	(F7.3)	1sigma lower limit of CR500T	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CR500T	(F7.3)	1sigma upper limit of CR500T	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS300kpcT	(F8.1)	0.5-2.0keV counts within 300kpc	[ucd=phot.count;em.X-ray]
#Column	b_CTS300kpcT	(F8.1)	1sigma lower limit of CTS300kpcT	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS300kpcT	(F8.1)	1sigma upper limit of CTS300kpcT	[ucd=phot.count;em.X-ray;stat.max]
#Column	CTS500T	(F8.1)	0.5-2.0keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	b_CTS500T	(F8.1)	1sigma lower limit of CTS500T	[ucd=phot.count;em.X-ray;stat.min]
#Column	B_CTS500T	(F8.1)	1sigma upper limit of CTS500T	[ucd=phot.count;em.X-ray;stat.max]
#Column	F300kpcT	(F9.3)	? 0.5-2.0keV flux within 300kpc	[ucd=phot.flux;em.X-ray]
#Column	b_F300kpcT	(F9.3)	? 1sigma lower limit of F300kpcT	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F300kpcT	(F9.3)	1sigma upper limit of F300kpcT	[ucd=phot.flux;em.X-ray;stat.max]
#Column	F500T	(F9.3)	? 0.5-2.0keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	b_F500T	(F9.3)	? 1sigma lower limit of F500T	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F500T	(F9.3)	1sigma upper limit of F500T	[ucd=phot.flux;em.X-ray;stat.max]
#Column	L300kpcT	(F8.3)	? 0.5-2.0keV luminosity within 300kpc	[ucd=phys.luminosity;em.X-ray]
#Column	b_L300kpcT	(F8.3)	? 1sigma lower limit of L300kpcT	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L300kpcT	(F9.3)	1sigma upper limit of L300kpcT	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	L500T	(F8.3)	? 0.5-2.0keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	b_L500T	(F8.3)	? 1sigma lower limit of L500T	[ucd=phys.luminosity;em.X-ray;stat.min]
#Column	B_L500T	(F9.3)	1sigma upper limit of L500T	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	Lbol500	(F9.3)	? Bolometric luminosity within R500	[ucd=phys.luminosity]
#Column	b_Lbol500	(F9.3)	? 1sigma lower limit of Lbol500	[ucd=phys.luminosity;stat.min]
#Column	B_Lbol500	(D12.5)	1sigma upper limit of Lbol500	[ucd=phys.luminosity;stat.max]
#Column	KT	(F6.2)	? Temperature measured by MBProj2D	[ucd=phys.temperature]
#Column	b_KT	(F6.2)	? 1sigma lower limit of KT	[ucd=phys.energy;stat.min]
#Column	B_KT	(F6.2)	? 1sigma upper limit of KT	[ucd=phys.energy;stat.max]
#Column	Mgas500	(F7.2)	? Calibrated cluster gas mass within R500	[ucd=phys.mass]
#Column	b_Mgas500	(F7.2)	? 1sigma lower limit of Mgas500	[ucd=phys.mass;stat.min]
#Column	B_Mgas500	(F7.2)	1sigma upper limit of Mgas500	[ucd=phys.mass;stat.max]
#Column	YX500	(F8.2)	? The mass proxy within R500	[ucd=phys.mass]
#Column	b_YX500	(F8.2)	? 1sigma lower limit of YX500	[ucd=phys.mass;stat.min]
#Column	B_YX500	(F8.2)	? 1sigma upper limit of YX500	[ucd=phys.mass;stat.max]
#Column	M500	(F7.2)	? CLuster total mass M500 from eROCOP	[ucd=phys.mass]
#Column	b_M500	(F7.2)	? 1sigma lower limit of M500	[ucd=phys.mass;stat.min]
#Column	B_M500	(F7.2)	? 1sigma upper limit of M500	[ucd=phys.mass;stat.max]
#Column	Fgas500	(F6.3)	? Cluster gas mass fraction within R500	[ucd=phys.mass]
#Column	b_Fgas500	(F6.3)	? 1sigma lower limit of Fgas500	[ucd=meta.note]
#Column	B_Fgas500	(F6.3)	? 1sigma upper limit of Fgas500	[ucd=meta.note]
#Column	R500	(I5)	? Overdensity radius R500 from eROCOP	[ucd=phys.size.radius]
#Column	b_R500	(I5)	? 1sigma lower limit of R500	[ucd=phys.size.radius;stat.min]
#Column	B_R500	(I5)	? 1sigma upper limit of R500	[ucd=phys.size.radius;stat.max]
#Column	MatchName	(a240)	IDs of matched counterparts in literature cluster catalogs within 2" radius	[ucd=meta.id]
recno	DetUId	Name	RAJ2000	DEJ2000	RAXdeg	DEXdeg	ExtLike	DetLike0	Exp	zBest	e_zBest	zType	pcont	CR300kpc	b_CR300kpc	B_CR300kpc	CR500	b_CR500	B_CR500	CTS300kpc	b_CTS300kpc	B_CTS300kpc	CTS500	b_CTS500	B_CTS500	F300kpc	b_F300kpc	B_F300kpc	F500	b_F500	B_F500	L300kpc	b_L300kpc	B_L300kpc	L500	b_L500	B_L500	CR300kpcT	b_CR300kpcT	B_CR300kpcT	CR500T	b_CR500T	B_CR500T	CTS300kpcT	b_CTS300kpcT	B_CTS300kpcT	CTS500T	b_CTS500T	B_CTS500T	F300kpcT	b_F300kpcT	B_F300kpcT	F500T	b_F500T	B_F500T	L300kpcT	b_L300kpcT	B_L300kpcT	L500T	b_L500T	B_L500T	Lbol500	b_Lbol500	B_Lbol500	KT	b_KT	B_KT	Mgas500	b_Mgas500	B_Mgas500	YX500	b_YX500	B_YX500	M500	b_M500	B_M500	Fgas500	b_Fgas500	B_Fgas500	R500	b_R500	B_R500	MatchName
 	 	 	deg	deg	deg	deg	 	 	s	 	 	 	 	ct/s	ct/s	ct/s	ct/s	ct/s	ct/s	ct	ct	ct	ct	ct	ct	mW/m2	mW/m2	mW/m2	mW/m2	mW/m2	mW/m2	10+35J	10+35J	10+35J	10+35J	10+35J	10+35J	ct/s	ct/s	ct/s	ct/s	ct/s	ct/s	ct	ct	ct	ct	ct	ct	10-14mW/m2	10-14mW/m2	10-14mW/m2	10-14mW/m2	10-14mW/m2	10-14mW/m2	10+35J	10+35J	10+35J	10+35J	10+35J	10+35J	10+35J	10+35J	10+35J	keV	keV	keV	10+11Msun	10+11Msun	10+11Msun	10+11keV.Msun	10+11keV.Msun	10+11keV.Msun	10+13Msun	10+13Msun	10+13Msun	 	 	 	kpc	kpc	kpc	
--------	--------------------------------	-----------------------	---------------	---------------	--------	--------	------------	------------	------	-------	-------	-----------	------	-------	-------	-------	--------	--------	--------	--------	--------	--------	--------	--------	--------	---------	---------	---------	----------	----------	----------	--------	--------	----------	---------	---------	----------	-------	-------	-------	-------	-------	-------	--------	--------	--------	--------	--------	--------	---------	---------	---------	---------	---------	---------	--------	--------	---------	--------	--------	---------	---------	---------	------------	------	------	------	-------	-------	-------	--------	--------	--------	-------	-------	-------	------	------	------	-----	-----	-----	------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       1	em01_002129_020_ML00014_002_c010	1eRASS J000005.2-383729	000.02172966698	-38.62490305507	  0.0214	-38.6250	 9.63451e+00	 8.05865e+01	  94.8	 0.3153	 0.0079	photo_z    	 0.006	  0.352	  0.287	  0.434	   0.509	   0.404	   0.627	    33.4	    27.2	    41.1	    48.2	    38.3	    59.4	   32.510	   26.686	   39.709	    47.110	    37.150	    57.854	  97.485	  78.312	   119.878	  140.172	  111.091	   173.670	  0.276	  0.225	  0.339	  0.400	  0.316	  0.490	    26.1	    21.3	    32.2	    37.9	    30.0	    46.4	   23.137	   19.103	   28.383	   33.653	   26.557	   41.195	  66.955	  53.625	   82.239	  96.230	  76.158	  119.632	  253.286	  196.126	 3.49587e+02	  1.90	  1.37	  3.53	 279.16	 209.64	 328.65	  553.19	  348.81	  964.03	  36.07	  29.45	  44.96	 0.075	 0.054	 0.102	  971	  908	 1045	ACTDR5_ACT-CL J0000.0-3837,SPTECS_J0000-3838
       2	em01_011174_020_ML00047_002_c010	1eRASS J000021.4-824954	000.08919076583	-82.83171519255	  0.0558	-82.8189	 1.49281e+01	 3.72216e+01	 184.2	 0.0891	 0.0002	cg_spec_z  	 0.000	  0.699	  0.628	  0.774	   1.029	   0.926	   1.149	   128.8	   115.6	   142.6	   189.5	   170.6	   211.6	   66.773	   60.058	   74.071	    98.355	    88.515	   109.715	  16.881	  15.108	    18.682	   24.747	   22.321	    27.683	  0.603	  0.541	  0.668	  0.887	  0.799	  0.990	   111.0	    99.6	   123.0	   163.3	   147.1	   182.4	   53.122	   47.819	   58.881	   78.328	   70.466	   87.401	  11.653	  10.430	   12.911	  17.115	  15.439	   19.131	   76.492	   53.559	 1.23554e+02	      	  3.82	      	 111.92	  96.52	 125.58	    0.00	    0.00	    0.00	  16.99	  15.65	  18.85	 0.065	 0.055	 0.076	  819	  796	  847	
       3	em01_002141_020_ML00031_002_c010	1eRASS J000031.0-500903	000.12942190862	-50.15101274604	  0.1305	-50.1515	 6.97522e+00	 4.62288e+01	 117.3	 0.0681	 0.0002	cg_spec_z  	 0.218	  0.255	  0.178	  0.396	   0.258	   0.180	   0.493	    29.9	    20.9	    46.5	    30.3	    21.1	    57.8	   23.888	   17.010	   37.288	    23.991	    17.100	    45.932	   2.816	   1.984	     4.374	    2.862	    1.996	     5.454	  0.203	  0.143	  0.318	  0.206	  0.144	  0.393	    23.8	    16.8	    37.3	    24.2	    16.8	    46.1	   17.243	   12.301	   27.159	   17.479	   12.356	   33.267	   1.935	   1.373	    3.037	   1.964	   1.382	    3.739	    6.450	    3.926	 1.29520e+01	  1.79	  1.22	  8.61	   1.92	   0.65	  15.41	    9.34	    1.60	   54.89	   3.63	   2.30	   4.81	 0.009	 0.002	 0.052	  493	  423	  541	
       4	em01_003153_020_ML00092_010_c010	1eRASS J000031.8-630131	000.13271221025	-63.02528551369	  0.1265	-63.0225	 1.29141e+01	 2.42124e+01	 139.6	 0.2448	 0.0058	photo_z    	 0.005	  0.174	  0.129	  0.232	   0.356	   0.271	   0.450	    24.3	    18.0	    32.4	    49.6	    37.8	    62.9	   16.360	   12.120	   21.568	    33.228	    25.277	    42.461	  28.553	  20.757	    38.191	   57.877	   43.992	    75.007	  0.142	  0.104	  0.188	  0.287	  0.220	  0.366	    19.8	    14.6	    26.2	    40.1	    30.7	    51.1	   12.167	    8.978	   16.042	   24.718	   18.778	   31.487	  19.677	  14.346	   26.202	  39.897	  30.428	   51.443	  134.905	   90.752	 2.43718e+02	      	  1.54	      	 171.95	 137.88	 199.81	    0.00	    0.00	    0.00	  22.04	  17.89	  28.39	 0.076	 0.055	 0.102	  846	  789	  920	
       5	em01_002135_020_ML00092_002_c010	1eRASS J000045.3-462341	000.18907961210	-46.39487380084	  0.1898	-46.3928	 4.16331e+00	 2.53778e+01	 109.5	 0.0925	 0.0004	cg_spec_z  	 0.715	  0.183	  0.121	  0.259	   0.190	   0.122	   0.279	    20.0	    13.3	    28.4	    20.8	    13.3	    30.5	   16.227	   10.692	   23.136	    16.818	    10.786	    24.491	   3.818	   2.562	     5.396	    3.996	    2.571	     5.759	  0.152	  0.099	  0.215	  0.156	  0.100	  0.230	    16.7	    10.9	    23.6	    17.1	    10.9	    25.2	   12.276	    8.148	   17.507	   12.916	    8.230	   18.800	   2.721	   1.807	    3.869	   2.826	   1.816	    4.161	    7.076	    4.163	 1.23150e+01	  0.96	  0.48	  7.53	   6.40	   0.75	  17.21	   11.17	    2.31	   63.21	   3.78	   2.63	   4.86	 0.019	 0.007	 0.049	  495	  439	  539	
       6	em01_004159_020_ML00094_010_c010	1eRASS J000056.7-682010	000.23649684855	-68.33622525809	  0.2309	-68.3369	 7.90924e+00	 2.97557e+01	 158.6	 0.2415	 0.0073	photo_z    	 0.071	  0.166	  0.127	  0.211	   0.204	   0.150	   0.260	    26.4	    20.2	    33.5	    32.4	    23.9	    41.3	   14.743	   11.180	   18.540	    18.012	    13.438	    23.050	  27.940	  21.216	    35.893	   34.280	   25.295	    43.963	  0.136	  0.104	  0.174	  0.168	  0.124	  0.215	    21.6	    16.4	    27.5	    26.7	    19.7	    34.1	   11.226	    8.529	   14.167	   13.827	   10.274	   17.561	  19.633	  14.868	   25.144	  24.099	  17.601	   31.106	   60.897	   43.725	 9.47080e+01	  1.17	  0.83	  6.07	  80.88	  44.81	 111.58	  110.99	   51.54	  456.69	  14.25	  11.27	  17.42	 0.054	 0.028	 0.082	  732	  677	  783	
       7	em01_002138_020_ML00009_002_c010	1eRASS J000104.0-464435	000.26697432365	-46.74311216673	  0.2768	-46.7381	 3.01431e+01	 4.12376e+01	 111.9	 0.1720	 0.0042	photo_z    	 0.001	  0.586	  0.477	  0.729	   0.754	   0.621	   0.924	    65.6	    53.4	    81.6	    84.4	    69.5	   103.4	   55.991	   45.532	   69.317	    71.665	    59.242	    87.182	  45.054	  36.489	    55.964	   57.547	   47.417	    71.086	  0.467	  0.382	  0.583	  0.601	  0.493	  0.737	    52.3	    42.7	    65.2	    67.3	    55.2	    82.4	   40.511	   32.923	   50.201	   51.746	   42.954	   63.083	  30.927	  25.180	   38.499	  39.614	  32.668	   48.759	  148.383	  100.945	 2.51634e+02	      	  2.31	      	 148.84	 108.83	 178.57	    0.00	    0.00	    0.00	  23.84	  20.80	  28.13	 0.060	 0.043	 0.078	  891	  851	  942	
       8	em01_002132_020_ML00183_002_c010	1eRASS J000104.1-431959	000.26745742029	-43.33321134840	  0.2681	-43.3315	 4.72979e+00	 9.90420e+00	  99.8	 0.0381	 0.0011	spec_z_boot	 0.272	  0.198	  0.083	  0.356	   0.212	   0.083	   0.389	    19.8	     8.3	    35.5	    21.1	     8.3	    38.8	         	         	   31.967	          	          	    35.822	        	        	     1.165	         	         	     1.297	  0.161	  0.066	  0.286	  0.171	  0.066	  0.314	    16.1	     6.6	    28.6	    17.1	     6.6	    31.4	         	         	   23.334	         	         	   25.879	        	        	    0.809	        	        	    0.892	         	         	 3.00700e+00	      	      	      	       	       	   6.71	        	        	        	       	       	       	      	      	      	     	     	     	
       9	em01_002129_020_ML00110_002_c010	1eRASS J000105.4-380934	000.27271272017	-38.15951107702	  0.2729	-38.1573	 3.35672e+00	 1.20131e+01	  94.3	 0.3040	 0.0078	photo_z    	 0.046	  0.115	  0.076	  0.168	   0.203	   0.142	   0.273	    10.8	     7.1	    15.9	    19.1	    13.4	    25.7	   10.992	    7.207	   16.059	    19.300	    13.518	    25.969	  30.528	  20.062	    45.036	   54.051	   37.783	    72.519	  0.092	  0.060	  0.134	  0.162	  0.113	  0.218	     8.6	     5.7	    12.7	    15.2	    10.7	    20.5	    7.950	    5.225	   11.526	   13.958	    9.790	   18.815	  21.085	  13.857	   31.063	  37.177	  25.906	   50.419	  155.093	   95.153	 2.62824e+02	      	  3.12	      	 153.10	 116.23	 190.52	    0.00	    0.00	    0.00	  16.50	  11.37	  21.88	 0.090	 0.061	 0.141	  751	  664	  826	
      10	em01_008171_020_ML00561_002_c010	1eRASS J000107.3-804612	000.28076207210	-80.77005600091	  0.2838	-80.7712	 4.14322e+00	 5.07681e+00	 179.9	 0.2062	 0.0050	photo_z    	 0.000	  0.003	  0.000	  0.037	   0.004	   0.000	   0.055	     0.5	     0.0	     6.6	     0.7	     0.0	     9.9	         	         	    3.236	          	          	     4.677	        	        	     5.819	         	         	     8.578	  0.002	  0.000	  0.029	  0.003	  0.000	  0.044	     0.3	     0.0	     5.3	     0.5	     0.0	     7.9	         	         	    2.404	         	         	    3.499	        	        	    3.640	        	        	    5.380	         	         	 2.32280e+01	      	      	      	       	       	  28.33	        	        	        	       	       	       	      	      	      	     	     	     	
      11	em01_002138_020_ML00019_002_c010	1eRASS J000107.5-484301	000.28138581421	-48.71697177623	  0.2861	-48.7120	 3.88268e+00	 1.68210e+01	 115.3	 0.3247	 0.0074	photo_z    	 0.003	  0.269	  0.178	  0.489	   0.388	   0.260	   0.608	    31.0	    20.5	    56.4	    44.7	    30.0	    70.1	   24.422	   16.270	   44.711	    35.156	    23.751	    55.457	  85.226	  56.105	   155.959	  121.977	   81.625	   193.054	  0.214	  0.142	  0.390	  0.309	  0.208	  0.480	    24.6	    16.4	    45.0	    35.6	    24.0	    55.4	   17.893	   11.849	   32.236	   25.648	   17.212	   40.206	  59.651	  39.176	  108.772	  85.095	  56.819	  133.796	  236.895	  149.458	 5.71810e+02	      	  0.98	      	 213.27	 101.51	 286.04	    0.00	    0.00	    0.00	  29.50	  21.30	  39.67	 0.066	 0.036	 0.111	  905	  812	  999	ACTDR5_ACT-CL J0001.2-4843,SPT2500D_SPT-CLJ0001-4842
