#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:25:43 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:25:43	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/646/A83/mc416s&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36460083
#Name: J/A+A/646/A83
#Title: 12 massive lensing clusters MUSE observations (Richard+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/a+a/646/a83	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/646/a83	    IVOID of underlying data collection
#INFO	creator=Richard J.	    First author or institution
#INFO	cites=bibcode:2021A&A...646A..83R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/646/A83	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36460083	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-12-31	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_646_A83_mc416s:
#Name: J/A+A/646/A83/mc416s
#Title: Spectroscopic catalog for MACS J0416.1-2403 (South pointing)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Iden	(I5)	Identification number within the cluster (iden)	[ucd=meta.id]
#Column	Idfrom	(A7)	Object category, EXTERN, MUSELET or PRIOR (idfrom)	[ucd=meta.code]
#Column	zconf	(I1)	Confidence redshift (zconf)	[ucd=meta.code.qual]
#Column	RAJ2000	(F9.5)	Rigth ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F9.6)	Redshift (z)	[ucd=src.redshift;pos.heliocentric]
#Column	mu	(F9.6)	Magnification (MU)	[ucd=phot.flux;arith.ratio]
#Column	e_mu	(F9.6)	Magnification error (MU_ERR)	[ucd=stat.error]
#Column	Mul	(a9)	Multiple image identification (MUL)	[ucd=obs.image]
#Column	AWorld	(F9.6)	? Major axis (A_WORLD)	[ucd=phys.angSize;src]
#Column	BWorld	(F9.6)	? Minor axis (B_WORLD)	[ucd=phys.angSize;src]
#Column	Theta	(F10.6)	? Position angle (THETA_J2000)	[ucd=pos.posAng]
#Column	IsoAImg	(I5)	Iso area image (ISOAREAF_IMAGE)	[ucd=phys.angSize]
#Column	RadKron	(F9.6)	? Kron radius (KRON_RADIUS)	[ucd=phys.size.radius]
#Column	Flags	(I1)	Flags (FLAGS)	[ucd=meta.code.error]
#Column	Threshold	(D12.5)	? Threshold Flux threshold (in ADU/s/pix units of the detection HST image) for the SExtractor detection (THRESHOLD)	[ucd=instr.sensitivity]
#Column	mu-max	(F10.6)	? Maximum surface brightness (MU_MAX)	[ucd=phot.mag.sb]
#Column	ClassStar	(F9.6)	[0/1]? Class star (CLASS_STAR)	[ucd=meta.id;meta.main]
#Column	FWHMImg	(F9.6)	? FWHM image (FWHM_IMAGE)	[ucd=phys.angSize]
#Column	FluxRad	(F10.6)	? Flux radius (FLUX_RADIUS)	[ucd=phys.angSize;src]
#Column	F435WIso	(F10.6)	F435W Iso magnitude (MAG_ISO_HST_F435W)	[ucd=phot.mag;em.opt.B]
#Column	e_F435WIso	(F9.6)	F435W Iso magnitude error (MAGERR_ISO_HST_F435W)	[ucd=stat.error]
#Column	F435WAuto	(F10.6)	F435W auto magnitude (MAG_AUTO_HST_F435W)	[ucd=phot.mag;em.opt.B]
#Column	e_F435WAuto	(F9.6)	F435W auto magnitude error (MAGERR_AUTO_HST_F435W)	[ucd=stat.error]
#Column	F606WIso	(F10.6)	F606W Iso magnitude (MAG_ISO_HST_F606W)	[ucd=phot.mag;em.opt.R]
#Column	e_F606WIso	(F10.6)	[] F606W Iso magnitude error (MAGERR_ISO_HST_F606W)	[ucd=stat.error]
#Column	F606WAuto	(F10.6)	F606W Iso magnitude (MAG_AUTO_HST_F606W)	[ucd=phot.mag;em.opt.R]
#Column	e_F606WAuto	(F10.6)	[] F606W Iso magnitude error (MAGERR_AUTO_HST_F606W)	[ucd=stat.error]
#Column	F814WIso	(F10.6)	F814W Iso magnitude (MAG_ISO_HST_F814W)	[ucd=phot.mag;em.opt.I]
#Column	e_F814WIso	(F10.6)	[] F814W Iso magnitude error (MAGERR_ISO_HST_F814W)	[ucd=stat.error]
#Column	F814WAuto	(F10.6)	F814W auto magnitude (MAG_AUTO_HST_F814W)	[ucd=phot.mag;em.opt.I]
#Column	e_F814WAuto	(F10.6)	[] F814W auto magnitude error (MAGERR_AUTO_HST_F814W)	[ucd=stat.error]
#Column	F105WIso	(F10.6)	F105W Iso magnitude (MAG_ISO_HST_F105W)	[ucd=phot.mag;em.IR.J]
#Column	e_F105WIso	(F10.6)	[] F105W Iso magnitude error (MAGERR_ISO_HST_F105W)	[ucd=stat.error]
#Column	F105WAuto	(F10.6)	F105W auto magnitude (MAG_AUTO_HST_F105W)	[ucd=phot.mag;em.IR.J]
#Column	e_F105WAuto	(F10.6)	[] F105W auto magnitude error (MAGERR_AUTO_HST_F105W)	[ucd=stat.error]
#Column	F125WIso	(F10.6)	F125W Iso magnitude (MAG_ISO_HST_F125W)	[ucd=phot.mag;em.IR.J]
#Column	e_F125WIso	(F9.6)	F125W Iso magnitude error (MAGERR_ISO_HST_F125W)	[ucd=stat.error]
#Column	F125WAuto	(F10.6)	F125W auto magnitude (MAG_AUTO_HST_F125W)	[ucd=phot.mag;em.IR.J]
#Column	e_F125WAuto	(F9.6)	F125W auto magnitude error (MAGERR_AUTO_HST_F125W)	[ucd=stat.error]
#Column	F140WIso	(F10.6)	F140W Iso magnitude (MAG_ISO_HST_F140W)	[ucd=phot.mag;em.IR.H]
#Column	e_F140WIso	(F9.6)	F140W Iso magnitude error (MAGERR_ISO_HST_F140W)	[ucd=stat.error]
#Column	F140WAuto	(F10.6)	F140W auto magnitude (MAG_AUTO_HST_F140W)	[ucd=phot.mag;em.IR.H]
#Column	e_F140WAuto	(F9.6)	F140W auto magnitude error (MAGERR_AUTO_HST_F140W)	[ucd=stat.error]
#Column	F160WIso	(F10.6)	F160W Iso magnitude (MAG_ISO_HST_F160W)	[ucd=phot.mag;em.UV.100-200nm]
#Column	e_F160WIso	(F9.6)	[] F160W Iso magnitude error (MAGERR_ISO_HST_F160W)	[ucd=stat.error]
#Column	F160WAuto	(F10.6)	F160W auto magnitude (MAG_AUTO_HST_F160W)	[ucd=phot.mag;em.UV.100-200nm]
#Column	e_F160WAuto	(F9.6)	[] F160W auto magnitude error (MAGERR_AUTO_HST_F160W)	[ucd=stat.error]
#Column	zforbid	(F9.6)	Forbidden line redshift (zforbid)	[ucd=src.redshift;pos.heliocentric]
#Column	e_zforbid	(F9.6)	Forbidden line redshift error (zforbid_err)	[ucd=stat.error]
#Column	zbalmer	(F9.6)	Balmer line redshift (zbalmer)	[ucd=src.redshift;pos.heliocentric]
#Column	e_zbalmer	(F9.6)	Balmer line redshift error (zbalmer_err)	[ucd=stat.error]
#Column	zlya	(F9.6)	Ly{alpha} redshift (zlya)	[ucd=src.redshift]
#Column	e_zlya	(F9.6)	Ly{alpha} redshift error (zlya_err)	[ucd=stat.error]
#Column	zabs	(F9.6)	Absorption redshift (zabs)	[ucd=src.redshift]
#Column	e_zabs	(F9.6)	Absorption redshift error (zabs_err)	[ucd=stat.error]
#Column	SimbadName	(A25)	Simbad column added by the CDS	[ucd=meta.id]
recno	Iden	Idfrom	zconf	RAJ2000	DEJ2000	z	mu	e_mu	Mul	AWorld	BWorld	Theta	IsoAImg	RadKron	Flags	Threshold	mu-max	ClassStar	FWHMImg	FluxRad	F435WIso	e_F435WIso	F435WAuto	e_F435WAuto	F606WIso	e_F606WIso	F606WAuto	e_F606WAuto	F814WIso	e_F814WIso	F814WAuto	e_F814WAuto	F105WIso	e_F105WIso	F105WAuto	e_F105WAuto	F125WIso	e_F125WIso	F125WAuto	e_F125WAuto	F140WIso	e_F140WIso	F140WAuto	e_F140WAuto	F160WIso	e_F160WIso	F160WAuto	e_F160WAuto	zforbid	e_zforbid	zbalmer	e_zbalmer	zlya	e_zlya	zabs	e_zabs	SimbadName
 	 	 	 	deg	deg	 	 	 	 	deg	deg	deg	pix2	 	 	 	mag/arcsec2	 	arcsec	arcsec	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	 	 	 	 	 	 	 	 	
--------	-----	-------	-	---------	---------	---------	---------	---------	---------	---------	---------	----------	-----	---------	-	------------	----------	---------	---------	----------	----------	---------	----------	---------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	---------	----------	---------	----------	---------	----------	---------	----------	---------	----------	---------	---------	---------	---------	---------	---------	---------	---------	---------	-------------------------
       1	    1	EXTERN 	1	064.02230	-24.08139	 1.674113	 3.379583	 0.054696	         	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 1.673595	 0.000377	 0.000000	 0.000000	 0.000000	 0.000000	 1.673280	 0.000056	[RCL2021] MACS0416S     1
       2	    2	EXTERN 	1	064.02296	-24.08181	 1.675100	 4.150614	 0.074482	         	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 1.674761	 0.001056	 0.000000	 0.000000	 0.000000	 0.000000	 1.673889	 0.000092	[RCL2021] MACS0416S     2
       3	   20	MUSELET	2	064.03124	-24.07687	 3.923000	14.692006	 1.171126	60.3     	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 3.922274	 0.000262	 0.000000	 0.000000	 3.924419	 0.000065	 3.924409	 0.003080	[RCL2021] MACS0416S    20
       4	   54	MUSELET	3	064.02872	-24.08421	 5.638000	 3.006074	 0.112331	87.2     	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 5.640460	 0.000146	 5.637948	 0.004522	[RCL2021] MACS0416S    54
       5	   91	MUSELET	3	064.02601	-24.08907	 6.150000	 9.629973	 0.570681	         	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 6.153238	 0.000170	 6.148149	 0.003935	[RCL2021] MACS0416S    91
       6	  203	MUSELET	2	064.02464	-24.07711	 4.530400	 5.759276	 0.152340	84.1     	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 4.530815	 0.001622	 0.000000	 0.000000	 4.533360	 0.000794	 4.530846	 0.001616	[RCL2021] MACS0416S   203
       7	  219	MUSELET	2	064.02778	-24.08062	 4.530400	 4.854435	 0.159643	84.2     	 0.000000	 0.000000	  0.000000	    0	 0.000000	0	 0.00000e+00	  0.000000	 0.000000	 0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	  0.000000	 0.000000	 4.532230	 0.002096	 0.000000	 0.000000	 4.533815	 0.001128	 4.529616	 0.002863	[RCL2021] MACS0416S   219
       8	 2814	PRIOR  	3	064.03039	-24.09229	 0.353800	 1.000000	 0.000000	         	 0.000151	 0.000050	-88.674690	  849	 3.500000	2	 5.58940e-04	 -5.263695	 0.028677	14.905457	  6.218474	 24.333811	 0.005516	 24.297997	 0.005939	 23.144453	  0.000844	 23.111485	  0.000911	 22.440195	  0.000743	 22.381714	  0.000784	 22.004759	  0.000370	 21.912745	  0.000379	 21.845619	 0.000332	 21.750671	 0.000338	 21.764717	 0.000251	 21.664846	 0.000255	 21.678698	 0.000369	 21.573202	 0.000373	 0.353622	 0.000039	 0.353525	 0.000038	 0.000000	 0.000000	 0.353777	 0.000321	[RCL2021] MACS0416S  2814
       9	 3148	PRIOR  	3	064.03187	-24.09024	 0.842900	 1.504037	 0.011067	         	 0.000047	 0.000016	-75.935005	   39	 3.500000	3	 5.58235e-04	 -4.387655	 0.954282	10.024565	  2.684468	 26.328983	 0.007013	 26.057774	 0.006316	 25.942766	  0.002249	 25.676291	  0.002035	 25.262222	  0.002024	 24.987097	  0.001816	 25.315935	  0.001582	 25.042458	  0.001422	 25.181662	 0.001449	 24.911310	 0.001306	 25.209743	 0.001212	 24.943230	 0.001096	 25.266930	 0.002036	 25.002682	 0.001845	 0.843496	 0.000003	 0.843447	 0.000012	 0.000000	 0.000000	 0.843406	 0.000305	[RCL2021] MACS0416S  3148
      10	 3174	PRIOR  	3	064.03206	-24.09246	 0.394100	 1.000000	 0.000000	         	 0.000089	 0.000065	 55.177891	 2262	 3.500000	0	 5.57366e-04	 -8.637713	 0.029644	 4.389622	  3.482630	 23.764803	 0.005096	 23.858170	 0.003288	 -2.000000	 -2.000000	 21.881546	  0.000244	 20.689356	  0.000231	 20.847130	  0.000158	 20.168560	  0.000107	 20.361938	  0.000075	 19.898470	 0.000086	 20.099775	 0.000061	 19.769920	 0.000062	 19.967522	 0.000044	 19.641727	 0.000088	 19.841232	 0.000063	 0.394138	 0.000957	 0.394215	 0.000016	 0.000000	 0.000000	 0.393700	 0.000020	[RCL2021] MACS0416S  3174
      11	 3318	PRIOR  	3	064.02992	-24.09027	 2.218000	 2.388814	 0.037425	         	 0.000103	 0.000051	-89.088570	  528	 3.500000	2	 5.57294e-04	 -5.126278	 0.028624	17.227989	  5.193387	 24.335884	 0.004134	 24.291672	 0.004638	 23.936825	  0.001310	 23.916857	  0.001503	 23.734955	  0.001832	 23.714413	  0.002101	 23.573799	  0.001176	 23.544155	  0.001337	 23.128639	 0.000808	 23.082991	 0.000906	 22.963833	 0.000566	 22.917372	 0.000634	 22.801306	 0.000777	 22.749092	 0.000865	 2.218013	 0.000662	 0.000000	 0.000000	 0.000000	 0.000000	 2.218838	 0.000092	[RCL2021] MACS0416S  3318
