#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/590/A31/a2744cl&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35900031
#Name: J/A+A/590/A31
#Title: ASTRODEEP Frontier Fields Catalogues (Merlin+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/590/a31	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/590/a31	    IVOID of underlying data collection
#INFO	creator=Merlin E.	    First author or institution
#INFO	cites=bibcode:2016A&A...590A..30M	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/590/A31	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35900031	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-05-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_590_A31_a2744cl:
#Name: J/A+A/590/A31/a2744cl
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Source identifier (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	Xpos	(F8.3)	? Pixel x position in H160 image (X)	[ucd=pos.cartesian.x]
#Column	Ypos	(F8.3)	? Pixel y position in H160 image (Y)	[ucd=pos.cartesian.y]
#Column	l_B435	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	B435	(F7.4)	[0/38]? AB magnitude B435 (MAG_B435)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	V606	(F7.4)	[0/38]? AB magnitude V606 (MAG_V606)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	I814	(F7.4)	[0/38]? AB magnitude I814 (MAG_I814)	[ucd=phot.mag;em.opt.I]
#Column	l_Y105	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	Y105	(F7.4)	[0/38]? AB magnitude Y105 (MAG_Y105)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	J125	(F7.4)	[0/38]? AB magnitude J125 (MAG_J125)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	JH140	(F7.4)	[0/38]? AB magnitude JH140 (MAG_JH140)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	H160	(F7.4)	[0/38]? AB magnitude H160 (MAG_H1600)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	Ks	(F7.4)	[0/38]? AB magnitude Ks (MAG_Ks)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	IRAC1	(F7.4)	[0/38]? AB magnitude IRAC CH1 (MAG_IRAC1)	[ucd=phot.mag;em.IR.3-4um]
#Column	l_IRAC2	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	IRAC2	(F7.4)	[0/38]? AB magnitude IRAC CH2 (MAG_IRAC2)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_B435	(D12.5)	? Error on AB magnitude B435 (MAGERR_B435)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Error on AB magnitude V606 (MAGERR_V606)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Error on AB magnitude I814 (MAGERR_I814)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Error on AB magnitude Y105 (MAGERR_Y105)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Error on AB magnitude J125 (MAGERR_J125)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Error on AB magnitude JH140 (MAGERR_JH140)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Error on AB magnitude H160 (MAGERR_H160)	[ucd=stat.error]
#Column	e_Ks	(D12.5)	? Error on AB magnitude Ks (MAGERR_Ks)	[ucd=stat.error]
#Column	e_IRAC1	(F8.5)	? Error on AB magnitude IRAC CH1 (MAGERR_IRAC1)	[ucd=stat.error]
#Column	e_IRAC2	(F9.6)	? Error on AB magnitude IRAC CH2 (MAGERR_IRAC1)	[ucd=stat.error]
#Column	FB435	(D12.5)	? B435 Flux (FLUX_B435)	[ucd=phot.flux.density;em.opt.B]
#Column	FV606	(D12.5)	? V606 Flux (FLUX_V606)	[ucd=phot.flux.density;em.opt.V]
#Column	FI814	(D12.5)	? I814 Flux (FLUX_I814)	[ucd=phot.flux.density;em.opt.I]
#Column	FY105	(D12.5)	? Y105 Flux (FLUX_Y105)	[ucd=phot.mag;em.IR.J]
#Column	FJ125	(D12.5)	? J125 Flux (FLUX_J125)	[ucd=phot.flux.density;em.IR.J]
#Column	FJH140	(D12.5)	? JH140 Flux (FLUX_JH140)	[ucd=phot.flux.density;em.IR.H]
#Column	FH160	(D12.5)	? H160 Flux (FLUX_H160)	[ucd=phot.flux.density;em.IR.H]
#Column	FKs	(D12.5)	? Ks Flux (FLUX_Ks)	[ucd=phot.mag;em.IR.K]
#Column	FIRAC1	(D12.5)	? IRAC CH1 Flux (FLUX_IRAC1)	[ucd=phot.mag;em.IR.3-4um]
#Column	FIRAC2	(D12.5)	? IRAC CH2 Flux (FLUX_IRAC2)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_FB435	(D12.5)	? Error on B435 Flux (FLUXERR_B435)	[ucd=stat.error]
#Column	e_FV606	(D12.5)	? Error on V606 Flux (FLUXERR_V606)	[ucd=stat.error]
#Column	e_FI814	(D12.5)	? Error on I814 Flux (FLUXERR_I814)	[ucd=stat.error]
#Column	e_FY105	(D12.5)	? Error on Y105 Flux (FLUXERR_Y105)	[ucd=stat.error]
#Column	e_FJ125	(D12.5)	? Error on J125 Flux (FLUXERR_J125)	[ucd=stat.error]
#Column	e_FJH140	(D12.5)	? Error on JH140 Flux (FLUXERR_JH140)	[ucd=stat.error]
#Column	e_FH160	(D12.5)	? Error on H160 Flux (FLUXERR_H160)	[ucd=stat.error]
#Column	e_FKs	(D12.5)	? Error on Ks Flux (FLUXERR_Ks)	[ucd=stat.error]
#Column	e_FIRAC1	(D12.5)	? Error on IRAC CH1 Flux (FLUXERR_IRAC1)	[ucd=stat.error]
#Column	e_FIRAC2	(D12.5)	? Error on IRAC CH2 Flux (FLUXERR_IRAC2)	[ucd=stat.error]
#Column	Xmin	(I4)	? Segmentation x minimum value (XMIN)	[ucd=pos.cartesian.x;stat.min]
#Column	Ymin	(I4)	? Segmentation y minimum value (YMIN)	[ucd=pos.cartesian.y;stat.min]
#Column	Xmax	(I4)	? Segmentation x maximum value (XMAX)	[ucd=pos.cartesian.x;stat.max]
#Column	Ymax	(I4)	? Segmentation y maximum value (YMAX)	[ucd=pos.cartesian.y;stat.max]
#Column	S/G	(F5.2)	[0/1]? SExtractor stellarity index (CLASS_STAR)	[ucd=src.class.starGalaxy]
#Column	fSeX	(I2)	? SExtractor flag (SEXFLAG)	[ucd=meta.code]
#Column	fRes	(I6)	? flag applied to residual features after processing the detection image(RESFLAG)	[ucd=meta.code]
#Column	fVis	(I2)	[0/1]? Visual inspection flag (VISFLAG) (2)	[ucd=meta.code]
#Column	fKs	(I1)	[0/4]? T-PHOT flag for Ks band (TPHOTFLAG_Ks) (3)	[ucd=meta.code]
#Column	CovKs	(D12.5)	? Covariance in Ks band (COVMAX_Ks) (4)	[ucd=stat.covariance]
#Column	fIRAC1	(I1)	[0/4]? T-PHOT flag for IRAC1 band (TPHOFLAG_IRAC1) (3)	[ucd=meta.code]
#Column	covIRAC1	(F11.6)	? Covariance in IRAC1 band (COVMAX_IRAC1) (4)	[ucd=stat.covariance]
#Column	fIRAC2	(I1)	[0/4]? T-PHOT flag for IRAC2 band (TPHOTFLAG_IRAC2) (3)	[ucd=meta.code]
#Column	covIRAC2	(F11.6)	? Covariance in IRAC2 band (COVMAX_IRAC2) (4)	[ucd=stat.covariance]
#Column	zbest	(F10.6)	Median photo-z (ZBEST) (2)	[ucd=em.wl.central;stat.median]
#Column	e_zbest	(D12.5)	[0/5] Error on photometric redshift (ZBEST_SIQR) (3)	[ucd=stat.error]
#Column	Magnif	(F15.11)	Median magnification level (clusters) or magnification from Merten model (parallel fields) (MAGNIF)	[ucd=stat.fit.param]
#Column	fzsp	(I1)	[0/1] Flag on redshift (ZSPECFLAG) (4)	[ucd=meta.code]
#Column	zspID	(I5)	? Spectroscopic counterpart (ZSPECID) (5)	[ucd=meta.id]
#Column	Chi2	(D13.6)	? Chi2 of the SED fitting (Chi2) (6)	[ucd=stat.fit.chi2;stat.fit]
#Column	M*	(D12.5)	? Stellar mass (MSTAR) (7)	[ucd=phys.mass]
#Column	bM*	(D12.5)	? Stellar mass min value (MSTAR_MIN) (7)	[ucd=phys.mass]
#Column	BM*	(D12.5)	? Stellar mass max value (MSTAR_MAX) (7)	[ucd=phys.mass]
#Column	SFR	(D12.5)	? Star Formation Rate (SFR) (8)	[ucd=phys.SFR]
#Column	bSFR	(D12.5)	? Star Formation Rate min value (SFR_MIN) (8)	[ucd=phys.SFR;stat.min]
#Column	BSFR	(D12.5)	? Star Formation Rate max value (SFR_MAX) (8)	[ucd=phys.SFR;stat.max]
#Column	chi2neb	(D13.6)	? Chi2 of the SED fitting (Chi2_NEB)	[ucd=stat.fit.chi2]
#Column	M*neb	(D12.5)	? Stellar mass from stellar and nebular fit (MSTAR_NEB)	[ucd=phys.mass]
#Column	bM*neb	(D12.5)	? Stellar mass from stellar and nebular fit min value (MSTAR_MIN_NEB)	[ucd=phys.mass]
#Column	BM*neb	(D12.5)	? Stellar mass from stellar and nebular fit max value (MSTAR_MAX_NEB)	[ucd=phys.mass]
#Column	SFRneb	(D12.5)	? Star Formation Rate from stellar and nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	bSFRneb	(D12.5)	? Star Formation Rate from stellar and nebular fits min value (SFR_MIN_NEB)	[ucd=phys.SFR]
#Column	BSFRneb	(D12.5)	? Star Formation Rate from stellar and nebular fits max value (SFR_MAX_NEB)	[ucd=phys.SFR]
#Column	fRel	(I1)	[0/1]? Robustness flag (RELFLAG) (SFR_MAX_NEB)(9)	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	Xpos	Ypos	l_B435	B435	l_V606	V606	l_I814	I814	l_Y105	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2	FB435	FV606	FI814	FY105	FJ125	FJH140	FH160	FKs	FIRAC1	FIRAC2	e_FB435	e_FV606	e_FI814	e_FY105	e_FJ125	e_FJH140	e_FH160	e_FKs	e_FIRAC1	e_FIRAC2	Xmin	Ymin	Xmax	Ymax	S/G	fSeX	fRes	fVis	fKs	CovKs	fIRAC1	covIRAC1	fIRAC2	covIRAC2	zbest	e_zbest	Magnif	fzsp	zspID	Chi2	M*	bM*	BM*	SFR	bSFR	BSFR	chi2neb	M*neb	bM*neb	BM*neb	SFRneb	bSFRneb	BSFRneb	fRel	Simbad
 	 	deg	deg	pix	pix	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	pix	pix	pix	pix	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10+9Msun	10+9Msun	10+9Msun	Msun/yr	Msun/yr	Msun/yr	 	10+9Msun	10+9Msun	10+9Msun	Msun/yr	Msun/yr	Msun/yr	 	
--------	------	----------	----------	--------	--------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	------------	------------	------------	------------	------------	------------	------------	------------	--------	---------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	----	----	----	----	-----	--	------	--	-	------------	-	-----------	-	-----------	----------	------------	---------------	-	-----	-------------	------------	------------	------------	------------	------------	------------	-------------	------------	------------	------------	------------	------------	------------	-	------
       1	     1	003.602656	-30.416960	1671.808	1337.760	 	22.9113	 	20.8980	 	19.9753	 	19.5296	 	19.2679	 	19.1374	 	19.0352	 	18.7933	 	19.4807	 	19.6906	 2.09600e-02	 3.35300e-03	 1.13700e-03	 6.82300e-04	 8.46800e-04	 6.55200e-04	 3.00000e-04	 5.61000e-04	 0.02246	 0.017260	 2.48600e+00	 1.58800e+01	 3.71400e+01	 5.60000e+01	 7.12600e+01	 8.03600e+01	 8.82900e+01	 1.10300e+02	 5.85800e+01	 4.82800e+01	 4.79900e-02	 4.90400e-02	 3.88900e-02	 3.51900e-02	 5.55700e-02	 4.85000e-02	 2.59800e-02	 5.70100e-02	 1.21200e+00	 7.67300e-01	1610	1286	1719	1407	 0.03	 3	     0	 0	2	 3.05300e-03	2	   0.077416	2	   0.084120	  0.360000	 5.51000e-02	  1.11653100000	0	     	 7.278700e-01	 6.44600e+01	 5.64700e+01	 8.72600e+01	 1.05000e-02	 1.89000e-33	 9.03800e-02	 7.323600e-01	 6.43700e+01	 5.63500e+01	 8.52800e+01	 1.04900e-02	 1.88600e-33	 9.00700e-02	1	Simbad
       2	     2	003.600973	-30.417841	1758.928	1284.985	 	23.1513	 	21.2444	 	20.3639	 	19.9271	 	       	 	19.5869	 	19.4975	 	19.2750	 	19.9422	 	20.1697	 1.68400e-02	 3.00300e-03	 1.02700e-03	 9.92200e-04	            	 1.05400e-03	 6.00000e-04	 8.15100e-04	 0.02521	 0.020040	 1.99300e+00	 1.15400e+01	 2.59700e+01	 3.88300e+01	            	 5.31200e+01	 5.76800e+01	 7.07900e+01	 3.82900e+01	 3.10500e+01	 3.09000e-02	 3.19300e-02	 2.45600e-02	 3.54900e-02	            	 5.15500e-02	 3.38900e-02	 5.31500e-02	 8.89000e-01	 5.73200e-01	1704	1257	1801	1354	 0.03	 3	     0	 0	2	 3.18300e-03	2	   0.259901	2	   0.260706	  0.391900	 1.25000e-02	  1.50951300000	0	     	 7.273900e-01	 4.59000e+01	 3.59300e+01	 8.56300e+01	 2.63100e-02	            	 4.46800e-01	 7.247200e-01	 4.58100e+01	 3.58200e+01	 8.55300e+01	 2.62600e-02	            	 4.43300e-01	1	Simbad
       3	     3	003.581301	-30.414574	2776.766	1481.073	 	21.9993	 	20.2130	 	18.8658	 	18.1753	 	       	 	17.9792	 	17.9157	 	18.1124	 	18.7838	 	19.1880	 6.78300e-03	 1.43400e-03	 4.02300e-04	 1.51900e-04	            	 2.29100e-04	 1.00000e-04	 1.62200e-04	 0.02846	 0.023370	 5.75800e+00	 2.98400e+01	 1.03200e+02	 1.94900e+02	            	 2.33500e+02	 2.47600e+02	 2.06600e+02	 1.11300e+02	 7.67000e+01	 3.59800e-02	 3.94000e-02	 3.82400e-02	 2.72700e-02	            	 4.92700e-02	 1.92500e-02	 3.08600e-02	 2.91700e+00	 1.65100e+00	2735	1426	2837	1563	 0.91	 2	     0	 0	2	 6.32000e-04	2	   0.035986	2	   0.035528	  0.000000	 0.00000e+00	  1.00000000000	1	  775	 1.000000e+30	            	            	            	            	            	            	 1.000000e+30	            	 4.35300e-02	 1.04300e+06	            	            	            	0	Simbad
       4	     4	003.601358	-30.415371	1738.951	1433.160	 	23.0224	 	21.0850	 	20.2378	 	19.8494	 	19.6299	 	19.5156	 	19.4292	 	19.2114	 	19.8284	 	20.0405	 2.19300e-02	 3.72200e-03	 1.33100e-03	 6.49400e-04	 8.08500e-04	 6.62100e-04	 4.00000e-04	 8.75000e-04	 0.02106	 0.016250	 2.24400e+00	 1.33700e+01	 2.91700e+01	 4.17100e+01	 5.10600e+01	 5.67200e+01	 6.14200e+01	 7.50700e+01	 4.25200e+01	 3.49800e+01	 4.53200e-02	 4.58200e-02	 3.57500e-02	 2.49500e-02	 3.80200e-02	 3.45900e-02	 2.05000e-02	 6.05000e-02	 8.24900e-01	 5.23700e-01	1694	1382	1786	1478	 0.03	 2	     0	 0	2	 9.23000e-04	2	   0.103910	2	   0.106818	  0.435000	 4.42500e-02	  1.60832100000	0	     	 1.400600e+00	 5.74700e+01	 4.61500e+01	 7.49200e+01	 3.29500e-02	 2.60900e-08	 1.46600e-01	 1.418400e+00	 5.73700e+01	 4.59900e+01	 7.69700e+01	 3.28800e-02	 1.15800e-08	 1.38500e-01	1	Simbad
       5	     5	003.603420	-30.416773	1632.320	1348.972	 	24.1622	 	22.2999	 	21.5523	 	21.2479	 	21.0337	 	20.9405	 	20.8621	 	20.7724	 	21.5851	 	21.8448	 4.02300e-02	 6.93800e-03	 2.60600e-03	 1.97300e-03	 2.39000e-03	 1.90400e-03	 1.30000e-03	 3.62600e-03	 0.06885	 0.058860	 7.85500e-01	 4.36600e+00	 8.69100e+00	 1.15000e+01	 1.40100e+01	 1.52700e+01	 1.64100e+01	 1.78300e+01	 8.43300e+00	 6.63900e+00	 2.91100e-02	 2.79000e-02	 2.08600e-02	 2.09100e-02	 3.08400e-02	 2.67700e-02	 1.98600e-02	 5.95300e-02	 5.34700e-01	 3.59900e-01	1593	1322	1650	1387	 0.03	 3	     0	 0	2	 2.79900e-03	2	   0.397436	2	   0.382351	  0.388800	 1.08500e-01	  1.15390600000	0	     	 1.927800e+00	 1.11300e+01	 1.06000e+01	 2.33200e+01	 6.37800e-03	            	 8.10700e-02	 1.927900e+00	 1.11100e+01	 1.05800e+01	 2.32800e+01	 6.36800e-03	            	 6.58900e-02	1	Simbad
       6	     6	003.593469	-30.416937	2147.179	1339.266	 	23.6674	 	22.7404	 	22.1896	 	21.9634	 	21.8685	 	21.7924	 	21.7744	 	21.5731	 	21.8763	 	22.0568	 1.70000e-02	 6.75500e-03	 2.98300e-03	 2.96400e-03	 3.99100e-03	 3.28400e-03	 2.80000e-03	 7.26900e-03	 0.03331	 0.032660	 1.23900e+00	 2.90900e+00	 4.83200e+00	 5.95200e+00	 6.49500e+00	 6.96700e+00	 7.08300e+00	 8.52600e+00	 6.44900e+00	 5.46100e+00	 1.93900e-02	 1.81000e-02	 1.32800e-02	 1.62500e-02	 2.38700e-02	 2.10700e-02	 1.79500e-02	 5.70800e-02	 1.97800e-01	 1.64300e-01	2121	1311	2178	1370	 0.03	 3	     0	 0	2	 5.15900e-03	2	   0.411903	2	   0.413204	  0.472000	 1.50000e-02	  1.28733600000	0	     	 1.587700e+00	 2.62900e+00	 1.97000e+00	 3.07300e+00	 2.98500e+00	 1.37000e+00	 4.82800e+00	 6.246500e-01	 1.63300e+00	 1.13800e+00	 3.07500e+00	 5.95400e+00	 2.16100e+00	 1.02400e+01	1	Simbad
       7	     7	003.602156	-30.417969	1697.708	1277.295	 	27.1799	 	25.4751	 	24.5271	 	24.7699	 	23.5783	 	       	 	23.3092	 	23.9068	-	24.6076	-	25.1312	 3.84100e-01	 7.99000e-02	 2.45900e-02	 8.37200e-02	 3.92400e-02	            	 3.09000e-02	 6.30200e-02	 1.08600	 1.086000	 4.87600e-02	 2.34400e-01	 5.61200e-01	 4.48800e-01	 1.34500e+00	            	 1.72300e+00	 9.93800e-01	-4.94700e-01	-4.03000e-01	 1.72500e-02	 1.72500e-02	 1.27100e-02	 3.46100e-02	 4.86100e-02	            	 4.91000e-02	 5.76800e-02	 5.21200e-01	 3.21800e-01	1677	1267	1709	1303	 0.03	 3	     0	 0	2	 7.01000e-04	2	   0.534836	2	   0.613137	  0.489000	 2.19500e-01	  1.30740100000	0	     	 2.244700e+01	 1.57000e-01	 1.05800e-01	 2.31200e+00	 1.60900e+01	 4.97700e-35	 2.16600e+01	 2.421900e+01	 1.55600e+00	 6.24500e-02	 2.69800e+00	 3.43000e-02	            	 1.63800e+01	0	Simbad
       8	     8	003.600397	-30.417793	1788.739	1287.775	 	25.6202	 	25.4268	 	24.8715	 	24.2637	 	24.3560	 	24.3710	 	24.2871	 	24.7360	 	24.0673	 	24.2657	 6.46500e-02	 5.01400e-02	 2.20400e-02	 1.71500e-02	 2.51700e-02	 2.27000e-02	 2.04000e-02	 1.00800e-01	 0.89460	 0.693100	 2.05100e-01	 2.45100e-01	 4.08700e-01	 7.15300e-01	 6.57100e-01	 6.48000e-01	 7.00100e-01	 4.63000e-01	 8.57200e-01	 7.14000e-01	 1.22100e-02	 1.13200e-02	 8.29700e-03	 1.13000e-02	 1.52400e-02	 1.35500e-02	 1.31400e-02	 4.29800e-02	 7.06300e-01	 4.55900e-01	1780	1275	1802	1302	 0.03	 3	     0	 0	2	 4.86800e-03	2	   0.411722	2	   0.412221	  1.100000	 5.71000e-01	  1.81641100000	0	     	 3.232100e+00	 1.42600e+00	 1.22400e+00	 1.45800e+00	 7.04200e-01	 7.02100e-01	 1.38500e+00	 2.582900e+00	 1.34200e+00	 5.69000e-02	 1.37100e+00	 6.62500e-01	 6.54000e-01	 8.47700e+00	1	Simbad
       9	     9	003.601749	-30.418154	1718.749	1266.154	 	28.9825	 	26.5008	 	25.6805	 	25.2065	 	25.0078	 	24.9747	 	24.9645	 	24.9998	-	24.6534	-	25.0612	 9.48600e-01	 9.82700e-02	 3.43200e-02	 3.40000e-02	 3.90300e-02	 3.19900e-02	 3.46000e-02	 1.12800e-01	 1.08600	 1.086000	 9.26800e-03	 9.11300e-02	 1.94000e-01	 3.00200e-01	 3.60500e-01	 3.71600e-01	 3.75100e-01	 3.63200e-01	-5.88100e-01	-5.78000e-01	 8.09800e-03	 8.24800e-03	 6.13100e-03	 9.40200e-03	 1.29600e-02	 1.09500e-02	 1.19600e-02	 3.77200e-02	 4.99600e-01	 3.43200e-01	1712	1260	1725	1273	 0.02	 0	     0	 0	0	 6.03000e-04	0	   0.581926	0	   0.538946	  0.107500	 1.90000e-02	  1.00000000000	0	     	 7.083000e-01	 3.84200e-02	 1.61300e-02	 4.34100e-02	            	            	 1.56200e-03	 7.198200e-01	 3.84000e-02	 1.60600e-02	 4.33900e-02	            	            	 1.48000e-03	1	Simbad
      10	    10	003.599510	-30.418081	1834.597	1270.513	 	27.0234	 	26.1820	 	25.7925	 	25.4742	 	       	 	25.5038	 	25.5388	 	25.1643	-	24.9657	-	25.2307	 9.62800e-02	 4.25000e-02	 2.13800e-02	 2.93000e-02	            	 3.90500e-02	 1.01700e-01	 1.16800e-01	 1.08600	 1.086000	 5.63200e-02	 1.22200e-01	 1.75000e-01	 2.34600e-01	            	 2.28300e-01	 2.21000e-01	 3.12100e-01	-5.35900e-01	-3.34000e-01	 4.99400e-03	 4.78500e-03	 3.44600e-03	 6.33200e-03	            	 8.21000e-03	 2.07000e-02	 3.35800e-02	 3.74700e-01	 2.93600e-01	1829	1267	1845	1277	 0.03	 3	     0	 0	2	 3.01787e-01	2	   0.805807	2	   0.846351	  0.123500	 4.50000e-02	  1.00000000000	0	     	 1.319900e+00	 1.50400e-02	 3.20200e-03	 1.75500e-02	 8.53900e-04	 4.32800e-04	 1.02600e-02	 1.310100e+00	 1.63700e-02	 3.07000e-03	 1.85000e-02	 7.38000e-04	 3.46500e-04	 1.14300e-02	0	Simbad
