#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/607/A30/m1149clz&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36070030
#Name: J/A+A/607/A30
#Title: ASTRODEEP Frontier Fields Catalogues (Di Criscienzo+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/607/a30	    IVOID of underlying data collection
#INFO	creator=Di Criscienzo M.	    First author or institution
#INFO	cites=bibcode:2017A&A...607A..30D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/607/A30	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bc-jz/lda	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_607_A30_m1149clz:
#Name: J/A+A/607/A30/m1149clz
#Title: Multi wavelength catalog and photometric redshift information of the MACSJ-1149 cluster
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Identification number input photometric catalog (ID)	[ucd=meta.id;meta.main]
#Column	zbest	(F20.17)	? Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift.phot]
#Column	e_zbest	(D12.5)	? Median photometric redshift uncertainty range (equal to = for spectroscopic sources) (ZBEST_SIQR)	[ucd=stat.error]
#Column	magnif	(F14.11)	? Median magnification (cluster fields), or magnification from the Merten model (parallel fields) (MAGNIF)	[ucd=phot.flux;arith.ratio]
#Column	f_zbest	(F4.1)	[0/1]? the value is set =1 for sources with spectroscopic redshift, =0 otherwise (ZSPECFLAG)	[ucd=meta.code]
#Column	chi2	(D13.6)	chi^2^ of the SED fitting with stellar only templates at redshift fixed to ZBEST (chi2)	[ucd=stat.fit.chi2;stat.fit]
#Column	Mstar	(D12.5)	Stellar mass (assuming Salpeter IMF) and relevant uncertainty range. (MSTAR)	[ucd=stat.error;phys.mass]
#Column	e_Mstar	(D13.6)	Lower uncertainty on Mstar (MASTAR_MIN)	[ucd=stat.error]
#Column	E_Mstar	(D12.5)	Upper uncertainty on Mstar (MSTAR_MAX)	[ucd=stat.error;stat.max]
#Column	SFR	(D12.5)	Star-formation rate (SFR)	[ucd=phys.SFR]
#Column	e_SFR	(D12.5)	Lower uncertainty on SFR (SFR_MIN)	[ucd=stat.error;phys.SFR]
#Column	E_SFR	(D12.5)	Upper uncertainty on SFRX (SFR_MA)	[ucd=stat.error;stat.max]
#Column	chi2Neb	(D13.6)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(D12.5)	Stellar mass estimated from stellar plus nebular fits. (MASTAR_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(D12.5)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(D12.5)	star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(D12.5)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(D12.5)	Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	relFlag	(F14.11)	[0/1]? This flag is meant to provide a combined indication of the robustness of photometric and photo-z estimates (RELFLAG) (1)	[ucd=meta.code]
recno	ID	zbest	e_zbest	magnif	f_zbest	chi2	Mstar	e_Mstar	E_Mstar	SFR	e_SFR	E_SFR	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb	relFlag
 	 	 	 	 	 	 	10+9Msun	10+9Msun	10+9Msun	 	 	 	 	10+9Msun	10+9Msun	10+9Msun	Msun/yr	Msun/yr	Msun/yr	
--------	------	--------------------	------------	--------------	----	-------------	------------	-------------	------------	------------	------------	------------	-------------	------------	------------	------------	------------	------------	------------	--------------
       1	     1	 0.52600002288818359	 0.00000e+00	 1.00000000000	 1.0	 1.000800e-01	 2.43500e+01	 2.976000e+00	 1.45500e+02	 3.33200e+01	 2.45800e-33	 1.18700e+03	 9.292500e-02	 3.72400e+00	 2.44000e+00	 1.45500e+02	 1.26000e+02	 2.45700e-33	 5.68600e+02	 0.00000000000
       2	     2	 0.41849999999999998	 9.70000e-03	 1.00000000000	 0.0	 2.952200e+00	 1.37200e-01	 2.558000e-02	 6.42500e-01	 3.27400e-01	 1.82400e-02	 9.65000e+00	 3.038800e+00	 1.32900e-01	 2.55800e-02	 6.42500e-01	 3.17300e-01	 1.82400e-02	 9.65000e+00	 0.00000000000
       3	     3	 6.90315000000000012	 5.05000e-03	 1.00000000000	 0.0	 1.069200e+00	 1.34500e+02	 1.133000e+02	 1.63500e+02	 5.71000e+00	 3.07100e+00	 1.20400e+01	 9.205600e-01	 3.44100e+01	 1.13300e+02	 1.63500e+02	 3.52600e+03	 3.07100e+00	 1.20400e+01	 0.00000000000
       4	     4	 1.16199999999999992	 4.25000e+00	 1.00000000000	 0.0	 4.398900e+00	 7.12800e-01	 5.026000e-02	 1.24900e+00	 5.42100e-01	 2.99400e-01	 2.15100e+01	 1.875700e+00	 8.86100e-02	 5.02600e-02	 1.24900e+00	 5.83200e+00	 2.99400e-01	 2.15100e+01	 0.00000000000
       5	     5	 0.53100001811981201	 0.00000e+00	 1.00000000000	 1.0	 6.617300e-02	 7.36800e+01	 3.531000e+00	 1.42700e+02	 4.64700e+00	 2.91100e-32	 1.03600e+03	 7.135100e-02	 7.31400e+01	 3.59200e+00	 1.42700e+02	 4.61200e+00	 2.91000e-32	 3.93600e+02	 0.00000000000
       6	     6	 0.53399997949600220	 0.00000e+00	 1.00000000000	 1.0	 1.094500e+00	 3.65100e+01	 3.916000e+01	 3.91600e+01	 4.73100e-02	 5.07500e-02	 5.07500e-02	 1.107000e+00	 3.63600e+01	 3.90000e+01	 4.17600e+01	 4.71200e-02	 3.57600e-02	 7.67300e-02	 0.00000000000
       7	     7	 7.69819999999999993	 9.25049e-01	 1.00000000000	 0.0	 1.448700e+01	 1.91300e+00	 8.716000e-01	 1.18200e+02	 1.95900e+02	 2.77100e-01	 2.00600e+03	 1.497400e+01	 1.05400e+00	 8.71600e-01	 1.18200e+02	 5.83100e+01	 2.77100e-01	 2.00600e+03	 0.00000000000
       8	     8	 9.54395000000000060	 1.50500e-02	 1.00000000000	 0.0	 4.171100e+00	 9.63400e+03	 1.818000e+03	 1.29600e+04	 7.21700e+03	 1.36200e+03	 2.69900e+04	 4.266600e+00	 9.30800e+03	 1.81800e+03	 1.29600e+04	 6.97300e+03	 1.36200e+03	 2.69900e+04	 0.00000000000
       9	     9	 0.52700001001358032	 0.00000e+00	 1.00000000000	 1.0	 2.114500e-02	 9.35400e+00	 1.105000e+00	 4.89300e+01	 8.79600e+00	 9.94800e-33	 3.89600e+02	 8.468500e-03	 8.86900e+00	 9.81900e-01	 4.89200e+01	 6.88500e+00	 9.94500e-33	 1.85300e+02	 0.00000000000
      10	    10	 0.28999999999999998	 2.75000e-02	 1.00000000000	 0.0	 8.569900e+00	 3.60700e+00	 8.558000e-01	 1.15400e+01	 1.62900e-02	 0.00000e+00	 4.43400e-01	 8.574500e+00	 3.77700e+00	 8.55800e-01	 1.15400e+01	 1.33000e-02	 0.00000e+00	 4.43400e-01	 0.00000000000
      11	    11	 8.49854900000000058	 8.26499e-01	 1.00000000000	 0.0	 5.978800e-01	 6.17400e+00	 4.693000e+00	 2.02600e+01	 6.32000e+02	 2.89700e+02	 1.35100e+03	 2.023500e+00	 1.00100e+01	 4.69300e+00	 2.02600e+01	 2.87300e+02	 2.89700e+02	 1.35100e+03	 0.00000000000
      12	    12	 4.78679900000000025	 2.75000e-01	 1.00000000000	 0.0	 3.097500e+00	 4.07100e-01	 6.705000e-03	 6.18800e+01	 3.01500e-01	 4.04100e-02	 2.31400e+01	 3.108500e+00	 2.56300e-01	 6.70500e-03	 6.18800e+01	 3.14500e-01	 4.04100e-02	 2.31400e+01	 0.00000000000
