#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:13:16 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:13:16	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/590/A31/m0416cl&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35900031
#Name: J/A+A/590/A31
#Title: ASTRODEEP Frontier Fields Catalogues (Merlin+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/590/a31	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/590/a31	    IVOID of underlying data collection
#INFO	creator=Merlin E.	    First author or institution
#INFO	cites=bibcode:2016A&A...590A..30M	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/590/A31	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35900031	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-05-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_590_A31_m0416cl:
#Name: J/A+A/590/A31/m0416cl
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Source identifier (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	Xpos	(F8.3)	? Pixel x position in H160 image (X)	[ucd=pos.cartesian.x]
#Column	Ypos	(F8.3)	? Pixel y position in H160 image (Y)	[ucd=pos.cartesian.y]
#Column	l_B435	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	B435	(F7.4)	[0/38]? AB magnitude B435 (MAG_B435)	[ucd=phot.mag;em.opt.B]
#Column	l_V606	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	V606	(F7.4)	[0/38]? AB magnitude V606 (MAG_V606)	[ucd=phot.mag;em.opt.R]
#Column	l_I814	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	I814	(F7.4)	[0/38]? AB magnitude I814 (MAG_I814)	[ucd=phot.mag;em.opt.I]
#Column	l_Y105	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	Y105	(F7.4)	[0/38]? AB magnitude Y105 (MAG_Y105)	[ucd=phot.mag;em.IR.J]
#Column	l_J125	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	J125	(F7.4)	[0/38]? AB magnitude J125 (MAG_J125)	[ucd=phot.mag;em.IR.J]
#Column	l_JH140	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	JH140	(F7.4)	[0/38]? AB magnitude JH140 (MAG_JH140)	[ucd=phot.mag;em.IR.H]
#Column	l_H160	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	H160	(F7.4)	[0/38]? AB magnitude H160 (MAG_H1600)	[ucd=phot.mag;em.IR.H]
#Column	l_Ks	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	Ks	(F7.4)	[0/38]? AB magnitude Ks (MAG_Ks)	[ucd=phot.mag;em.IR.K]
#Column	l_IRAC1	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	IRAC1	(F7.4)	[0/38]? AB magnitude IRAC CH1 (MAG_IRAC1)	[ucd=phot.mag;em.IR.3-4um]
#Column	l_IRAC2	(A1)	[-] - for upper limit	[ucd=meta.code.error]
#Column	IRAC2	(F7.4)	[0/38]? AB magnitude IRAC CH2 (MAG_IRAC2)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_B435	(D12.5)	? Error on AB magnitude B435 (MAGERR_B435)	[ucd=stat.error]
#Column	e_V606	(D12.5)	? Error on AB magnitude V606 (MAGERR_V606)	[ucd=stat.error]
#Column	e_I814	(D12.5)	? Error on AB magnitude I814 (MAGERR_I814)	[ucd=stat.error]
#Column	e_Y105	(D12.5)	? Error on AB magnitude Y105 (MAGERR_Y105)	[ucd=stat.error]
#Column	e_J125	(D12.5)	? Error on AB magnitude J125 (MAGERR_J125)	[ucd=stat.error]
#Column	e_JH140	(D12.5)	? Error on AB magnitude JH140 (MAGERR_JH140)	[ucd=stat.error]
#Column	e_H160	(D12.5)	? Error on AB magnitude H160 (MAGERR_H160)	[ucd=stat.error]
#Column	e_Ks	(D12.5)	? Error on AB magnitude Ks (MAGERR_Ks)	[ucd=stat.error]
#Column	e_IRAC1	(F8.5)	? Error on AB magnitude IRAC CH1 (MAGERR_IRAC1)	[ucd=stat.error]
#Column	e_IRAC2	(F9.6)	? Error on AB magnitude IRAC CH2 (MAGERR_IRAC1)	[ucd=stat.error]
#Column	FB435	(D12.5)	? B435 Flux (FLUX_B435)	[ucd=phot.flux.density;em.opt.B]
#Column	FV606	(D12.5)	? V606 Flux (FLUX_V606)	[ucd=phot.flux.density;em.opt.V]
#Column	FI814	(D12.5)	? I814 Flux (FLUX_I814)	[ucd=phot.flux.density;em.opt.I]
#Column	FY105	(D12.5)	? Y105 Flux (FLUX_Y105)	[ucd=phot.mag;em.IR.J]
#Column	FJ125	(D12.5)	? J125 Flux (FLUX_J125)	[ucd=phot.flux.density;em.IR.J]
#Column	FJH140	(D12.5)	? JH140 Flux (FLUX_JH140)	[ucd=phot.flux.density;em.IR.H]
#Column	FH160	(D12.5)	? H160 Flux (FLUX_H160)	[ucd=phot.flux.density;em.IR.H]
#Column	FKs	(D12.5)	? Ks Flux (FLUX_Ks)	[ucd=phot.mag;em.IR.K]
#Column	FIRAC1	(D12.5)	? IRAC CH1 Flux (FLUX_IRAC1)	[ucd=phot.mag;em.IR.3-4um]
#Column	FIRAC2	(D12.5)	? IRAC CH2 Flux (FLUX_IRAC2)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_FB435	(D12.5)	? Error on B435 Flux (FLUXERR_B435)	[ucd=stat.error]
#Column	e_FV606	(D12.5)	? Error on V606 Flux (FLUXERR_V606)	[ucd=stat.error]
#Column	e_FI814	(D12.5)	? Error on I814 Flux (FLUXERR_I814)	[ucd=stat.error]
#Column	e_FY105	(D12.5)	? Error on Y105 Flux (FLUXERR_Y105)	[ucd=stat.error]
#Column	e_FJ125	(D12.5)	? Error on J125 Flux (FLUXERR_J125)	[ucd=stat.error]
#Column	e_FJH140	(D12.5)	? Error on JH140 Flux (FLUXERR_JH140)	[ucd=stat.error]
#Column	e_FH160	(D12.5)	? Error on H160 Flux (FLUXERR_H160)	[ucd=stat.error]
#Column	e_FKs	(D12.5)	? Error on Ks Flux (FLUXERR_Ks)	[ucd=stat.error]
#Column	e_FIRAC1	(D12.5)	? Error on IRAC CH1 Flux (FLUXERR_IRAC1)	[ucd=stat.error]
#Column	e_FIRAC2	(D12.5)	? Error on IRAC CH2 Flux (FLUXERR_IRAC2)	[ucd=stat.error]
#Column	Xmin	(I4)	? Segmentation x minimum value (XMIN)	[ucd=pos.cartesian.x;stat.min]
#Column	Ymin	(I4)	? Segmentation y minimum value (YMIN)	[ucd=pos.cartesian.y;stat.min]
#Column	Xmax	(I4)	? Segmentation x maximum value (XMAX)	[ucd=pos.cartesian.x;stat.max]
#Column	Ymax	(I4)	? Segmentation y maximum value (YMAX)	[ucd=pos.cartesian.y;stat.max]
#Column	S/G	(F5.2)	[0/1]? SExtractor stellarity index (CLASS_STAR)	[ucd=src.class.starGalaxy]
#Column	fSeX	(I2)	? SExtractor flag (SEXFLAG)	[ucd=meta.code]
#Column	fRes	(I6)	? flag applied to residual features after processing the detection image(RESFLAG)	[ucd=meta.code]
#Column	fVis	(I2)	[0/1]? Visual inspection flag (VISFLAG) (2)	[ucd=meta.code]
#Column	fKs	(I1)	[0/4]? T-PHOT flag for Ks band (TPHOTFLAG_Ks) (3)	[ucd=meta.code]
#Column	CovKs	(D12.5)	? Covariance in Ks band (COVMAX_Ks) (4)	[ucd=stat.covariance]
#Column	fIRAC1	(I1)	[0/4]? T-PHOT flag for IRAC1 band (TPHOFLAG_IRAC1) (3)	[ucd=meta.code]
#Column	covIRAC1	(F11.6)	? Covariance in IRAC1 band (COVMAX_IRAC1) (4)	[ucd=stat.covariance]
#Column	fIRAC2	(I1)	[0/4]? T-PHOT flag for IRAC2 band (TPHOTFLAG_IRAC2) (3)	[ucd=meta.code]
#Column	covIRAC2	(F11.6)	? Covariance in IRAC2 band (COVMAX_IRAC2) (4)	[ucd=stat.covariance]
#Column	zbest	(F10.6)	Median photo-z (ZBEST) (2)	[ucd=em.wl.central;stat.median]
#Column	e_zbest	(D12.5)	[0/5] Error on photometric redshift (ZBEST_SIQR) (3)	[ucd=stat.error]
#Column	Magnif	(F15.11)	Median magnification level (clusters) or magnification from Merten model (parallel fields) (MAGNIF)	[ucd=stat.fit.param]
#Column	fzsp	(I1)	[0/1] Flag on redshift (ZSPECFLAG) (4)	[ucd=meta.code]
#Column	zspID	(I5)	? Spectroscopic counterpart (ZSPECID) (5)	[ucd=meta.id]
#Column	Chi2	(D13.6)	? Chi2 of the SED fitting (Chi2) (6)	[ucd=stat.fit.chi2;stat.fit]
#Column	M*	(D12.5)	? Stellar mass (MSTAR) (7)	[ucd=phys.mass]
#Column	bM*	(D12.5)	? Stellar mass min value (MSTAR_MIN) (7)	[ucd=phys.mass]
#Column	BM*	(D12.5)	? Stellar mass max value (MSTAR_MAX) (7)	[ucd=phys.mass]
#Column	SFR	(D12.5)	? Star Formation Rate (SFR) (8)	[ucd=phys.SFR]
#Column	bSFR	(D12.5)	? Star Formation Rate min value (SFR_MIN) (8)	[ucd=phys.SFR;stat.min]
#Column	BSFR	(D12.5)	? Star Formation Rate max value (SFR_MAX) (8)	[ucd=phys.SFR;stat.max]
#Column	chi2neb	(D13.6)	? Chi2 of the SED fitting (Chi2_NEB)	[ucd=stat.fit.chi2]
#Column	M*neb	(D12.5)	? Stellar mass from stellar and nebular fit (MSTAR_NEB)	[ucd=phys.mass]
#Column	bM*neb	(D12.5)	? Stellar mass from stellar and nebular fit min value (MSTAR_MIN_NEB)	[ucd=phys.mass]
#Column	BM*neb	(D12.5)	? Stellar mass from stellar and nebular fit max value (MSTAR_MAX_NEB)	[ucd=phys.mass]
#Column	SFRneb	(D12.5)	? Star Formation Rate from stellar and nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	bSFRneb	(D12.5)	? Star Formation Rate from stellar and nebular fits min value (SFR_MIN_NEB)	[ucd=phys.SFR]
#Column	BSFRneb	(D12.5)	? Star Formation Rate from stellar and nebular fits max value (SFR_MAX_NEB)	[ucd=phys.SFR]
#Column	fRel	(I1)	[0/1]? Robustness flag (RELFLAG) (SFR_MAX_NEB)(9)	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	Xpos	Ypos	l_B435	B435	l_V606	V606	l_I814	I814	l_Y105	Y105	l_J125	J125	l_JH140	JH140	l_H160	H160	l_Ks	Ks	l_IRAC1	IRAC1	l_IRAC2	IRAC2	e_B435	e_V606	e_I814	e_Y105	e_J125	e_JH140	e_H160	e_Ks	e_IRAC1	e_IRAC2	FB435	FV606	FI814	FY105	FJ125	FJH140	FH160	FKs	FIRAC1	FIRAC2	e_FB435	e_FV606	e_FI814	e_FY105	e_FJ125	e_FJH140	e_FH160	e_FKs	e_FIRAC1	e_FIRAC2	Xmin	Ymin	Xmax	Ymax	S/G	fSeX	fRes	fVis	fKs	CovKs	fIRAC1	covIRAC1	fIRAC2	covIRAC2	zbest	e_zbest	Magnif	fzsp	zspID	Chi2	M*	bM*	BM*	SFR	bSFR	BSFR	chi2neb	M*neb	bM*neb	BM*neb	SFRneb	bSFRneb	BSFRneb	fRel	Simbad
 	 	deg	deg	pix	pix	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	 	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	uJy	pix	pix	pix	pix	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10+9Msun	10+9Msun	10+9Msun	Msun/yr	Msun/yr	Msun/yr	 	10+9Msun	10+9Msun	10+9Msun	Msun/yr	Msun/yr	Msun/yr	 	
--------	------	----------	----------	--------	--------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	-	-------	------------	------------	------------	------------	------------	------------	------------	------------	--------	---------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	------------	----	----	----	----	-----	--	------	--	-	------------	-	-----------	-	-----------	----------	------------	---------------	-	-----	-------------	------------	------------	------------	------------	------------	------------	-------------	------------	------------	------------	------------	------------	------------	-	------
       1	     1	064.044334	-24.095366	1984.222	1124.869	 	23.9714	 	22.5634	 	21.6262	 	21.0408	 	20.8093	 	20.6117	 	20.3898	 	19.6765	 	19.6480	 	19.8931	 2.84600e-02	 7.43700e-03	 2.27200e-03	 1.48400e-03	 1.65900e-03	 1.36000e-03	 8.00000e-04	 1.36000e-03	 0.01560	 0.015150	 9.36300e-01	 3.42500e+00	 8.11900e+00	 1.39200e+01	 1.72300e+01	 2.06700e+01	 2.53500e+01	 4.89100e+01	 5.02100e+01	 4.00600e+01	 2.45400e-02	 2.34600e-02	 1.69900e-02	 1.90300e-02	 2.63300e-02	 2.58900e-02	 1.98300e-02	 6.12500e-02	 7.21400e-01	 5.59000e-01	1959	1029	2013	1192	 0.61	 3	     0	 0	2	 2.94200e-03	2	   0.445897	2	   0.453967	  0.610000	 4.00000e-02	  1.12703600000	0	     	 3.529400e+00	 2.64800e+01	 4.22000e+00	 3.35300e+01	 1.91600e+01	 1.20500e+01	 5.73900e+02	 2.853600e+00	 2.39200e+01	 3.99000e+00	 3.60500e+01	 2.39900e+01	 1.05700e+01	 1.41100e+02	1	Simbad
       2	     2	064.047920	-24.097454	1787.747	 999.565	 	25.2505	 	23.1990	 	21.6532	 	20.4440	 	       	 	       	 	20.2950	 	19.7073	 	19.5884	 	19.9998	 8.88400e-02	 1.29200e-02	 2.40400e-03	 2.16200e-03	            	            	 3.80000e-03	 8.99600e-04	 0.01907	 0.018630	 2.88300e-01	 1.90700e+00	 7.92000e+00	 2.41200e+01	            	            	 2.76700e+01	 4.75400e+01	 5.30400e+01	 3.63200e+01	 2.35900e-02	 2.27000e-02	 1.75400e-02	 4.80300e-02	            	            	 9.69100e-02	 3.93900e-02	 9.31800e-01	 6.23000e-01	1768	 973	1818	1041	 0.03	 3	     0	 0	2	 2.89000e-03	2	   0.082187	2	   0.050841	  1.018100	 2.35000e-02	  1.09828900000	0	     	 6.356700e+00	 1.89900e+02	 1.48900e+02	 2.40300e+02	 1.45900e-03	 6.37700e-19	 6.36600e-01	 3.213200e+00	 1.46900e+01	 1.34600e+01	 1.75400e+01	 1.50400e+03	 1.14700e+03	 1.57500e+03	1	Simbad
       3	     3	064.046043	-24.099012	1890.705	 906.079	-	34.2829	-	34.3742	-	34.6939	 	       	 	       	 	       	 	       	-	27.9765	-	26.3178	-	26.2774	 1.08600e+00	 1.08600e+00	 1.08600e+00	            	            	            	            	 1.08600e+00	 1.08600	 1.086000	 5.53700e-06	 2.90800e-05	 3.10000e-06	            	            	            	            	-5.10800e-03	-1.99000e-01	-2.45900e-01	 7.02800e-05	 6.46100e-05	 4.81300e-05	            	            	            	            	 2.34100e-02	 1.07900e-01	 1.12000e-01	1886	 903	1897	 909	 1.00	17	     0	 0	0	 4.70000e-05	0	   0.122378	0	   0.056090	  4.896200	 2.00000e+00	  1.17092000000	0	     	 3.893300e-02	 5.44500e-06	 4.99200e-06	 1.01300e+00	 5.57400e-04	 1.64000e-06	 1.42900e+01	 3.916600e-02	 4.94100e-06	 4.69700e-06	 9.75000e-01	 5.03500e-04	 1.63600e-06	 1.01800e+01	0	Simbad
       4	     4	064.047379	-24.098417	1817.676	 941.791	-	32.3139	-	32.3975	-	32.7172	 	       	 	       	 	       	 	23.3802	-	27.9545	 	25.2296	-	26.1617	 1.08600e+00	 1.08600e+00	 1.08600e+00	            	            	            	 2.48800e-01	 1.08600e+00	 0.57330	 1.086000	-5.55600e-05	 1.69400e-04	-1.00300e-04	            	            	            	 1.61400e+00	-1.99600e-02	 2.93900e-01	 5.06500e-02	 4.31000e-04	 3.99000e-04	 2.97300e-04	            	            	            	 3.69800e-01	 2.38900e-02	 1.55200e-01	 1.24500e-01	1813	 939	1826	 946	 1.00	17	     0	 0	0	 4.10000e-05	0	   0.475478	0	   0.337015	  7.095051	 2.05000e-01	  1.17144800000	0	     	 3.536000e+00	 7.12900e+00	 2.25500e-02	 2.61000e+02	 3.02600e-01	 2.06400e-01	 2.46200e+03	 3.537800e+00	 7.05600e+00	 2.19400e-02	 2.43400e+02	 2.99500e-01	 2.04600e-01	 1.90800e+03	0	Simbad
       5	     5	064.043785	-24.098063	2014.412	 963.092	-	29.6405	 	28.4992	 	27.3289	 	27.2122	 	27.0028	 	26.8682	 	26.8587	-	27.8305	 	22.8024	 	23.1407	 1.08600e+00	 3.61800e-01	 9.06900e-02	 1.22900e-01	 1.36600e-01	 1.16600e-01	 1.31500e-01	 1.08600e+00	 0.09592	 0.099710	 3.10000e-03	 1.44700e-02	 4.25000e-02	 4.73300e-02	 5.74000e-02	 6.49700e-02	 6.55400e-02	-1.85900e-02	 2.74800e+00	 2.01200e+00	 5.05600e-03	 4.82000e-03	 3.55000e-03	 5.35600e-03	 7.22000e-03	 6.98000e-03	 7.93600e-03	 2.67800e-02	 2.42800e-01	 1.84800e-01	2007	 955	2021	 971	 0.17	 0	     0	 0	0	 1.87400e-03	0	   0.093834	0	   0.157571	  5.163500	 7.50000e-02	  1.20068300000	0	     	 1.544200e+01	 1.32900e+02	 3.86200e+01	 2.49700e+02	 2.94300e+01	 5.86700e+00	 1.65800e+02	 1.666300e+01	 1.26100e+02	 3.69900e+01	 2.45700e+02	 2.79200e+01	 5.62100e+00	 1.44200e+02	1	Simbad
       6	     6	064.044464	-24.097807	1977.080	 978.393	 	27.7966	 	26.9963	 	26.2114	 	26.0498	 	26.1376	 	26.0182	 	25.9236	 	26.1551	 	25.8063	-	26.0902	 1.87500e-01	 8.41700e-02	 2.99700e-02	 4.02200e-02	 5.79500e-02	 5.02300e-02	 5.20000e-02	 2.48800e-01	 0.84130	 1.086000	 2.76300e-02	 5.77400e-02	 1.19000e-01	 1.38100e-01	 1.27300e-01	 1.42100e-01	 1.55100e-01	 1.25300e-01	 1.72800e-01	 1.22200e-01	 4.77100e-03	 4.47600e-03	 3.28400e-03	 5.11500e-03	 6.79700e-03	 6.57700e-03	 7.43300e-03	 2.87100e-02	 1.33900e-01	 1.33000e-01	1966	 970	1988	 987	 0.03	 0	     0	 0	0	 7.58400e-03	0	   0.391744	0	   0.390991	  0.660500	 1.59000e-02	  1.06707400000	0	     	 1.577800e+00	 9.74400e-02	 1.98000e-02	 1.42400e-01	 8.19400e-02	 3.63300e-02	 2.30800e+00	 2.443500e-01	 2.44200e-02	 1.20300e-02	 1.67200e-01	 6.64500e-01	 3.11100e-02	 1.73200e+00	1	Simbad
       7	     7	064.044876	-24.097586	1954.626	 991.664	 	27.4509	 	25.7158	 	25.5843	 	25.7205	 	25.8042	 	25.8048	 	25.7572	 	25.3574	 	24.9744	 	24.6953	 1.20100e-01	 2.43900e-02	 1.47600e-02	 1.86000e-02	 2.57300e-02	 2.57000e-02	 2.99000e-02	 9.56800e-02	 0.38050	 0.294800	 3.79800e-02	 1.87800e-01	 2.12000e-01	 1.87000e-01	 1.73100e-01	 1.73000e-01	 1.80800e-01	 2.61200e-01	 3.71700e-01	 4.80700e-01	 4.20000e-03	 4.21800e-03	 2.88300e-03	 3.20400e-03	 4.10200e-03	 4.09600e-03	 4.98300e-03	 2.30200e-02	 1.30300e-01	 1.30500e-01	1945	 982	1964	1002	 0.94	 0	     0	 0	0	 1.17950e-02	0	   0.459357	0	   0.456367	  3.615800	 3.00000e-02	  1.18428600000	0	     	 9.823400e-01	 1.71600e+00	 1.14600e+00	 4.22200e+00	 1.02100e+01	 3.68300e+00	 1.11800e+01	 1.502800e+00	 1.72700e+00	 1.88400e-01	 3.92000e+00	 5.15900e+00	 3.48200e+00	 1.93100e+01	1	Simbad
       8	     8	064.045265	-24.097679	1933.198	 986.107	 	29.2046	 	28.3024	 	27.1561	 	26.7796	 	26.6624	 	26.5477	 	26.6075	 	26.1980	-	26.1773	-	26.1783	 6.63900e-01	 2.71000e-01	 6.98800e-02	 5.12400e-02	 6.04700e-02	 5.31500e-02	 6.61000e-02	 2.53400e-01	 1.08600	 1.086000	 7.55400e-03	 1.73400e-02	 4.98400e-02	 7.05000e-02	 7.85300e-02	 8.72900e-02	 8.26000e-02	 1.20400e-01	-1.83200e-01	-3.26700e-01	 4.61900e-03	 4.32800e-03	 3.20800e-03	 3.32700e-03	 4.37400e-03	 4.27300e-03	 5.02800e-03	 2.81100e-02	 1.22800e-01	 1.22700e-01	1923	 978	1943	 995	 0.02	 0	     0	 0	0	 1.95500e-03	0	   0.517408	0	   0.516885	  0.866000	 2.61950e-01	  1.09324000000	0	     	 5.743100e-01	 1.36500e-01	 2.28300e-02	 3.31600e-01	 1.91300e-02	 5.48100e-03	 3.00600e+00	 4.983100e-01	 1.42200e-01	 1.64500e-02	 3.24500e-01	 1.67800e-02	 5.44200e-03	 1.08400e+00	1	Simbad
       9	     9	064.046173	-24.097597	1883.484	 990.998	-	30.0671	 	29.8415	 	29.2626	-	30.7578	 	28.7568	 	28.3503	 	28.4154	 	27.2031	-	25.6575	-	25.6107	 1.08600e+00	 8.05900e-01	 3.54900e-01	 1.08600e+00	 2.29400e-01	 1.52600e-01	 2.10600e-01	 4.91600e-01	 1.08600	 1.086000	 2.69500e-03	 4.20200e-03	 7.16100e-03	 1.62700e-03	 1.14100e-02	 1.65900e-02	 1.56300e-02	 4.77300e-02	-1.64500e-01	-1.17300e-01	 3.41300e-03	 3.11900e-03	 2.34100e-03	 1.80700e-03	 2.41100e-03	 2.33300e-03	 3.03000e-03	 2.16100e-02	 1.98200e-01	 2.06900e-01	1878	 985	1889	 997	 0.02	 3	     0	 0	2	 2.40303e-01	2	   0.918477	2	   0.907236	  2.217500	 2.00000e-02	  1.14777700000	0	     	 1.003700e+00	 2.88000e-01	 1.21600e-01	 1.34500e+00	 1.75900e-01	 7.89100e-04	 2.70700e+00	 1.084700e+00	 2.49400e-01	 8.69100e-02	 1.40500e+00	 3.87500e-02	 1.17100e-04	 1.40500e+00	1	Simbad
      10	    10	064.046303	-24.097542	1876.530	 994.276	 	29.1886	 	29.1044	 	28.4748	 	27.6758	 	27.7928	 	27.9387	 	27.6775	 	27.0490	-	25.6196	-	25.5926	 6.49300e-01	 5.54800e-01	 2.30700e-01	 8.50800e-02	 1.26000e-01	 1.40900e-01	 1.26900e-01	 4.81400e-01	 1.08600	 1.086000	 7.66600e-03	 8.28500e-03	 1.48000e-02	 3.08800e-02	 2.77300e-02	 2.42400e-02	 3.08300e-02	 5.50000e-02	 5.91800e-02	-6.89000e-02	 4.58500e-03	 4.23300e-03	 3.14400e-03	 2.42000e-03	 3.21700e-03	 3.14500e-03	 3.60400e-03	 2.43900e-02	 2.05200e-01	 2.10400e-01	1870	 988	1884	1001	 0.67	 2	     0	 0	2	 1.88646e-01	2	   0.856480	2	   0.877546	  1.197500	 2.75000e-02	  1.11125200000	0	     	 7.715900e-01	 6.58800e-02	 1.10500e-02	 1.36600e-01	 8.61100e-02	 2.37400e-02	 1.79500e+00	 5.624000e-01	 2.91600e-02	 2.47300e-03	 1.55900e-01	 1.20300e-01	 1.87300e-02	 9.18200e-01	1	Simbad
