#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:59 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:59	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/709/A254/a2744&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_37090254
#Name: J/A+A/709/A254
#Title: 4 HFF clusters members structural parameters (Granata+, 2026)
#INFO	ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	creator=Granata G.	    First author or institution
#INFO	cites=bibcode:2026A&A...709A.254G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2026	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/709/A254	    Dataset landing page
#INFO	publication_date=2026-05-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_709_A254_a2744:
#Name: J/A+A/709/A254/a2744
#Title: Structural parameters for Abell 2744 members
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I3)	[1/279] Object ID number in serial order within the table (ID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	F435W	(F6.2)	Total F435W AB magnitude (MAG_F435W)	[ucd=phot.mag;em.opt.B]
#Column	e_F435W	(F6.2)	? 1-sigma error on Total F435W AB magnitude (MAG_ERR_F435W)	[ucd=stat.error]
#Column	ReF435W	(F6.2)	Circularised F435W effective radius in kpc (RE_F435W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF435W	(F6.2)	? 1-sigma error on Circularised F435W effective radius in kpc (RE_ERR_F435W)	[ucd=stat.error]
#Column	muF435W	(F6.2)	Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_F435W)	[ucd=phot.mag.sb]
#Column	e_muF435W	(F6.2)	? 1-sigma error on Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F435W)	[ucd=stat.error]
#Column	nF435W	(F6.2)	F435W Sersic index (N_F435W)	[ucd=stat.fit.param]
#Column	e_nF435W	(F6.2)	? 1-sigma error on F435W Sersic index (N_ERR_F435W)	[ucd=stat.error]
#Column	ARF435W	(F6.2)	F435W axis ratio (AR_F435W)	[ucd=phys.size.axisRatio]
#Column	e_ARF435W	(F6.2)	? 1-sigma error on F435W axis ratio (AR_ERR_F435W)	[ucd=stat.error]
#Column	PAF435W	(F6.2)	[] F435W position angle in decimal degrees (PA_F435W)	[ucd=pos.posAng]
#Column	e_PAF435W	(F6.2)	? 1-sigma error on F435W position angle in decimal degrees (PA_ERR_F435W)	[ucd=stat.error]
#Column	F606W	(F6.2)	Total F606W AB magnitude (MAG_F606W)	[ucd=phot.mag;em.opt.R]
#Column	e_F606W	(F6.2)	? 1-sigma error on Total F606W AB magnitude (MAG_ERR_F606W)	[ucd=stat.error]
#Column	ReF606W	(F6.2)	Circularised F606W effective radius in kpc (RE_F606W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF606W	(F6.2)	? 1-sigma error on Circularised F606W effective radius in kpc (RE_ERR_F606W)	[ucd=stat.error]
#Column	muF606W	(F6.2)	Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_F606W)	[ucd=phot.mag.sb]
#Column	e_muF606W	(F6.2)	? 1-sigma error on Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F606W)	[ucd=stat.error]
#Column	nF606W	(F6.2)	F606W Sersic index (N_F606W)	[ucd=stat.fit.param]
#Column	e_nF606W	(F6.2)	? 1-sigma error on F606W Sersic index (N_ERR_F606W)	[ucd=stat.error]
#Column	ARF606W	(F6.2)	F606W axis ratio (AR_F606W)	[ucd=phys.size.axisRatio]
#Column	e_ARF606W	(F6.2)	? 1-sigma error on F606W axis ratio (AR_ERR_F606W)	[ucd=stat.error]
#Column	PAF606W	(F6.2)	[] F606W position angle in decimal degrees (PA_F606W)	[ucd=pos.posAng]
#Column	e_PAF606W	(F6.2)	? 1-sigma error on F606W position angle in decimal degrees (PA_ERR_F606W)	[ucd=stat.error]
#Column	F814W	(F6.2)	Total F814W AB magnitude (MAG_F814W)	[ucd=phot.mag;em.opt.I]
#Column	e_F814W	(F6.2)	? 1-sigma error on Total F814W AB magnitude (MAG_ERR_F814W)	[ucd=stat.error]
#Column	ReF814W	(F6.2)	Circularised F814W effective radius in kpc (RE_F814W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF814W	(F6.2)	? 1-sigma error on Circularised F814W effective radius in kpc (RE_ERR_F814W)	[ucd=stat.error]
#Column	muF814W	(F6.2)	Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_F814W)	[ucd=phot.mag.sb]
#Column	e_muF814W	(F6.2)	? 1-sigma error on Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F814W)	[ucd=stat.error]
#Column	nF814W	(F6.2)	F814W Sersic index (N_F814W)	[ucd=stat.fit.param]
#Column	e_nF814W	(F6.2)	? 1-sigma error on F814W Sersic index (N_ERR_F814W)	[ucd=stat.error]
#Column	ARF814W	(F6.2)	F814W axis ratio (AR_F814W)	[ucd=phys.size.axisRatio]
#Column	e_ARF814W	(F6.2)	? 1-sigma error on F814W axis ratio (AR_ERR_F814W)	[ucd=stat.error]
#Column	PAF814W	(F6.2)	[] F814W position angle in decimal degrees (PA_F814W)	[ucd=pos.posAng]
#Column	e_PAF814W	(F6.2)	? 1-sigma error on F814W position angle in decimal degrees (PA_ERR_F814W)	[ucd=stat.error]
#Column	F105W	(F6.2)	? Total F105W AB magnitude (MAG_F105W)	[ucd=phot.mag;em.IR.J]
#Column	e_F105W	(F6.2)	? 1-sigma error on Total F105W AB magnitude (MAG_ERR_F105W)	[ucd=stat.error]
#Column	ReF105W	(F6.2)	Circularised F105W effective radius in kpc (RE_F105W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF105W	(F6.2)	? 1-sigma error on Circularised F105W effective radius in kpc (RE_ERR_F105W)	[ucd=stat.error]
#Column	muF105W	(F6.2)	Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_F105W)	[ucd=phot.mag.sb]
#Column	e_muF105W	(F6.2)	? 1-sigma error on Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F105W)	[ucd=stat.error]
#Column	nF105W	(F6.2)	F105W Sersic index (N_F105W)	[ucd=stat.fit.param]
#Column	e_nF105W	(F6.2)	? 1-sigma error on F105W Sersic index (N_ERR_F105W)	[ucd=stat.error]
#Column	ARF105W	(F6.2)	F105W axis ratio (AR_F105W)	[ucd=phys.size.axisRatio]
#Column	e_ARF105W	(F6.2)	? 1-sigma error on F105W axis ratio (AR_ERR_F105W)	[ucd=stat.error]
#Column	PAF105W	(F6.2)	[] F105W position angle in decimal degrees (PA_F105W)	[ucd=pos.posAng]
#Column	e_PAF105W	(F6.2)	? 1-sigma error on F105W position angle in decimal degrees (PA_ERR_F105W)	[ucd=stat.error]
#Column	F125W	(F6.2)	? Total F125W AB magnitude (MAG_F125W)	[ucd=phot.mag;em.IR.J]
#Column	e_F125W	(F6.2)	? 1-sigma error on Total F125W AB magnitude (MAG_ERR_F125W)	[ucd=stat.error]
#Column	ReF125W	(F6.2)	? Circularised F125W effective radius in kpc (RE_F125W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF125W	(F6.2)	? 1-sigma error on Circularised F125W effective radius in kpc (RE_ERR_F125W)	[ucd=stat.error]
#Column	muF125W	(F6.2)	? Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_F125W)	[ucd=phot.mag.sb]
#Column	e_muF125W	(F6.2)	? 1-sigma error on Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F125W)	[ucd=stat.error]
#Column	nF125W	(F6.2)	? F125W Sersic index (N_F125W)	[ucd=stat.fit.param]
#Column	e_nF125W	(F6.2)	? 1-sigma error on F125W Sersic index (N_ERR_F125W)	[ucd=stat.error]
#Column	ARF125W	(F6.2)	? F125W axis ratio (AR_F125W)	[ucd=phys.size.axisRatio]
#Column	e_ARF125W	(F6.2)	? 1-sigma error on F125W axis ratio (AR_ERR_F125W)	[ucd=stat.error]
#Column	PAF125W	(F6.2)	[]? F125W position angle in decimal degrees (PA_F125W)	[ucd=pos.posAng]
#Column	e_PAF125W	(F6.2)	? 1-sigma error on F125W position angle in decimal degrees (PA_ERR_F125W)	[ucd=stat.error]
#Column	F140W	(F6.2)	? Total F140W AB magnitude (MAG_F140W)	[ucd=phot.mag;em.IR.H]
#Column	e_F140W	(F6.2)	? 1-sigma error on Total F140W AB magnitude (MAG_ERR_F140W)	[ucd=stat.error]
#Column	ReF140W	(F6.2)	? Circularised F140W effective radius in kpc (RE_F140W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF140W	(F6.2)	? 1-sigma error on Circularised F140W effective radius in kpc (RE_ERR_F140W)	[ucd=stat.error]
#Column	muF140W	(F6.2)	? Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_F140W)	[ucd=phot.mag.sb]
#Column	e_muF140W	(F6.2)	? 1-sigma error on Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F140W)	[ucd=stat.error]
#Column	nF140W	(F6.2)	? F140W Sersic index (N_F140W)	[ucd=stat.fit.param]
#Column	e_nF140W	(F6.2)	? 1-sigma error on F140W Sersic index (N_ERR_F140W)	[ucd=stat.error]
#Column	ARF140W	(F6.2)	? F140W axis ratio (AR_F140W)	[ucd=phys.size.axisRatio]
#Column	e_ARF140W	(F6.2)	? 1-sigma error on F140W axis ratio (AR_ERR_F140W)	[ucd=stat.error]
#Column	PAF140W	(F6.2)	[]? F140W position angle in decimal degrees (PA_F140W)	[ucd=pos.posAng]
#Column	e_PAF140W	(F6.2)	? 1-sigma error on F140W position angle in decimal degrees (PA_ERR_F140W)	[ucd=stat.error]
#Column	F160W	(F6.2)	Total F160W AB magnitude (MAG_F160W)	[ucd=phot.mag;em.IR.H]
#Column	e_F160W	(F6.2)	? 1-sigma error on Total F160W AB magnitude (MAG_ERR_F160W)	[ucd=stat.error]
#Column	ReF160W	(F6.2)	Circularised F160W effective radius in kpc (RE_F160W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF160W	(F6.2)	? 1-sigma error on Circularised F160W effective radius in kpc (RE_ERR_F160W)	[ucd=stat.error]
#Column	muF160W	(F6.2)	Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_F160W)	[ucd=phot.mag.sb]
#Column	e_muF160W	(F6.2)	? 1-sigma error on Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F160W)	[ucd=stat.error]
#Column	nF160W	(F6.2)	F160W Sersic index (N_F160W)	[ucd=stat.fit.param]
#Column	e_nF160W	(F6.2)	? 1-sigma error on F160W Sersic index (N_ERR_F160W)	[ucd=stat.error]
#Column	ARF160W	(F6.2)	F160W axis ratio (AR_F160W)	[ucd=phys.size.axisRatio]
#Column	e_ARF160W	(F6.2)	? 1-sigma error on F160W axis ratio (AR_ERR_F160W)	[ucd=stat.error]
#Column	PAF160W	(F6.2)	[] F160W position angle in decimal degrees (PA_F160W)	[ucd=pos.posAng]
#Column	e_PAF160W	(F6.2)	? 1-sigma error on F160W position angle in decimal degrees (PA_ERR_F160W)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	F435W	e_F435W	ReF435W	e_ReF435W	muF435W	e_muF435W	nF435W	e_nF435W	ARF435W	e_ARF435W	PAF435W	e_PAF435W	F606W	e_F606W	ReF606W	e_ReF606W	muF606W	e_muF606W	nF606W	e_nF606W	ARF606W	e_ARF606W	PAF606W	e_PAF606W	F814W	e_F814W	ReF814W	e_ReF814W	muF814W	e_muF814W	nF814W	e_nF814W	ARF814W	e_ARF814W	PAF814W	e_PAF814W	F105W	e_F105W	ReF105W	e_ReF105W	muF105W	e_muF105W	nF105W	e_nF105W	ARF105W	e_ARF105W	PAF105W	e_PAF105W	F125W	e_F125W	ReF125W	e_ReF125W	muF125W	e_muF125W	nF125W	e_nF125W	ARF125W	e_ARF125W	PAF125W	e_PAF125W	F140W	e_F140W	ReF140W	e_ReF140W	muF140W	e_muF140W	nF140W	e_nF140W	ARF140W	e_ARF140W	PAF140W	e_PAF140W	F160W	e_F160W	ReF160W	e_ReF160W	muF160W	e_muF160W	nF160W	e_nF160W	ARF160W	e_ARF160W	PAF160W	e_PAF160W
 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg
--------	---	---------	---------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------
       1	  1	003.60097	-30.41784	 22.75	  0.03	  2.23	  0.04	 22.03	  0.07	  3.34	  0.05	  0.43	  0.01	 34.39	  0.16	 20.97	  0.07	  2.02	  0.24	 20.04	  0.32	  3.49	  0.39	  0.40	  0.01	 34.45	  0.14	 20.13	  0.08	  1.98	  0.26	 19.17	  0.36	  3.72	  0.44	  0.38	  0.01	 34.60	  0.18	 19.63	  0.08	  2.54	  0.65	 19.20	  0.63	  4.35	  0.74	  0.36	  0.01	 34.65	  0.13	 19.56	  0.05	  1.78	  0.25	 18.36	  0.36	  3.30	  0.40	  0.37	  0.01	 35.09	  0.16	 19.39	  0.06	  2.14	  0.18	 18.59	  0.24	  3.72	  0.37	  0.37	  0.01	 34.76	  0.41	 19.34	  0.05	  2.37	  0.48	 18.76	  0.49	  4.11	  0.64	  0.35	  0.02	 34.72	  0.28
       2	  2	003.60136	-30.41536	 22.61	  0.02	  2.67	  0.09	 22.29	  0.09	  2.31	  0.09	  0.63	  0.01	 51.22	  0.06	 20.90	  0.03	  2.37	  0.18	 20.31	  0.19	  2.19	  0.18	  0.63	  0.01	 52.11	  0.17	 20.09	  0.03	  2.33	  0.17	 19.47	  0.19	  2.26	  0.18	  0.62	  0.01	 52.09	  0.37	 19.76	  0.03	  2.15	  0.33	 18.97	  0.36	  2.07	  0.24	  0.62	  0.01	 51.23	  0.54	 19.54	  0.03	  2.32	  0.26	 18.92	  0.27	  2.14	  0.21	  0.62	  0.01	 52.89	  1.01	 19.43	  0.02	  2.46	  0.10	 18.93	  0.11	  2.16	  0.12	  0.63	  0.01	 53.13	  1.09	 19.33	  0.03	  2.20	  0.31	 18.59	  0.33	  2.08	  0.25	  0.61	  0.01	 51.37	  0.53
       3	  3	003.60342	-30.41676	 23.96	  0.03	  1.70	  0.11	 22.66	  0.17	  1.90	  0.08	  0.76	  0.01	 55.23	  0.90	 22.32	  0.03	  1.87	  0.10	 21.23	  0.15	  1.90	  0.08	  0.61	  0.01	 60.40	  0.90	 21.76	  0.03	  1.77	  0.09	 20.54	  0.14	  1.71	  0.08	  0.61	  0.01	 59.62	  1.39	 21.08	  0.07	  2.43	  0.41	 20.55	  0.43	  2.00	  0.23	  0.63	  0.01	 65.21	  0.88	 20.82	  0.04	  2.84	  0.33	 20.64	  0.30	  2.17	  0.17	  0.62	  0.01	 67.28	  0.66	 20.73	  0.04	  3.00	  0.17	 20.67	  0.16	  2.15	  0.10	  0.63	  0.01	 68.29	  1.02	 20.67	  0.04	  2.62	  0.41	 20.31	  0.38	  2.04	  0.22	  0.62	  0.01	 66.81	  0.38
       4	  4	003.58571	-30.41397	 23.56	  0.02	  2.02	  0.06	 22.63	  0.08	  1.72	  0.04	  0.69	  0.01	-31.44	  0.16	 22.02	  0.01	  1.69	  0.06	 20.70	  0.09	  1.50	  0.06	  0.69	  0.01	-37.40	  0.26	 21.36	  0.06	  1.53	  0.09	 19.82	  0.19	  1.40	  0.09	  0.70	  0.01	-40.49	  1.77	 20.99	  0.06	  1.44	  0.15	 19.33	  0.29	  1.39	  0.19	  0.71	  0.01	-40.78	  2.02	 20.79	  0.06	  1.51	  0.17	 19.23	  0.30	  1.48	  0.22	  0.71	  0.01	-41.23	  2.61	 20.79	  0.22	  1.14	  0.24	 18.62	  0.68	  1.08	  0.29	  0.69	  0.03	-43.76	  3.17	 20.64	  0.12	  1.20	  0.14	 18.58	  0.38	  1.09	  0.20	  0.70	  0.03	-41.68	  2.56
       5	  5	003.56958	-30.41216	 22.84	  0.10	  2.17	  0.84	 22.07	  0.94	  3.10	  0.46	  0.57	  0.01	-49.93	  0.33	 20.81	  0.10	  3.97	  0.65	 21.35	  0.46	  3.10	  0.46	  0.35	  0.01	-53.48	  0.33	 20.25	  0.08	  3.35	  0.41	 20.42	  0.35	  2.47	  0.38	  0.34	  0.01	-53.18	  0.42	 20.13	  0.05	  2.73	  0.21	 19.86	  0.22	  1.50	  0.22	  0.33	  0.01	-51.46	  0.50	 20.00	  0.04	  2.63	  0.16	 19.65	  0.17	  1.37	  0.17	  0.33	  0.01	-51.39	  0.43	 19.94	  0.03	  2.69	  0.09	 19.63	  0.11	  1.32	  0.16	  0.33	  0.01	-51.37	  0.47	 19.83	  0.05	  2.61	  0.18	 19.46	  0.20	  1.38	  0.18	  0.33	  0.01	-51.18	  0.45
       6	  6	003.57967	-30.40919	 20.93	  0.09	  5.85	  0.81	 22.31	  0.39	  5.31	  0.33	  0.70	  0.01	-88.88	  0.05	 19.36	  0.04	  3.45	  0.34	 19.59	  0.26	  3.60	  0.22	  0.68	  0.01	-61.16	 69.22	 18.50	  0.03	  3.58	  0.29	 18.81	  0.21	  3.74	  0.11	  0.67	  0.01	-89.26	 67.82	 18.16	  0.10	  2.70	  0.69	 17.86	  0.65	  3.28	  0.34	  0.68	  0.04	 87.77	 21.02	 17.86	  0.10	  2.92	  0.51	 17.74	  0.48	  3.43	  0.30	  0.67	  0.03	 72.82	 58.04	 17.79	  0.26	  4.71	  2.01	 18.70	  1.19	  3.05	  0.71	  0.67	  0.04	-88.94	 69.29	 17.68	  0.08	  2.35	  0.44	 17.08	  0.49	  3.25	  0.28	  0.67	  0.03	 77.63	 47.03
       7	  7	003.59210	-30.41311	 25.29	  0.06	  1.58	  0.11	 23.83	  0.22	  1.76	  0.12	  0.51	  0.01	 74.33	  0.21	 23.74	  0.02	  1.49	  0.06	 22.15	  0.12	  1.95	  0.10	  0.57	  0.01	 74.80	  0.37	 22.96	  0.02	  1.56	  0.07	 21.47	  0.11	  2.13	  0.06	  0.55	  0.01	 76.18	  0.36	 22.60	  0.02	  1.47	  0.21	 20.98	  0.33	  2.16	  0.26	  0.55	  0.02	 73.69	  0.08	 22.42	  0.01	  1.63	  0.15	 21.03	  0.21	  2.33	  0.19	  0.55	  0.01	 75.10	  0.65	 22.36	  0.01	  1.75	  0.05	 21.13	  0.07	  2.49	  0.06	  0.55	  0.01	 74.65	  0.81	 22.28	  0.02	  1.52	  0.19	 20.74	  0.30	  2.30	  0.25	  0.55	  0.01	 73.39	  0.07
       8	  8	003.59203	-30.40573	 20.52	  0.52	  6.43	  3.39	 22.10	  1.67	  2.38	  0.59	  0.87	  0.02	-73.97	  1.65	 18.69	  0.62	  2.55	  1.69	 18.27	  2.05	  1.57	  0.60	  0.88	  0.04	-74.47	  2.54	 18.10	  0.83	  4.75	  1.72	 19.02	  1.62	  1.40	  0.28	  0.91	  0.03	-74.41	  2.09	 17.82	  0.21	  3.62	  0.86	 18.16	  0.73	  1.79	  0.28	  0.93	  0.01	-75.83	  3.29	 17.66	  0.21	  3.65	  0.85	 18.02	  0.72	  1.79	  0.28	  0.91	  0.01	-74.29	  3.29	 17.23	  0.30	  3.67	  1.05	 17.60	  0.92	  1.70	  0.23	  0.90	  0.02	-73.56	  0.44	 17.26	  0.30	  3.62	  1.07	 17.60	  0.94	  1.70	  0.23	  0.93	  0.02	-75.53	  0.44
       9	  9	003.57395	-30.40883	 21.94	  0.02	  3.58	  0.12	 22.26	  0.09	  4.33	  0.08	  0.50	  0.01	 52.01	  0.13	 20.19	  0.03	  2.80	  0.24	 19.97	  0.22	  4.18	  0.23	  0.46	  0.01	 50.89	  0.28	 19.30	  0.03	  2.81	  0.25	 19.09	  0.22	  4.61	  0.15	  0.43	  0.01	 51.10	  0.40	 18.87	  0.09	  2.37	  0.71	 18.29	  0.74	  4.74	  0.56	  0.41	  0.02	 50.11	  0.54	 18.59	  0.08	  2.81	  0.66	 18.38	  0.59	  5.14	  0.56	  0.41	  0.01	 50.95	  0.71	 18.43	  0.07	  3.38	  0.44	 18.62	  0.35	  5.37	  0.47	  0.41	  0.01	 50.84	  0.72	 18.37	  0.09	  2.35	  0.70	 17.77	  0.74	  5.16	  0.69	  0.39	  0.02	 49.98	  0.44
      10	 10	003.58888	-30.41334	 25.85	  0.05	  0.84	  0.05	 23.02	  0.18	  1.58	  0.12	  0.92	  0.01	 55.31	  1.90	 24.33	  0.04	  0.85	  0.02	 21.52	  0.08	  1.43	  0.03	  0.90	  0.01	 29.08	  1.64	 23.59	  0.03	  0.89	  0.01	 20.88	  0.07	  1.54	  0.03	  0.94	  0.01	 18.81	  5.91	 23.28	  0.08	  0.84	  0.05	 20.44	  0.22	  1.65	  0.18	  0.87	  0.01	 29.39	  4.51	 23.20	  0.06	  0.85	  0.03	 20.39	  0.13	  1.62	  0.10	  0.89	  0.01	 27.13	  3.98	 23.17	  0.01	  0.88	  0.01	 20.44	  0.04	  1.77	  0.07	  0.89	  0.02	 27.00	  5.27	 23.06	  0.08	  0.82	  0.04	 20.17	  0.18	  1.58	  0.13	  0.87	  0.01	 26.49	  2.03
      11	 11	003.58882	-30.41072	 23.22	  0.02	  2.17	  0.06	 22.44	  0.07	  3.35	  0.05	  0.88	  0.01	 34.88	  1.40	 21.41	  0.02	  1.78	  0.11	 20.20	  0.16	  3.18	  0.19	  0.87	  0.01	 35.76	  1.59	 20.49	  0.02	  1.80	  0.13	 19.32	  0.18	  3.44	  0.15	  0.85	  0.01	 38.33	  2.10	 20.04	  0.04	  1.69	  0.41	 18.73	  0.57	  3.49	  0.48	  0.83	  0.01	 34.73	  1.56	 19.79	  0.04	  1.80	  0.33	 18.61	  0.44	  3.56	  0.45	  0.84	  0.02	 37.60	  2.51	 19.64	  0.03	  2.14	  0.12	 18.83	  0.15	  3.81	  0.17	  0.85	  0.02	 38.83	  3.68	 19.56	  0.04	  1.61	  0.36	 18.13	  0.52	  3.38	  0.54	  0.81	  0.01	 34.64	  0.81
      12	 12	003.58509	-30.41231	 25.58	  0.05	  2.36	  0.13	 24.99	  0.17	  1.64	  0.10	  0.81	  0.01	 42.39	  0.13	 24.26	  0.05	  1.69	  0.10	 22.95	  0.18	  1.64	  0.10	  0.50	  0.01	 38.46	  0.13	 23.59	  0.04	  1.57	  0.07	 22.12	  0.13	  1.52	  0.07	  0.50	  0.01	 38.83	  0.24	 23.28	  0.04	  1.53	  0.14	 21.75	  0.24	  1.50	  0.15	  0.50	  0.01	 37.43	  0.37	 23.12	  0.01	  1.66	  0.13	 21.77	  0.18	  1.69	  0.13	  0.51	  0.01	 38.14	  0.35	 23.09	  0.01	  1.73	  0.02	 21.83	  0.03	  1.75	  0.03	  0.52	  0.01	 37.01	  0.53	 22.97	  0.03	  1.63	  0.17	 21.58	  0.25	  1.69	  0.18	  0.49	  0.01	 36.71	  0.29
      13	 13	003.56672	-30.41199	 26.69	  0.32	  0.88	  0.13	 23.95	  0.64	  1.22	  0.57	  0.71	  0.07	 18.28	  6.86	 24.52	  0.04	  1.35	  0.04	 22.72	  0.10	  1.10	  0.05	  0.78	  0.01	-43.33	  1.22	 23.79	  0.03	  1.42	  0.04	 22.10	  0.09	  1.35	  0.04	  0.79	  0.01	-66.44	  0.41	 23.47	  0.04	  1.47	  0.14	 21.85	  0.25	  1.51	  0.16	  0.74	  0.01	-70.34	  0.83	 23.36	  0.02	  1.52	  0.10	 21.82	  0.16	  1.59	  0.14	  0.73	  0.01	-68.04	  0.64	 23.32	  0.01	  1.61	  0.05	 21.90	  0.08	  1.67	  0.05	  0.72	  0.01	-68.05	  0.75	 23.24	  0.04	  1.47	  0.14	 21.63	  0.25	  1.63	  0.18	  0.74	  0.01	-68.76	  0.60
