#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:03	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/709/A254/as1063&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_37090254
#Name: J/A+A/709/A254
#Title: 4 HFF clusters members structural parameters (Granata+, 2026)
#INFO	ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	creator=Granata G.	    First author or institution
#INFO	cites=bibcode:2026A&A...709A.254G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2026	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/709/A254	    Dataset landing page
#INFO	publication_date=2026-05-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_709_A254_as1063:
#Name: J/A+A/709/A254/as1063
#Title: Structural parameters for Abell S1063 members
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I3)	[1/279] Object ID number in serial order within the table (ID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	F435W	(F6.2)	Total F435W AB magnitude (MAG_F435W)	[ucd=phot.mag;em.opt.B]
#Column	e_F435W	(F6.2)	? 1-sigma error on Total F435W AB magnitude (MAG_ERR_F435W)	[ucd=stat.error]
#Column	ReF435W	(F6.2)	Circularised F435W effective radius in kpc (RE_F435W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF435W	(F6.2)	? 1-sigma error on Circularised F435W effective radius in kpc (RE_ERR_F435W)	[ucd=stat.error]
#Column	muF435W	(F6.2)	Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_F435W)	[ucd=phot.mag.sb]
#Column	e_muF435W	(F6.2)	? 1-sigma error on Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F435W)	[ucd=stat.error]
#Column	nF435W	(F6.2)	F435W Sersic index (N_F435W)	[ucd=stat.fit.param]
#Column	e_nF435W	(F6.2)	? 1-sigma error on F435W Sersic index (N_ERR_F435W)	[ucd=stat.error]
#Column	ARF435W	(F6.2)	F435W axis ratio (AR_F435W)	[ucd=phys.size.axisRatio]
#Column	e_ARF435W	(F6.2)	? 1-sigma error on F435W axis ratio (AR_ERR_F435W)	[ucd=stat.error]
#Column	PAF435W	(F6.2)	[] F435W position angle in decimal degrees (PA_F435W)	[ucd=pos.posAng]
#Column	e_PAF435W	(F6.2)	? 1-sigma error on F435W position angle in decimal degrees (PA_ERR_F435W)	[ucd=stat.error]
#Column	F606W	(F6.2)	Total F606W AB magnitude (MAG_F606W)	[ucd=phot.mag;em.opt.R]
#Column	e_F606W	(F6.2)	? 1-sigma error on Total F606W AB magnitude (MAG_ERR_F606W)	[ucd=stat.error]
#Column	ReF606W	(F6.2)	Circularised F606W effective radius in kpc (RE_F606W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF606W	(F6.2)	? 1-sigma error on Circularised F606W effective radius in kpc (RE_ERR_F606W)	[ucd=stat.error]
#Column	muF606W	(F6.2)	Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_F606W)	[ucd=phot.mag.sb]
#Column	e_muF606W	(F6.2)	? 1-sigma error on Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F606W)	[ucd=stat.error]
#Column	nF606W	(F6.2)	F606W Sersic index (N_F606W)	[ucd=stat.fit.param]
#Column	e_nF606W	(F6.2)	? 1-sigma error on F606W Sersic index (N_ERR_F606W)	[ucd=stat.error]
#Column	ARF606W	(F6.2)	F606W axis ratio (AR_F606W)	[ucd=phys.size.axisRatio]
#Column	e_ARF606W	(F6.2)	? 1-sigma error on F606W axis ratio (AR_ERR_F606W)	[ucd=stat.error]
#Column	PAF606W	(F6.2)	[] F606W position angle in decimal degrees (PA_F606W)	[ucd=pos.posAng]
#Column	e_PAF606W	(F6.2)	? 1-sigma error on F606W position angle in decimal degrees (PA_ERR_F606W)	[ucd=stat.error]
#Column	F814W	(F6.2)	Total F814W AB magnitude (MAG_F814W)	[ucd=phot.mag;em.opt.I]
#Column	e_F814W	(F6.2)	? 1-sigma error on Total F814W AB magnitude (MAG_ERR_F814W)	[ucd=stat.error]
#Column	ReF814W	(F6.2)	Circularised F814W effective radius in kpc (RE_F814W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF814W	(F6.2)	? 1-sigma error on Circularised F814W effective radius in kpc (RE_ERR_F814W)	[ucd=stat.error]
#Column	muF814W	(F6.2)	Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_F814W)	[ucd=phot.mag.sb]
#Column	e_muF814W	(F6.2)	? 1-sigma error on Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F814W)	[ucd=stat.error]
#Column	nF814W	(F6.2)	F814W Sersic index (N_F814W)	[ucd=stat.fit.param]
#Column	e_nF814W	(F6.2)	? 1-sigma error on F814W Sersic index (N_ERR_F814W)	[ucd=stat.error]
#Column	ARF814W	(F6.2)	F814W axis ratio (AR_F814W)	[ucd=phys.size.axisRatio]
#Column	e_ARF814W	(F6.2)	? 1-sigma error on F814W axis ratio (AR_ERR_F814W)	[ucd=stat.error]
#Column	PAF814W	(F6.2)	[] F814W position angle in decimal degrees (PA_F814W)	[ucd=pos.posAng]
#Column	e_PAF814W	(F6.2)	? 1-sigma error on F814W position angle in decimal degrees (PA_ERR_F814W)	[ucd=stat.error]
#Column	F105W	(F6.2)	? Total F105W AB magnitude (MAG_F105W)	[ucd=phot.mag;em.IR.J]
#Column	e_F105W	(F6.2)	? 1-sigma error on Total F105W AB magnitude (MAG_ERR_F105W)	[ucd=stat.error]
#Column	ReF105W	(F6.2)	Circularised F105W effective radius in kpc (RE_F105W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF105W	(F6.2)	? 1-sigma error on Circularised F105W effective radius in kpc (RE_ERR_F105W)	[ucd=stat.error]
#Column	muF105W	(F6.2)	Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_F105W)	[ucd=phot.mag.sb]
#Column	e_muF105W	(F6.2)	? 1-sigma error on Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F105W)	[ucd=stat.error]
#Column	nF105W	(F6.2)	F105W Sersic index (N_F105W)	[ucd=stat.fit.param]
#Column	e_nF105W	(F6.2)	? 1-sigma error on F105W Sersic index (N_ERR_F105W)	[ucd=stat.error]
#Column	ARF105W	(F6.2)	F105W axis ratio (AR_F105W)	[ucd=phys.size.axisRatio]
#Column	e_ARF105W	(F6.2)	? 1-sigma error on F105W axis ratio (AR_ERR_F105W)	[ucd=stat.error]
#Column	PAF105W	(F6.2)	[] F105W position angle in decimal degrees (PA_F105W)	[ucd=pos.posAng]
#Column	e_PAF105W	(F6.2)	? 1-sigma error on F105W position angle in decimal degrees (PA_ERR_F105W)	[ucd=stat.error]
#Column	F125W	(F6.2)	? Total F125W AB magnitude (MAG_F125W)	[ucd=phot.mag;em.IR.J]
#Column	e_F125W	(F6.2)	? 1-sigma error on Total F125W AB magnitude (MAG_ERR_F125W)	[ucd=stat.error]
#Column	ReF125W	(F6.2)	? Circularised F125W effective radius in kpc (RE_F125W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF125W	(F6.2)	? 1-sigma error on Circularised F125W effective radius in kpc (RE_ERR_F125W)	[ucd=stat.error]
#Column	muF125W	(F6.2)	? Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_F125W)	[ucd=phot.mag.sb]
#Column	e_muF125W	(F6.2)	? 1-sigma error on Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F125W)	[ucd=stat.error]
#Column	nF125W	(F6.2)	? F125W Sersic index (N_F125W)	[ucd=stat.fit.param]
#Column	e_nF125W	(F6.2)	? 1-sigma error on F125W Sersic index (N_ERR_F125W)	[ucd=stat.error]
#Column	ARF125W	(F6.2)	? F125W axis ratio (AR_F125W)	[ucd=phys.size.axisRatio]
#Column	e_ARF125W	(F6.2)	? 1-sigma error on F125W axis ratio (AR_ERR_F125W)	[ucd=stat.error]
#Column	PAF125W	(F6.2)	[]? F125W position angle in decimal degrees (PA_F125W)	[ucd=pos.posAng]
#Column	e_PAF125W	(F6.2)	? 1-sigma error on F125W position angle in decimal degrees (PA_ERR_F125W)	[ucd=stat.error]
#Column	F140W	(F6.2)	? Total F140W AB magnitude (MAG_F140W)	[ucd=phot.mag;em.IR.H]
#Column	e_F140W	(F6.2)	? 1-sigma error on Total F140W AB magnitude (MAG_ERR_F140W)	[ucd=stat.error]
#Column	ReF140W	(F6.2)	? Circularised F140W effective radius in kpc (RE_F140W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF140W	(F6.2)	? 1-sigma error on Circularised F140W effective radius in kpc (RE_ERR_F140W)	[ucd=stat.error]
#Column	muF140W	(F6.2)	? Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_F140W)	[ucd=phot.mag.sb]
#Column	e_muF140W	(F6.2)	? 1-sigma error on Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F140W)	[ucd=stat.error]
#Column	nF140W	(F6.2)	? F140W Sersic index (N_F140W)	[ucd=stat.fit.param]
#Column	e_nF140W	(F6.2)	? 1-sigma error on F140W Sersic index (N_ERR_F140W)	[ucd=stat.error]
#Column	ARF140W	(F6.2)	? F140W axis ratio (AR_F140W)	[ucd=phys.size.axisRatio]
#Column	e_ARF140W	(F6.2)	? 1-sigma error on F140W axis ratio (AR_ERR_F140W)	[ucd=stat.error]
#Column	PAF140W	(F6.2)	[]? F140W position angle in decimal degrees (PA_F140W)	[ucd=pos.posAng]
#Column	e_PAF140W	(F6.2)	? 1-sigma error on F140W position angle in decimal degrees (PA_ERR_F140W)	[ucd=stat.error]
#Column	F160W	(F6.2)	Total F160W AB magnitude (MAG_F160W)	[ucd=phot.mag;em.IR.H]
#Column	e_F160W	(F6.2)	? 1-sigma error on Total F160W AB magnitude (MAG_ERR_F160W)	[ucd=stat.error]
#Column	ReF160W	(F6.2)	Circularised F160W effective radius in kpc (RE_F160W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF160W	(F6.2)	? 1-sigma error on Circularised F160W effective radius in kpc (RE_ERR_F160W)	[ucd=stat.error]
#Column	muF160W	(F6.2)	Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_F160W)	[ucd=phot.mag.sb]
#Column	e_muF160W	(F6.2)	? 1-sigma error on Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F160W)	[ucd=stat.error]
#Column	nF160W	(F6.2)	F160W Sersic index (N_F160W)	[ucd=stat.fit.param]
#Column	e_nF160W	(F6.2)	? 1-sigma error on F160W Sersic index (N_ERR_F160W)	[ucd=stat.error]
#Column	ARF160W	(F6.2)	F160W axis ratio (AR_F160W)	[ucd=phys.size.axisRatio]
#Column	e_ARF160W	(F6.2)	? 1-sigma error on F160W axis ratio (AR_ERR_F160W)	[ucd=stat.error]
#Column	PAF160W	(F6.2)	[] F160W position angle in decimal degrees (PA_F160W)	[ucd=pos.posAng]
#Column	e_PAF160W	(F6.2)	? 1-sigma error on F160W position angle in decimal degrees (PA_ERR_F160W)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	F435W	e_F435W	ReF435W	e_ReF435W	muF435W	e_muF435W	nF435W	e_nF435W	ARF435W	e_ARF435W	PAF435W	e_PAF435W	F606W	e_F606W	ReF606W	e_ReF606W	muF606W	e_muF606W	nF606W	e_nF606W	ARF606W	e_ARF606W	PAF606W	e_PAF606W	F814W	e_F814W	ReF814W	e_ReF814W	muF814W	e_muF814W	nF814W	e_nF814W	ARF814W	e_ARF814W	PAF814W	e_PAF814W	F105W	e_F105W	ReF105W	e_ReF105W	muF105W	e_muF105W	nF105W	e_nF105W	ARF105W	e_ARF105W	PAF105W	e_PAF105W	F125W	e_F125W	ReF125W	e_ReF125W	muF125W	e_muF125W	nF125W	e_nF125W	ARF125W	e_ARF125W	PAF125W	e_PAF125W	F140W	e_F140W	ReF140W	e_ReF140W	muF140W	e_muF140W	nF140W	e_nF140W	ARF140W	e_ARF140W	PAF140W	e_PAF140W	F160W	e_F160W	ReF160W	e_ReF160W	muF160W	e_muF160W	nF160W	e_nF160W	ARF160W	e_ARF160W	PAF160W	e_PAF160W
 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg
--------	---	---------	---------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------
       1	  1	342.17863	-44.54655	 24.73	  0.13	  0.85	  0.08	 21.62	  0.34	  2.21	  0.18	  0.71	  0.02	 -4.35	  0.45	 23.02	  0.05	  0.83	  0.04	 19.85	  0.16	  2.60	  0.12	  0.65	  0.02	 -6.41	  1.29	 22.21	  0.06	  0.78	  0.07	 18.91	  0.24	  2.51	  0.26	  0.63	  0.02	 -5.46	  1.41	 21.74	  0.05	  0.77	  0.06	 18.41	  0.21	  2.29	  0.31	  0.64	  0.02	 -5.99	  3.37	 21.51	  0.04	  0.77	  0.06	 18.19	  0.20	  2.34	  0.31	  0.65	  0.02	 -6.28	  1.08	 21.40	  0.05	  0.77	  0.05	 18.06	  0.18	  2.25	  0.35	  0.65	  0.02	 -7.09	  1.22	 21.27	  0.08	  0.70	  0.07	 17.72	  0.30	  2.16	  0.44	  0.63	  0.02	 -7.99	  2.41
       2	  2	342.17443	-44.54622	 23.96	  0.16	  0.59	  0.03	 20.05	  0.27	  1.01	  0.05	  0.23	  0.02	 83.92	  0.08	 22.75	  0.07	  0.63	  0.02	 18.99	  0.13	  1.13	  0.05	  0.22	  0.01	 84.61	  0.20	 22.32	  0.04	  0.71	  0.04	 18.81	  0.15	  1.15	  0.09	  0.24	  0.02	 84.52	  0.19	 22.07	  0.11	  0.85	  0.05	 18.94	  0.24	  1.12	  0.17	  0.30	  0.01	 84.31	  1.16	 21.90	  0.10	  0.86	  0.06	 18.80	  0.24	  1.16	  0.23	  0.30	  0.01	 84.87	  0.44	 21.81	  0.10	  0.88	  0.07	 18.78	  0.28	  1.20	  0.26	  0.30	  0.01	 84.96	  0.47	 21.74	  0.13	  0.85	  0.07	 18.63	  0.32	  1.14	  0.26	  0.30	  0.02	 84.91	  0.51
       3	  3	342.18449	-44.54318	 23.48	  0.17	  1.90	  0.66	 22.11	  0.92	  4.41	  0.65	  0.90	  0.02	 83.09	 22.81	 21.77	  0.07	  1.98	  0.35	 20.50	  0.46	  4.85	  0.43	  0.89	  0.01	-57.79	 67.95	 20.86	  0.11	  2.13	  0.40	 19.74	  0.51	  5.17	  0.64	  0.91	  0.02	 39.55	 78.19	 20.46	  0.09	  1.86	  0.39	 19.04	  0.54	  3.92	  0.64	  0.97	  0.02	 30.89	 41.27	 20.25	  0.08	  1.66	  0.33	 18.59	  0.51	  3.77	  0.63	  0.96	  0.03	-17.31	 73.36	 20.13	  0.10	  1.61	  0.31	 18.40	  0.52	  3.64	  0.73	  0.97	  0.02	-50.78	 69.84	 20.02	  0.09	  1.46	  0.34	 18.08	  0.60	  3.65	  0.77	  0.96	  0.02	-32.03	 63.16
       4	  4	342.18320	-44.54385	 24.58	  0.06	  1.86	  0.36	 23.17	  0.48	  1.67	  0.23	  0.49	  0.02	 38.94	  0.56	 23.33	  0.08	  1.76	  0.09	 21.79	  0.19	  1.81	  0.08	  0.53	  0.00	 38.65	  0.11	 22.57	  0.03	  1.73	  0.10	 21.00	  0.16	  1.82	  0.13	  0.52	  0.01	 37.99	  0.30	 22.15	  0.02	  1.64	  0.09	 20.46	  0.14	  1.74	  0.09	  0.51	  0.01	 36.85	  0.31	 21.98	  0.04	  1.66	  0.10	 20.32	  0.17	  1.72	  0.10	  0.52	  0.02	 36.69	  0.79	 21.87	  0.03	  1.66	  0.05	 20.21	  0.10	  1.72	  0.07	  0.51	  0.01	 36.86	  0.55	 21.69	  0.11	  1.59	  0.07	 19.94	  0.21	  1.69	  0.07	  0.51	  0.01	 37.03	  0.66
       5	  5	342.17217	-44.54313	 25.93	  0.15	  0.83	  0.01	 22.75	  0.19	  1.29	  0.06	  0.92	  0.01	-24.30	  4.81	 23.96	  0.05	  0.92	  0.05	 21.01	  0.17	  2.12	  0.10	  0.87	  0.01	-59.02	  1.19	 23.19	  0.04	  0.86	  0.04	 20.10	  0.14	  1.99	  0.10	  0.90	  0.02	-62.50	  8.20	 22.77	  0.10	  0.84	  0.06	 19.63	  0.25	  1.68	  0.31	  0.91	  0.03	-32.34	 23.63	 22.56	  0.07	  0.85	  0.06	 19.43	  0.21	  1.91	  0.20	  0.90	  0.02	-42.20	  2.94	 22.44	  0.05	  0.81	  0.05	 19.23	  0.18	  1.73	  0.25	  0.90	  0.01	-40.10	  3.12	 22.31	  0.08	  0.76	  0.10	 18.95	  0.36	  1.78	  0.33	  0.88	  0.04	-45.97	  4.16
       6	  6	342.17176	-44.54054	 23.16	  0.26	  2.02	  1.17	 21.92	  1.52	  4.51	  1.27	  0.54	  0.02	 -1.16	  0.55	 21.36	  0.05	  3.03	  0.50	 21.01	  0.41	  4.56	  0.24	  0.51	  0.01	 -1.74	  0.35	 20.47	  0.05	  2.99	  0.33	 20.08	  0.29	  4.51	  0.33	  0.49	  0.01	 -1.70	  0.50	 20.04	  0.03	  2.60	  0.34	 19.35	  0.31	  3.59	  0.32	  0.48	  0.02	 -2.92	  0.51	 19.84	  0.05	  2.26	  0.32	 18.84	  0.35	  3.28	  0.41	  0.47	  0.03	 -3.74	  1.20	 19.68	  0.03	  2.45	  0.47	 18.87	  0.45	  3.60	  0.61	  0.49	  0.01	 -2.76	  0.87	 19.61	  0.03	  1.97	  0.37	 18.31	  0.44	  2.90	  0.42	  0.48	  0.03	 -3.81	  0.96
       7	  7	342.18666	-44.54076	 23.82	  0.11	  0.91	  0.13	 20.86	  0.41	  2.86	  0.25	  0.69	  0.03	-77.63	  1.13	 22.00	  0.05	  0.84	  0.06	 18.86	  0.19	  3.31	  0.19	  0.63	  0.01	-76.69	  0.63	 21.08	  0.06	  0.82	  0.08	 17.87	  0.26	  3.67	  0.40	  0.63	  0.03	-76.76	  2.29	 20.60	  0.03	  0.76	  0.09	 17.25	  0.28	  3.20	  0.54	  0.73	  0.03	-65.02	 27.96	 20.34	  0.02	  0.78	  0.10	 17.03	  0.31	  3.34	  0.69	  0.73	  0.03	-70.13	  2.34	 20.21	  0.04	  0.74	  0.08	 16.79	  0.27	  3.01	  0.58	  0.73	  0.03	-71.11	  1.74	 20.08	  0.06	  0.68	  0.07	 16.47	  0.29	  2.75	  0.61	  0.71	  0.04	-72.39	  2.14
       8	  8	342.18893	-44.54039	 23.14	  0.17	  2.18	  0.60	 22.08	  0.76	  2.92	  0.40	  0.50	  0.01	-73.70	  0.41	 21.32	  0.10	  2.39	  0.41	 20.45	  0.47	  2.98	  0.29	  0.47	  0.01	-72.49	  0.14	 20.39	  0.12	  2.55	  0.46	 19.66	  0.51	  3.06	  0.39	  0.47	  0.01	-72.65	  0.31	 19.99	  0.10	  2.33	  0.38	 19.07	  0.46	  2.45	  0.36	  0.48	  0.02	-70.98	  0.46	 19.73	  0.11	  2.16	  0.41	 18.65	  0.52	  2.38	  0.40	  0.46	  0.01	-70.82	  0.73	 19.60	  0.11	  2.16	  0.37	 18.51	  0.49	  2.30	  0.46	  0.46	  0.01	-70.60	  0.48	 19.48	  0.11	  2.06	  0.43	 18.29	  0.56	  2.32	  0.46	  0.45	  0.02	-70.76	  0.38
       9	  9	342.18205	-44.54034	 23.29	  0.13	  1.23	  0.34	 20.98	  0.72	  1.29	  1.75	  0.29	  0.03	-65.91	 37.26	 22.09	  0.07	  1.62	  0.25	 20.37	  0.41	  4.18	  0.33	  0.89	  0.02	 16.12	  1.94	 21.35	  0.10	  1.22	  0.21	 19.03	  0.46	  3.90	  0.57	  0.91	  0.03	 -3.27	  8.63	 20.92	  0.08	  1.07	  0.19	 18.31	  0.47	  3.23	  0.51	  0.83	  0.01	  1.66	  9.19	 20.66	  0.07	  1.00	  0.15	 17.90	  0.39	  3.11	  0.55	  0.83	  0.02	 -3.69	  3.86	 20.53	  0.10	  1.05	  0.13	 17.86	  0.37	  3.29	  0.54	  0.82	  0.02	 -8.91	  6.81	 20.35	  0.08	  0.94	  0.19	 17.45	  0.51	  3.03	  0.72	  0.84	  0.01	 -0.83	  6.68
      10	 10	342.18487	-44.54063	 25.88	  0.09	  1.11	  0.15	 23.33	  0.40	  2.25	  0.23	  0.94	  0.02	-64.27	 22.00	 24.06	  0.04	  1.03	  0.07	 21.37	  0.19	  2.41	  0.15	  0.94	  0.01	-60.61	  2.64	 23.23	  0.04	  1.02	  0.05	 20.52	  0.14	  2.37	  0.09	  0.94	  0.02	-37.52	  8.99	 22.81	  0.05	  0.98	  0.07	 20.00	  0.20	  1.91	  0.14	  0.89	  0.01	 -9.05	 14.79	 22.57	  0.05	  0.95	  0.06	 19.69	  0.19	  1.88	  0.20	  0.90	  0.01	-14.27	  2.73	 22.45	  0.05	  0.95	  0.05	 19.57	  0.17	  1.81	  0.20	  0.92	  0.00	-15.46	  4.94	 22.31	  0.09	  0.88	  0.08	 19.28	  0.29	  1.82	  0.28	  0.90	  0.01	-17.67	  7.31
      11	 11	342.17704	-44.53695	 21.43	  0.10	  1.58	  0.17	 19.66	  0.33	  1.04	  0.16	  0.85	  0.01	 40.86	  0.54	 19.88	  0.05	  2.09	  0.24	 18.72	  0.30	  1.77	  0.20	  0.88	  0.01	 35.86	  0.89	 19.13	  0.06	  2.25	  0.17	 18.13	  0.22	  2.31	  0.21	  0.88	  0.01	 32.93	  2.00	 18.75	  0.05	  2.07	  0.23	 17.58	  0.28	  2.63	  0.18	  0.84	  0.05	 27.57	  1.10	 18.59	  0.08	  1.71	  0.27	 16.98	  0.42	  2.18	  0.43	  0.89	  0.02	 27.07	  8.40	 18.41	  0.02	  2.20	  0.23	 17.35	  0.25	  2.87	  0.18	  0.93	  0.07	 26.80	  3.02	 18.29	  0.07	  1.91	  0.29	 16.93	  0.40	  2.80	  0.12	  0.81	  0.06	 28.38	  1.54
      12	 12	342.16902	-44.54034	 25.42	  0.01	  1.60	  0.02	 23.68	  0.03	  2.19	  0.06	  0.93	  0.00	  1.69	  4.66	 23.69	  0.03	  1.52	  0.10	 21.83	  0.16	  2.17	  0.10	  0.93	  0.01	-37.09	  3.32	 22.88	  0.03	  1.50	  0.03	 20.99	  0.08	  2.17	  0.09	  0.93	  0.01	-25.07	  3.46	 22.52	  0.06	  1.37	  0.08	 20.44	  0.18	  1.79	  0.15	  0.92	  0.02	-24.89	  8.28	 22.27	  0.03	  1.24	  0.14	 19.98	  0.26	  1.79	  0.19	  0.90	  0.02	-17.49	  7.02	 22.20	  0.04	  1.33	  0.10	 20.05	  0.20	  1.86	  0.22	  0.86	  0.04	-19.14	  5.46	 22.11	  0.04	  1.26	  0.11	 19.85	  0.22	  1.73	  0.23	  0.90	  0.01	-15.28	  5.62
      13	 13	342.17160	-44.53951	 24.89	  0.08	  0.96	  0.13	 22.03	  0.39	  1.35	  0.19	  0.44	  0.01	 50.56	  0.28	 23.21	  0.06	  1.02	  0.04	 20.49	  0.15	  1.51	  0.07	  0.42	  0.01	 51.34	  0.28	 22.46	  0.03	  1.01	  0.03	 19.72	  0.09	  1.45	  0.05	  0.42	  0.01	 51.12	  0.39	 22.01	  0.07	  1.07	  0.05	 19.40	  0.17	  1.36	  0.06	  0.42	  0.01	 50.18	  0.19	 21.81	  0.08	  1.05	  0.05	 19.14	  0.19	  1.26	  0.11	  0.43	  0.01	 50.22	  0.87	 21.67	  0.08	  1.08	  0.06	 19.07	  0.19	  1.30	  0.13	  0.43	  0.01	 50.49	  0.77	 21.54	  0.10	  1.05	  0.06	 18.88	  0.23	  1.29	  0.13	  0.43	  0.01	 50.44	  0.23
