#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:01 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:01	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/709/A254/m1149&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_37090254
#Name: J/A+A/709/A254
#Title: 4 HFF clusters members structural parameters (Granata+, 2026)
#INFO	ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/709/a254	    IVOID of underlying data collection
#INFO	creator=Granata G.	    First author or institution
#INFO	cites=bibcode:2026A&A...709A.254G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2026	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/709/A254	    Dataset landing page
#INFO	publication_date=2026-05-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_709_A254_m1149:
#Name: J/A+A/709/A254/m1149
#Title: Structural parameters for MACS J1149.6+2223 members
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I3)	[1/279] Object ID number in serial order within the table (ID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	F435W	(F6.2)	Total F435W AB magnitude (MAG_F435W)	[ucd=phot.mag;em.opt.B]
#Column	e_F435W	(F6.2)	? 1-sigma error on Total F435W AB magnitude (MAG_ERR_F435W)	[ucd=stat.error]
#Column	ReF435W	(F6.2)	Circularised F435W effective radius in kpc (RE_F435W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF435W	(F6.2)	? 1-sigma error on Circularised F435W effective radius in kpc (RE_ERR_F435W)	[ucd=stat.error]
#Column	muF435W	(F6.2)	Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_F435W)	[ucd=phot.mag.sb]
#Column	e_muF435W	(F6.2)	? 1-sigma error on Average F435W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F435W)	[ucd=stat.error]
#Column	nF435W	(F6.2)	F435W Sersic index (N_F435W)	[ucd=stat.fit.param]
#Column	e_nF435W	(F6.2)	? 1-sigma error on F435W Sersic index (N_ERR_F435W)	[ucd=stat.error]
#Column	ARF435W	(F6.2)	F435W axis ratio (AR_F435W)	[ucd=phys.size.axisRatio]
#Column	e_ARF435W	(F6.2)	? 1-sigma error on F435W axis ratio (AR_ERR_F435W)	[ucd=stat.error]
#Column	PAF435W	(F6.2)	[] F435W position angle in decimal degrees (PA_F435W)	[ucd=pos.posAng]
#Column	e_PAF435W	(F6.2)	? 1-sigma error on F435W position angle in decimal degrees (PA_ERR_F435W)	[ucd=stat.error]
#Column	F606W	(F6.2)	Total F606W AB magnitude (MAG_F606W)	[ucd=phot.mag;em.opt.R]
#Column	e_F606W	(F6.2)	? 1-sigma error on Total F606W AB magnitude (MAG_ERR_F606W)	[ucd=stat.error]
#Column	ReF606W	(F6.2)	Circularised F606W effective radius in kpc (RE_F606W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF606W	(F6.2)	? 1-sigma error on Circularised F606W effective radius in kpc (RE_ERR_F606W)	[ucd=stat.error]
#Column	muF606W	(F6.2)	Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_F606W)	[ucd=phot.mag.sb]
#Column	e_muF606W	(F6.2)	? 1-sigma error on Average F606W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F606W)	[ucd=stat.error]
#Column	nF606W	(F6.2)	F606W Sersic index (N_F606W)	[ucd=stat.fit.param]
#Column	e_nF606W	(F6.2)	? 1-sigma error on F606W Sersic index (N_ERR_F606W)	[ucd=stat.error]
#Column	ARF606W	(F6.2)	F606W axis ratio (AR_F606W)	[ucd=phys.size.axisRatio]
#Column	e_ARF606W	(F6.2)	? 1-sigma error on F606W axis ratio (AR_ERR_F606W)	[ucd=stat.error]
#Column	PAF606W	(F6.2)	[] F606W position angle in decimal degrees (PA_F606W)	[ucd=pos.posAng]
#Column	e_PAF606W	(F6.2)	? 1-sigma error on F606W position angle in decimal degrees (PA_ERR_F606W)	[ucd=stat.error]
#Column	F814W	(F6.2)	Total F814W AB magnitude (MAG_F814W)	[ucd=phot.mag;em.opt.I]
#Column	e_F814W	(F6.2)	? 1-sigma error on Total F814W AB magnitude (MAG_ERR_F814W)	[ucd=stat.error]
#Column	ReF814W	(F6.2)	Circularised F814W effective radius in kpc (RE_F814W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF814W	(F6.2)	? 1-sigma error on Circularised F814W effective radius in kpc (RE_ERR_F814W)	[ucd=stat.error]
#Column	muF814W	(F6.2)	Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_F814W)	[ucd=phot.mag.sb]
#Column	e_muF814W	(F6.2)	? 1-sigma error on Average F814W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F814W)	[ucd=stat.error]
#Column	nF814W	(F6.2)	F814W Sersic index (N_F814W)	[ucd=stat.fit.param]
#Column	e_nF814W	(F6.2)	? 1-sigma error on F814W Sersic index (N_ERR_F814W)	[ucd=stat.error]
#Column	ARF814W	(F6.2)	F814W axis ratio (AR_F814W)	[ucd=phys.size.axisRatio]
#Column	e_ARF814W	(F6.2)	? 1-sigma error on F814W axis ratio (AR_ERR_F814W)	[ucd=stat.error]
#Column	PAF814W	(F6.2)	[] F814W position angle in decimal degrees (PA_F814W)	[ucd=pos.posAng]
#Column	e_PAF814W	(F6.2)	? 1-sigma error on F814W position angle in decimal degrees (PA_ERR_F814W)	[ucd=stat.error]
#Column	F105W	(F6.2)	? Total F105W AB magnitude (MAG_F105W)	[ucd=phot.mag;em.IR.J]
#Column	e_F105W	(F6.2)	? 1-sigma error on Total F105W AB magnitude (MAG_ERR_F105W)	[ucd=stat.error]
#Column	ReF105W	(F6.2)	Circularised F105W effective radius in kpc (RE_F105W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF105W	(F6.2)	? 1-sigma error on Circularised F105W effective radius in kpc (RE_ERR_F105W)	[ucd=stat.error]
#Column	muF105W	(F6.2)	Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_F105W)	[ucd=phot.mag.sb]
#Column	e_muF105W	(F6.2)	? 1-sigma error on Average F105W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F105W)	[ucd=stat.error]
#Column	nF105W	(F6.2)	F105W Sersic index (N_F105W)	[ucd=stat.fit.param]
#Column	e_nF105W	(F6.2)	? 1-sigma error on F105W Sersic index (N_ERR_F105W)	[ucd=stat.error]
#Column	ARF105W	(F6.2)	F105W axis ratio (AR_F105W)	[ucd=phys.size.axisRatio]
#Column	e_ARF105W	(F6.2)	? 1-sigma error on F105W axis ratio (AR_ERR_F105W)	[ucd=stat.error]
#Column	PAF105W	(F6.2)	[] F105W position angle in decimal degrees (PA_F105W)	[ucd=pos.posAng]
#Column	e_PAF105W	(F6.2)	? 1-sigma error on F105W position angle in decimal degrees (PA_ERR_F105W)	[ucd=stat.error]
#Column	F125W	(F6.2)	? Total F125W AB magnitude (MAG_F125W)	[ucd=phot.mag;em.IR.J]
#Column	e_F125W	(F6.2)	? 1-sigma error on Total F125W AB magnitude (MAG_ERR_F125W)	[ucd=stat.error]
#Column	ReF125W	(F6.2)	? Circularised F125W effective radius in kpc (RE_F125W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF125W	(F6.2)	? 1-sigma error on Circularised F125W effective radius in kpc (RE_ERR_F125W)	[ucd=stat.error]
#Column	muF125W	(F6.2)	? Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_F125W)	[ucd=phot.mag.sb]
#Column	e_muF125W	(F6.2)	? 1-sigma error on Average F125W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F125W)	[ucd=stat.error]
#Column	nF125W	(F6.2)	? F125W Sersic index (N_F125W)	[ucd=stat.fit.param]
#Column	e_nF125W	(F6.2)	? 1-sigma error on F125W Sersic index (N_ERR_F125W)	[ucd=stat.error]
#Column	ARF125W	(F6.2)	? F125W axis ratio (AR_F125W)	[ucd=phys.size.axisRatio]
#Column	e_ARF125W	(F6.2)	? 1-sigma error on F125W axis ratio (AR_ERR_F125W)	[ucd=stat.error]
#Column	PAF125W	(F6.2)	[]? F125W position angle in decimal degrees (PA_F125W)	[ucd=pos.posAng]
#Column	e_PAF125W	(F6.2)	? 1-sigma error on F125W position angle in decimal degrees (PA_ERR_F125W)	[ucd=stat.error]
#Column	F140W	(F6.2)	? Total F140W AB magnitude (MAG_F140W)	[ucd=phot.mag;em.IR.H]
#Column	e_F140W	(F6.2)	? 1-sigma error on Total F140W AB magnitude (MAG_ERR_F140W)	[ucd=stat.error]
#Column	ReF140W	(F6.2)	? Circularised F140W effective radius in kpc (RE_F140W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF140W	(F6.2)	? 1-sigma error on Circularised F140W effective radius in kpc (RE_ERR_F140W)	[ucd=stat.error]
#Column	muF140W	(F6.2)	? Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_F140W)	[ucd=phot.mag.sb]
#Column	e_muF140W	(F6.2)	? 1-sigma error on Average F140W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F140W)	[ucd=stat.error]
#Column	nF140W	(F6.2)	? F140W Sersic index (N_F140W)	[ucd=stat.fit.param]
#Column	e_nF140W	(F6.2)	? 1-sigma error on F140W Sersic index (N_ERR_F140W)	[ucd=stat.error]
#Column	ARF140W	(F6.2)	? F140W axis ratio (AR_F140W)	[ucd=phys.size.axisRatio]
#Column	e_ARF140W	(F6.2)	? 1-sigma error on F140W axis ratio (AR_ERR_F140W)	[ucd=stat.error]
#Column	PAF140W	(F6.2)	[]? F140W position angle in decimal degrees (PA_F140W)	[ucd=pos.posAng]
#Column	e_PAF140W	(F6.2)	? 1-sigma error on F140W position angle in decimal degrees (PA_ERR_F140W)	[ucd=stat.error]
#Column	F160W	(F6.2)	Total F160W AB magnitude (MAG_F160W)	[ucd=phot.mag;em.IR.H]
#Column	e_F160W	(F6.2)	? 1-sigma error on Total F160W AB magnitude (MAG_ERR_F160W)	[ucd=stat.error]
#Column	ReF160W	(F6.2)	Circularised F160W effective radius in kpc (RE_F160W)	[ucd=meta.ref;pos.frame]
#Column	e_ReF160W	(F6.2)	? 1-sigma error on Circularised F160W effective radius in kpc (RE_ERR_F160W)	[ucd=stat.error]
#Column	muF160W	(F6.2)	Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_F160W)	[ucd=phot.mag.sb]
#Column	e_muF160W	(F6.2)	? 1-sigma error on Average F160W surface brightness within the effective radius in mag/arcsec2 (MU_ERR_F160W)	[ucd=stat.error]
#Column	nF160W	(F6.2)	F160W Sersic index (N_F160W)	[ucd=stat.fit.param]
#Column	e_nF160W	(F6.2)	? 1-sigma error on F160W Sersic index (N_ERR_F160W)	[ucd=stat.error]
#Column	ARF160W	(F6.2)	F160W axis ratio (AR_F160W)	[ucd=phys.size.axisRatio]
#Column	e_ARF160W	(F6.2)	? 1-sigma error on F160W axis ratio (AR_ERR_F160W)	[ucd=stat.error]
#Column	PAF160W	(F6.2)	[] F160W position angle in decimal degrees (PA_F160W)	[ucd=pos.posAng]
#Column	e_PAF160W	(F6.2)	? 1-sigma error on F160W position angle in decimal degrees (PA_ERR_F160W)	[ucd=stat.error]
recno	ID	RAJ2000	DEJ2000	F435W	e_F435W	ReF435W	e_ReF435W	muF435W	e_muF435W	nF435W	e_nF435W	ARF435W	e_ARF435W	PAF435W	e_PAF435W	F606W	e_F606W	ReF606W	e_ReF606W	muF606W	e_muF606W	nF606W	e_nF606W	ARF606W	e_ARF606W	PAF606W	e_PAF606W	F814W	e_F814W	ReF814W	e_ReF814W	muF814W	e_muF814W	nF814W	e_nF814W	ARF814W	e_ARF814W	PAF814W	e_PAF814W	F105W	e_F105W	ReF105W	e_ReF105W	muF105W	e_muF105W	nF105W	e_nF105W	ARF105W	e_ARF105W	PAF105W	e_PAF105W	F125W	e_F125W	ReF125W	e_ReF125W	muF125W	e_muF125W	nF125W	e_nF125W	ARF125W	e_ARF125W	PAF125W	e_PAF125W	F140W	e_F140W	ReF140W	e_ReF140W	muF140W	e_muF140W	nF140W	e_nF140W	ARF140W	e_ARF140W	PAF140W	e_PAF140W	F160W	e_F160W	ReF160W	e_ReF160W	muF160W	e_muF160W	nF160W	e_nF160W	ARF160W	e_ARF160W	PAF160W	e_PAF160W
 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg	mag	mag	kpc	kpc	mag/arcsec2	mag/arcsec2	 	 	 	 	deg	deg
--------	---	---------	---------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------
       1	  1	177.39694	+22.39297	 20.94	  0.41	  1.29	  0.72	 17.58	  1.62	  4.71	  1.26	  0.39	  0.03	  2.72	  1.73	 20.94	  0.41	  1.29	  0.72	 17.58	  1.62	  4.71	  1.26	  0.39	  0.03	  2.72	  1.73	 20.94	  0.41	  1.29	  0.72	 17.58	  1.62	  4.71	  1.26	  0.39	  0.03	  2.72	  1.73	 19.48	  0.70	  1.95	  0.15	 17.03	  0.87	  3.58	  0.38	  0.55	  0.02	  2.25	  0.99	 20.05	  0.03	  1.95	  0.15	 17.60	  0.20	  3.58	  0.38	  0.55	  0.02	  2.25	  0.99	 19.87	  0.03	  2.07	  0.19	 17.55	  0.23	  4.03	  0.54	  0.51	  0.02	  2.55	  1.19	 19.71	  0.04	  1.77	  0.09	 17.04	  0.15	  3.35	  0.31	  0.52	  0.02	 13.49	  9.50
       2	  2	177.40645	+22.38958	 23.45	  0.02	  3.19	  0.07	 22.06	  0.07	  1.91	  0.02	  0.90	  0.00	-53.02	  0.43	 20.43	  0.01	  6.66	  0.12	 20.64	  0.05	  3.24	  0.04	  0.86	  0.00	-49.02	  0.40	 19.01	  0.05	  6.40	  0.94	 19.14	  0.37	  3.47	  0.18	  0.85	  0.02	-46.28	  1.73	 18.48	  0.04	  6.04	  0.92	 18.49	  0.37	  3.48	  0.10	  0.87	  0.01	-45.92	  3.04	 18.17	  0.11	  5.60	  1.62	 18.01	  0.73	  3.49	  0.42	  0.85	  0.05	-47.62	  2.08	 18.08	  0.05	  5.00	  1.03	 17.67	  0.50	  3.32	  0.16	  0.85	  0.03	-43.77	  2.15	 17.89	  0.08	  5.22	  1.12	 17.57	  0.55	  3.24	  0.40	  0.82	  0.04	-46.89	  2.87
       3	  3	177.40369	+22.38911	 24.72	  0.06	  2.00	  0.23	 22.32	  0.31	  5.01	  0.70	  0.85	  0.01	-38.79	 13.06	 22.05	  0.02	  3.66	  0.18	 20.96	  0.13	  4.85	  0.20	  0.85	  0.01	  6.09	  1.37	 20.80	  0.04	  2.95	  0.33	 19.25	  0.28	  4.40	  0.23	  0.80	  0.02	  6.70	  1.91	 20.41	  0.01	  2.32	  0.42	 18.33	  0.41	  3.29	  0.34	  0.87	  0.02	 18.44	  3.03	 20.11	  0.04	  2.04	  0.53	 17.75	  0.61	  3.21	  0.36	  0.87	  0.04	  8.51	  8.30	 19.95	  0.03	  1.93	  0.53	 17.47	  0.63	  2.92	  0.53	  0.89	  0.05	 16.76	  6.17	 19.83	  0.04	  2.08	  0.24	 17.52	  0.29	  2.91	  0.42	  0.91	  0.03	  7.63	  3.97
       4	  4	177.39168	+22.39062	 24.37	  0.01	  2.41	  0.15	 22.37	  0.15	  2.10	  0.05	  0.84	  0.06	 17.88	  5.86	 21.93	  0.03	  2.79	  0.12	 20.25	  0.12	  2.35	  0.08	  0.76	  0.01	 24.89	  0.61	 20.65	  0.04	  2.66	  0.25	 18.87	  0.24	  2.50	  0.19	  0.75	  0.01	 23.85	  1.22	 20.26	  0.01	  2.46	  0.02	 18.32	  0.02	  2.31	  0.01	  0.80	  0.01	 28.11	  0.30	 19.96	  0.04	  2.18	  0.08	 17.74	  0.12	  2.29	  0.04	  0.75	  0.04	 28.59	  0.28	 19.86	  0.01	  2.31	  0.13	 17.77	  0.13	  2.49	  0.09	  0.80	  0.02	 31.78	  0.62	 19.70	  0.04	  2.34	  0.07	 17.64	  0.11	  2.42	  0.05	  0.76	  0.02	 30.78	  1.35
       5	  5	177.39855	+22.38979	 24.36	  0.40	  1.25	  0.54	 20.94	  1.34	  4.52	  1.28	  0.22	  0.01	-14.19	  3.38	 23.17	  0.02	  0.89	  0.03	 19.02	  0.09	  1.73	  0.10	  0.22	  0.01	-20.16	  0.25	 22.12	  0.06	  0.86	  0.02	 17.88	  0.12	  1.60	  0.11	  0.22	  0.01	-19.99	  0.31	 21.64	  0.09	  1.04	  0.07	 17.83	  0.23	  1.58	  0.10	  0.31	  0.03	-19.48	  0.61	 21.43	  0.12	  0.99	  0.06	 17.51	  0.25	  1.71	  0.17	  0.27	  0.01	-19.94	  0.17	 21.33	  0.12	  1.03	  0.06	 17.49	  0.25	  1.67	  0.18	  0.29	  0.01	-19.98	  0.34	 21.19	  0.11	  0.97	  0.06	 17.23	  0.24	  1.61	  0.17	  0.27	  0.02	-20.10	  0.23
       6	  6	177.39507	+22.38985	 26.33	  0.10	  0.46	  0.04	 20.74	  0.31	  2.07	  0.75	  0.60	  0.03	 55.09	  3.49	 24.27	  0.03	  0.38	  0.02	 18.24	  0.12	  2.25	  0.43	  0.58	  0.05	 47.02	  2.94	 23.10	  0.05	  0.35	  0.01	 16.94	  0.12	  1.96	  0.60	  0.55	  0.02	 41.73	  3.21	 22.37	  0.07	  0.34	  0.04	 16.14	  0.30	  2.81	  0.29	  0.45	  0.04	 50.53	  2.11	 22.35	  0.09	  0.37	  0.03	 16.29	  0.25	  2.57	  0.42	  0.51	  0.03	 53.89	  2.74	 21.92	  0.05	  0.29	  0.02	 15.33	  0.22	  2.77	  0.21	  0.42	  0.02	 55.56	  0.65	 21.91	  0.15	  0.33	  0.02	 15.59	  0.31	  2.83	  0.54	  0.50	  0.02	 50.11	  1.12
       7	  7	177.39688	+22.39231	 22.07	  0.05	  1.47	  0.97	 19.01	  1.48	  2.88	  0.41	  0.22	  0.29	 27.85	  6.44	 22.54	  0.20	  1.47	  0.97	 19.48	  1.62	  2.88	  0.41	  0.22	  0.29	 27.85	  6.44	 22.26	  0.27	  1.47	  0.97	 19.20	  1.70	  2.88	  0.41	  0.22	  0.29	 27.85	  6.44	 22.07	  0.05	  1.47	  0.97	 19.01	  1.48	  2.88	  0.41	  0.22	  0.29	 27.85	  6.44	 22.05	  0.01	  1.91	  0.08	 19.55	  0.10	  2.50	  0.07	  0.66	  0.01	 38.00	  1.24	 21.75	  0.07	  2.58	  0.11	 19.91	  0.16	  3.18	  0.18	  0.57	  0.02	 35.54	  1.64	 21.64	  0.03	  2.14	  0.10	 19.39	  0.13	  2.86	  0.16	  0.62	  0.02	 29.76	  8.36
       8	  8	177.39869	+22.39230	 25.14	  0.04	  0.90	  0.02	 21.02	  0.09	  1.47	  0.05	  0.78	  0.01	 62.42	  2.06	 22.47	  0.04	  1.45	  0.10	 19.37	  0.19	  3.08	  0.12	  0.77	  0.01	 42.32	  1.94	 21.18	  0.07	  1.37	  0.08	 17.96	  0.19	  3.14	  0.24	  0.75	  0.03	 42.99	  2.01	 20.64	  0.05	  1.17	  0.18	 17.09	  0.39	  2.70	  0.49	  0.69	  0.01	 45.07	  5.11	 20.39	  0.08	  1.49	  0.30	 17.36	  0.52	  3.81	  0.87	  0.70	  0.02	 44.77	  2.24	 20.21	  0.03	  1.04	  0.13	 16.40	  0.30	  2.11	  0.48	  0.69	  0.02	 41.71	  3.68	 20.11	  0.03	  1.07	  0.11	 16.35	  0.26	  2.44	  0.32	  0.72	  0.03	 41.90	  3.15
       9	  9	177.40366	+22.39194	 24.66	  0.09	  1.67	  0.21	 21.87	  0.36	  3.62	  0.37	  0.72	  0.06	-68.06	  5.32	 22.53	  0.03	  1.24	  0.05	 19.09	  0.12	  3.81	  0.34	  0.53	  0.01	-55.65	  0.33	 21.28	  0.07	  1.01	  0.06	 17.40	  0.19	  3.82	  0.53	  0.50	  0.03	-52.96	  1.77	 20.71	  0.05	  1.09	  0.18	 16.99	  0.42	  4.21	  0.82	  0.58	  0.01	-65.79	  9.83	 20.41	  0.04	  0.76	  0.42	 15.90	  1.24	  2.91	  2.42	  0.54	  0.01	-54.62	  4.80	 20.21	  0.08	  0.78	  0.11	 15.77	  0.40	  3.12	  0.89	  0.55	  0.01	-60.73	  3.07	 20.11	  0.04	  0.76	  0.19	 15.63	  0.57	  2.84	  0.66	  0.52	  0.06	-55.90	  2.76
      10	 10	177.39266	+22.39273	 23.96	  0.08	  1.89	  0.12	 21.44	  0.22	  2.27	  0.21	  0.47	  0.02	 37.60	  0.20	 21.62	  0.03	  2.00	  0.07	 19.22	  0.10	  2.52	  0.09	  0.44	  0.00	 41.40	  0.19	 20.31	  0.04	  1.85	  0.11	 17.74	  0.17	  2.62	  0.16	  0.41	  0.01	 40.51	  0.83	 19.77	  0.03	  1.56	  0.29	 16.83	  0.43	  2.09	  0.46	  0.43	  0.01	 42.47	  0.72	 19.50	  0.06	  1.79	  0.38	 16.86	  0.52	  2.61	  0.59	  0.42	  0.01	 42.64	  0.68	 19.34	  0.03	  1.41	  0.23	 16.19	  0.38	  1.68	  0.41	  0.43	  0.03	 43.15	  2.02	 19.22	  0.03	  1.61	  0.17	 16.34	  0.26	  2.05	  0.38	  0.44	  0.04	 42.03	  1.16
      11	 11	177.38970	+22.39271	 24.01	  0.20	  3.01	  0.37	 22.50	  0.47	  2.60	  0.15	  0.95	  0.03	 69.80	 88.58	 21.44	  0.01	  4.17	  0.07	 20.64	  0.05	  3.29	  0.04	  0.97	  0.01	-68.30	  4.20	 20.21	  0.04	  3.75	  0.42	 19.17	  0.28	  3.53	  0.18	  0.95	  0.01	-47.59	 16.01	 19.77	  0.13	  2.82	  0.30	 18.12	  0.36	  2.87	  0.20	  0.98	  0.01	-63.21	 20.66	 19.49	  0.14	  2.16	  1.42	 17.26	  1.57	  2.68	  0.97	  0.91	  0.04	-57.79	  6.22	 19.25	  0.07	  2.36	  0.65	 17.22	  0.67	  2.62	  0.40	  0.95	  0.02	-61.00	  4.59	 19.06	  0.10	  2.87	  0.57	 17.44	  0.53	  2.82	  0.56	  0.91	  0.04	-57.39	  9.65
      12	 12	177.39123	+22.39272	 23.43	  0.18	  4.10	  0.48	 22.59	  0.43	  0.27	  0.43	  0.55	  0.03	 57.33	  1.23	 22.08	  0.05	  4.34	  0.11	 21.36	  0.11	  0.33	  0.05	  0.48	  0.01	 58.83	  0.03	 21.07	  0.17	  4.36	  0.60	 20.36	  0.47	  0.58	  0.33	  0.48	  0.01	 59.47	  0.70	 20.48	  0.01	  5.41	  0.04	 20.24	  0.02	  1.80	  0.01	  0.52	  0.01	 60.36	  0.04	 20.18	  0.03	  4.85	  0.22	 19.71	  0.13	  2.06	  0.14	  0.47	  0.02	 60.41	  0.21	 20.02	  0.03	  4.94	  0.23	 19.58	  0.13	  2.18	  0.12	  0.48	  0.03	 60.30	  0.14	 19.85	  0.02	  5.11	  0.08	 19.49	  0.05	  2.23	  0.04	  0.50	  0.00	 60.91	  0.42
      13	 13	177.39483	+22.39292	 26.82	  0.25	  0.68	  0.23	 22.07	  1.00	  1.82	  0.61	  0.84	  0.05	 80.47	  1.26	 24.25	  0.13	  1.31	  0.33	 20.93	  0.68	  4.26	  0.62	  0.86	  0.02	  4.62	  4.15	 23.07	  0.07	  1.23	  0.07	 19.61	  0.21	  3.56	  0.49	  0.84	  0.03	  5.32	  2.61	 22.62	  0.00	  1.22	  0.16	 19.15	  0.30	  3.00	  0.16	  0.90	  0.07	 39.72	  2.45	 22.29	  0.07	  1.17	  0.15	 18.73	  0.35	  3.07	  0.41	  0.92	  0.02	  4.19	  9.26	 22.13	  0.01	  1.10	  0.17	 18.43	  0.34	  2.81	  0.68	  0.93	  0.01	 19.70	  6.05	 22.00	  0.04	  1.01	  0.13	 18.13	  0.32	  2.74	  0.08	  0.93	  0.02	 -0.52	  6.05
