#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:46 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=422&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
  422	101320	1319725711166040064	247.761370643	+39.792500000	 0.028941802	 5.0612e+00
  422	109608	1319587447578847232	247.163082627	+39.552840000	 0.026800820	 5.7286e+00
  422	151302	1319718289462552576	247.620020141	+39.626070000	 0.030424597	 3.8323e+00
  422	162764	6806113417247256576	247.048187206	+39.821910000	 0.026864265	 4.6709e+00
  422	166363	1319716090439297024	247.462700290	+39.766530000	 0.031912582	 3.2739e+00
  422	199053	 919939153796294656	247.764200791	+39.838500000	 0.030599283	 3.1280e+00
  422	253360	                  0	247.724909197	+39.847560000	 0.028204560	 3.0364e+00
  422	283614	 919939428674201600	247.882078829	+39.897650000	 0.029704472	 2.4443e+00
  422	316716	1320804607470888960	247.636038021	+39.384190000	 0.030522924	 2.0589e+00
  422	337071	1319564082956756992	247.763387596	+39.562190000	 0.032259417	 1.6825e+00
  422	344264	1319716915073017856	247.572403922	+39.889440000	 0.029718768	 1.9054e+00
  422	361322	1319726810677667840	247.830331190	+39.744130000	 0.030991628	 1.6176e+00
  422	366259	6806114516758884352	247.164509177	+40.123740000	 0.025832413	 2.2746e+00
  422	377700	1319727910189295616	247.638691724	+39.830740000	 0.024618879	 2.3953e+00
  422	379157	1319718839218366464	247.583903295	+39.804330000	 0.029425337	 1.6555e+00
  422	381648	1319717464828831744	247.438030642	+39.810550000	 0.030493276	 1.5231e+00
  422	405498	1319708393857902592	247.336436942	+39.820420000	 0.026159222	 1.8368e+00
  422	422809	1319694924840462336	247.238545471	+39.708310000	 0.031236894	 1.1797e+00
  422	423296	 919940528185829376	247.818001615	+39.876010000	 0.029832099	 1.2875e+00
  422	429486	6806076583607726080	247.765699737	+39.793450000	 0.029157339	 1.2827e+00
  422	447197	5843650141521375232	247.684846113	+39.633340000	 0.026075015	 1.4497e+00
  422	450804	 919947400133502976	248.109698932	+39.517770000	 0.029126091	 1.1373e+00
  422	453245	1319573428805593088	247.279958353	+39.495730000	 0.028974775	 1.1218e+00
  422	456267	1319696574107904000	247.249021231	+39.683880000	 0.027943946	 1.1870e+00
  422	482185	1319565732224198656	247.497326268	+39.528500000	 0.028973741	 9.0919e-01
  422	491451	 918765699977996288	247.644025878	+40.187320000	 0.028003669	 9.0733e-01
  422	501237	 919942177453271040	247.879335849	+39.991800000	 0.028537095	 7.9129e-01
