#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:48 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=6007&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
 6007	  7795	2194528509613860864	150.652259864	+32.706760000	 0.051434084	 1.0606e+01
 6007	147304	2197824569673279488	150.738503947	+32.638920000	 0.048764235	 4.7336e+00
 6007	227885	2197845185516300288	150.701485027	+32.885170000	 0.051496012	 3.1954e+00
 6007	353004	2194522737177815040	150.520780990	+32.864700000	 0.050089911	 2.0388e+00
 6007	378318	2194543078142928896	150.777859819	+32.697130000	 0.050617785	 1.7687e+00
 6007	386263	2197838038690719744	150.513978292	+32.766420000	 0.050476860	 1.7310e+00
 6007	398339	2194527959858046976	150.597481263	+32.683200000	 0.054157594	 1.4092e+00
 6007	428972	2194529059369674752	150.527360345	+32.618250000	 0.051450301	 1.3222e+00
 6007	445532	2197823745039558656	150.742065332	+32.669700000	 0.052803298	 1.1477e+00
 6007	454570	2197828143086069760	150.710779621	+32.795340000	 0.054169868	 1.0129e+00
 6007	456015	2197834740155836416	150.628708312	+32.714540000	 0.049855122	 1.2082e+00
 6007	463839	2194531258392930304	150.547083899	+32.569120000	 0.049812277	 1.1208e+00
 6007	466068	2197834190400022528	150.648987955	+32.708940000	 0.051116148	 1.0754e+00
 6007	466557	2194539229852231680	150.765034431	+32.614640000	 0.052412349	 1.0095e+00
 6007	475043	2194529884003395584	150.632547273	+32.705290000	 0.051734629	 9.4793e-01
 6007	484012	2194536206195255296	150.574993993	+32.774490000	 0.049437431	 9.7597e-01
 6007	485123	2194546101799905280	150.785700896	+32.899050000	 0.051319785	 9.2487e-01
 6007	488269	2197838588446533632	150.498594486	+32.794030000	 0.051778604	 8.6408e-01
 6007	492983	2194538405218510848	150.667947747	+32.784720000	 0.049507583	 8.9960e-01
 6007	493821	2197837763812812800	150.583040879	+32.752390000	 0.052544391	 7.9928e-01
 6007	500202	2197836939179091968	150.669262595	+32.665590000	 0.051718634	 7.7873e-01
 6007	502861	2194537580584790016	150.545510448	+32.831570000	 0.051492618	 7.5410e-01
 6007	508683	2197836664301185024	150.621811231	+32.700030000	 0.052394514	 7.0406e-01
 6007	515405	2194543627898742784	150.796259805	+32.586460000	 0.053198021	 6.1215e-01
 6007	518049	2194535931317348352	150.744458223	+32.771830000	 0.051641555	 6.3293e-01
 6007	518258	2194537305706883072	150.645475296	+32.731610000	 0.050375403	 6.5636e-01
