#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:39	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=17202&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
17202	 34828	1002146892815034368	117.597745579	+31.990180000	 0.056687194	 7.4469e+00
17202	268275	1002148816960382976	117.534116249	+31.976060000	 0.053856773	 3.0202e+00
17202	310275	1002127101605734400	117.429119243	+31.859380000	 0.056700815	 2.3412e+00
17202	316524	1002160911588288512	117.658847167	+31.960310000	 0.055779225	 2.3844e+00
17202	426883	1002144968669685760	117.569115435	+32.030090000	 0.056817789	 1.3148e+00
17202	474807	1002147442570848256	117.602982022	+31.975440000	 0.057009745	 9.6628e-01
17202	482461	1002113357710387200	117.561533923	+31.918200000	 0.055533240	 9.4979e-01
17202	484592	1002149916472010752	117.354813297	+31.988900000	 0.056421370	 9.3118e-01
17202	505537	1002114182344108032	117.634289363	+31.877250000	 0.056832554	 7.2395e-01
17202	518486	1002113632588294144	117.569654558	+31.935740000	 0.058196103	 6.0414e-01
17202	521668	1002148267204569088	117.515232237	+31.954230000	 0.057868676	 5.7764e-01
17202	522563	1002148542082476032	117.331278893	+31.981420000	 0.055809465	 6.1804e-01
17202	527036	1002146343059220480	117.507357407	+31.986740000	 0.055743142	 5.6912e-01
17202	538190	1002149641594103808	117.525723826	+32.026290000	 0.055255934	 4.7462e-01

