#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:45 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:45	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=27432&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
27432	 73238	 302976783270045696	150.775870268	 +0.454108200	 0.046273622	 5.9275e+00
27432	 73804	 302998223746787328	151.112888411	 +0.524000000	 0.047784305	 5.4692e+00
27432	375403	 302994650333997056	151.083448217	 +0.476591100	 0.046680281	 1.7549e+00
27432	420736	 302985304485160960	151.090895487	 +0.534183600	 0.048344158	 1.3151e+00
27432	437364	 302996299601438720	151.059799772	 +0.508049300	 0.047311402	 1.2363e+00
27432	445546	 302984479851440128	150.914955794	 +0.390935800	 0.045719962	 1.2804e+00
27432	446055	 303011692764227584	150.994180803	 +0.736630700	 0.047764986	 1.1449e+00
27432	456313	 302998498624694272	150.978196666	 +0.582631000	 0.045903259	 1.1628e+00
27432	480847	 302972660101441536	150.779743474	 +0.547712900	 0.048366406	 8.9362e-01
27432	526386	 302972385223534592	150.779371864	 +0.506967000	 0.045637768	 5.9333e-01
27432	527599	 302997399113066496	151.038929581	 +0.424837300	 0.048812667	 5.1543e-01
27432	534061	 302976233514231808	150.903379165	 +0.374155700	 0.045078957	 5.4463e-01
27432	535093	 302971835467720704	150.903383530	 +0.601875500	 0.045850142	 5.1385e-01
27432	540945	 302973759613069312	150.786047299	 +0.589273300	 0.047579878	 4.1520e-01
27432	542226	 302972934979348480	150.877421374	 +0.612261100	 0.045969562	 4.4021e-01
27432	554656	 302987778386323456	151.028451339	 +0.626770000	 0.046259153	 3.1811e-01
27432	554750	 564109425929906176	151.038668465	 +0.612677600	 0.048377339	 2.8710e-01
27432	555748	 564132240796182528	150.801341036	 +0.529811900	 0.046475306	 3.0293e-01

