#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:40 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:40	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=19709&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
19709	 42677	1795985498955606016	149.127605870	+35.914920000	 0.042554594	 7.1823e+00
19709	127571	1797005295973591040	148.968952139	+35.965610000	 0.043313297	 4.7740e+00
19709	333479	1796991552078243840	149.311917973	+36.055400000	 0.042893925	 2.2587e+00
19709	445134	1796995950124754944	149.277050846	+36.077680000	 0.045732857	 1.1187e+00
19709	466605	1797007769874753536	148.843899853	+35.849840000	 0.042547370	 1.1220e+00
19709	492360	1797003646706149376	149.050151567	+35.880270000	 0.044938770	 8.3211e-01
19709	528927	1796973685014292480	149.409863687	+36.072510000	 0.046030831	 5.0343e-01
19709	530871	1797003921584056320	149.072707036	+35.911650000	 0.043352505	 5.3608e-01
19709	535969	1795983574810257408	149.070495880	+36.000490000	 0.044439929	 4.5985e-01
19709	540659	1795984124566071296	149.058151532	+36.012580000	 0.043169781	 4.5200e-01
19709	542397	1796992926467778560	149.250238605	+35.965090000	 0.046257185	 3.9033e-01
19709	552612	1796995125491034112	149.208953645	+35.932270000	 0.041829433	 3.4865e-01
19709	559102	1795985224077699072	149.165862110	+35.920950000	 0.042708935	 2.7890e-01
19709	559687	1796992376711964672	149.253797968	+35.779990000	 0.041857490	 2.8466e-01

