#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:49 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:49	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=14789&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
14789	 27935	 972784155504961536	130.855334236	+36.188760000	 0.053638895	 7.9382e+00
14789	 57546	 972797624522401792	130.817751241	+36.228460000	 0.054197391	 6.4006e+00
14789	 65506	1051696110936025088	130.744015040	+36.022430000	 0.056179960	 5.6213e+00
14789	104819	1051684840941840384	130.676132164	+36.082000000	 0.055750830	 4.7981e+00
14789	124009	1051686490209282048	130.685116732	+35.911970000	 0.054975580	 4.5632e+00
14789	155144	1051697485325559808	130.730275855	+36.052050000	 0.054951716	 4.0276e+00
14789	217520	 972795425499146240	130.597567609	+36.259740000	 0.054066923	 3.4317e+00
14789	298521	 972794600865425408	130.588295943	+36.221440000	 0.052513811	 2.6718e+00
14789	302211	 972807520127051776	130.357521276	+36.241590000	 0.055488372	 2.4051e+00
14789	350721	 972781406725892096	130.560175755	+36.112240000	 0.054015214	 2.0877e+00
14789	359111	 972780582092171264	130.746203488	+36.053890000	 0.055019095	 1.8586e+00
14789	390261	 972780307214264320	130.428704681	+36.076180000	 0.053215707	 1.7498e+00
14789	410313	 972785255016589312	130.821261620	+36.202880000	 0.054615003	 1.4906e+00
14789	428215	1051685665575561216	130.619114959	+36.037620000	 0.056471085	 1.2365e+00
14789	428472	 972780032336357376	130.567663138	+36.028190000	 0.054684273	 1.3256e+00
14789	466996	 972778932824729600	130.554263726	+36.060170000	 0.051584391	 1.1772e+00
14789	471273	 972782506237519872	130.676983057	+36.086050000	 0.057294322	 8.8591e-01
14789	475583	1051680992651143168	130.688053206	+36.187720000	 0.054067596	 9.8658e-01
14789	509294	 972780856970078208	130.621536742	+36.113880000	 0.054484164	 7.1296e-01
14789	512178	 972781681603799040	130.764062258	+36.083920000	 0.056713160	 6.2941e-01
14789	520984	 972784430382868480	130.896171561	+36.209770000	 0.052820571	 6.4309e-01
14789	525791	1051684016308119552	130.767817285	+36.124110000	 0.054842960	 5.5598e-01
14789	529792	 972779207702636544	130.581920673	+36.061570000	 0.053520744	 5.8306e-01
14789	531398	 972805870859610112	130.438003310	+36.197370000	 0.055045345	 5.0149e-01
14789	532282	 972783055993333760	130.760578301	+36.124240000	 0.056893924	 4.8417e-01
14789	535711	1051681817284864000	130.359086363	+36.238580000	 0.055447259	 4.5860e-01
14789	537864	 972789378185193472	130.346758391	+36.085090000	 0.051182226	 5.4080e-01
14789	540480	 972793776231704576	130.343353772	+36.124590000	 0.054769876	 4.3502e-01
14789	545756	 972796799888680960	130.626659942	+36.221670000	 0.054011366	 3.9384e-01

