#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T07:50:43 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T07:50:43	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/690/A52/tablec4&Group=9715&-out=Group,GalID,SpecObjID,RAJ2000,DEJ2000,zsp,Lr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36900052
#Name: J/A+A/690/A52
#Title: AXES-SDSS galaxy groups (Damsted+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/690/a52	    IVOID of underlying data collection
#INFO	creator=Damsted S.	    First author or institution
#INFO	cites=bibcode:2024A&A...690A..52D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/690/A52	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36900052	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-02-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_690_A52_tablec4:
#Name: J/A+A/690/A52/tablec4
#Title: Clean members of SDSS FoF groups
#Column	Group	(I5)	FoF group identification number (GROUP_ID)	[ucd=meta.id]
#Column	GalID	(I6)	FoF ID of the galaxy (GALID)	[ucd=meta.id;meta.main]
#Column	SpecObjID	(I19)	SDSS ID of the galaxy (specobjid)	[ucd=meta.id]
#Column	RAJ2000	(F13.9)	Right ascension (J2000) (RA_GAL)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F13.9)	Declination (J2000) (DEC_GAL)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F12.9)	Galaxy redshift (ZSPEC)	[ucd=src.redshift]
#Column	Lr	(E11.4)	r-band luminosity (L_R)	[ucd=phys.luminosity;em.opt]
Group	GalID	SpecObjID	RAJ2000	DEJ2000	zsp	Lr
 	 	 	deg	deg	 	Lsun
-----	------	-------------------	-------------	-------------	------------	-----------
 9715	 15256	                  0	135.367423940	+55.044550000	 0.046490350	 9.3885e+00
 9715	394652	 506730856392452096	135.388511075	+55.041490000	 0.046978991	 1.5252e+00
 9715	423074	 506727832735475712	135.478406068	+55.065120000	 0.045278666	 1.4372e+00
 9715	433465	 506753121502914560	135.193511242	+55.206820000	 0.044530298	 1.3909e+00
 9715	465856	 506730581514545152	135.343376247	+55.040740000	 0.046121911	 1.0560e+00
 9715	470341	 506740477119195136	135.220067828	+55.136680000	 0.045450203	 1.0400e+00
 9715	506580	 506741576630822912	134.922910437	+55.026620000	 0.047213116	 6.9732e-01
 9715	521293	 506742401264543744	135.120069969	+54.973450000	 0.047857141	 5.6392e-01
 9715	523637	 506728932247103488	135.302357198	+54.990250000	 0.046718682	 5.6840e-01
 9715	524639	 506729482002917376	135.359863117	+55.101940000	 0.044389084	 6.2901e-01
 9715	527221	 506718486886639616	135.589834669	+55.100990000	 0.048523887	 5.0271e-01
 9715	531063	 506731955904079872	135.238037755	+55.101760000	 0.049166424	 4.6521e-01
 9715	532540	 506739102729660416	135.224263079	+55.036100000	 0.046049759	 5.0908e-01
 9715	544085	 506719311520360448	135.486747863	+55.099220000	 0.045942113	 4.0948e-01
 9715	547442	 506731681026172928	135.291857714	+55.063460000	 0.046814383	 3.6279e-01
 9715	551949	 506728107613382656	135.379432833	+55.056030000	 0.044102625	 3.5981e-01
 9715	556650	 506750647601752064	135.135362231	+55.209220000	 0.042372034	 3.4424e-01

