galaxy,split,split_sha256,duplicate_of,diagnostic_pass,mean_square,channel_lag1,quadrant_min,quadrant_max,failed_gates
DDO154,9062028-forward,8cbbd76edb73555582d3e3db9017c43f2f4c26df3af77a3744e6acd66c165b6f,,True,1.0848425828122727,0.043472132689219206,0.9798423887842269,1.2525650800632018,
DDO154,9062028-reverse,5d98f0c8b939eb33997fd8d37090f2bced766408fb5bb1953aada449feafb8b0,,True,1.1072155437630116,0.0001104564975729559,1.0736908120370763,1.176831580787083,
DDO154,9062029-forward,9fbdefdeda17b12ab153c63724facd18a44307196ce2dd2b2cd02c0d73fd7d40,,True,1.037530797420992,-0.014567013716676005,0.9706205589985338,1.077587476821942,
DDO154,9062029-reverse,b66e96b311842c7909c1c49e0353baa6170f341693b1d5747002dbb52fad1571,,True,1.1636775265590904,0.0663259786488719,1.0148247425473544,1.3135336613436441,
DDO154,9062030-forward,82db53a4b571b13ca1b4ca7927300be35c0c915a839c1783bea9d1bad124f0e6,,True,1.134222441090357,-0.047118825621140184,1.0939897913180998,1.2270150587078839,
DDO154,9062030-reverse,3a1c217bf5208906022041003a12c3c2c1e34cfbbe6d5806e909d568cc5dd5ab,,True,1.1180189379808478,0.094701884609265,1.016786710520546,1.312196979700397,
DDO154,9062031-forward,dd3c534e2e3219007e105bdbe8d146a30d72bcf308af9d60093887e726dfd4f4,,True,1.131296896891006,0.07174424893655221,1.0074712896088571,1.313714918124386,
DDO154,9062031-reverse,0526d0d464e6e1031955d0ae13d70de005dab1d467a1e30f615c3923f0a28f07,,True,1.0845534404374235,-0.024978048525467606,1.019394929452215,1.154512761301382,
DDO154,9062032-forward,af6b602ed77fd85225b1b0ff03f5169657c8ace695f4114b1cffc1005f7289a9,,True,1.089583005129685,0.09472900792523048,0.9748565390394097,1.249164564748081,
DDO154,9062032-reverse,527f1d8e6a95dc8cd6ad7fa0bdc88baf8ad66e77327177b37fb4b778ba570cf5,,True,1.1306947714533748,-0.06159627857658099,1.08074398283268,1.1725143894958616,
DDO154,9062033-forward,aa0f70d41d0475473af15bc3ed87b5e41e0d3a78c312b33de738a2e42634856e,,True,1.0097586089986286,0.031023604966852466,0.9668325974734375,1.0650330476277972,
DDO154,9062033-reverse,1c2719e090c641e655d337e266bcdcae04efe82c13c0e4d79c20cfabf4ce6308,,True,1.1663051042201975,0.013950812845931882,1.0606376528330776,1.3161788289673957,
DDO154,9062034-forward,1061f82ee9ef2bca2c7bf66349e3260c4fc61e00bc4ca82f2380745989c2e8b8,,True,1.1540894589793305,0.07561253970477964,1.00189330683044,1.355817173083029,
DDO154,9062034-reverse,171862646eba506a9470c89d9eb3745a489075c243592786189a2320a9288a0d,,True,1.0359333242844886,-0.02349377219859801,0.9758088540538538,1.0708589757362494,
DDO154,9062035-forward,94b61b1db3b985ea4e5b856e6cfeabf9d78b122b59bc6a90752b2887796d4c82,,True,1.1304741839435695,0.04988535951085391,1.043839522524832,1.3306905701022256,
DDO154,9062035-reverse,f60ee8168ebf594c9bd6af28519a39d7ccaf25c94f6c15b9f60297af2c2db503,,True,1.0562115491029496,-0.022352926685864256,0.9754818244179959,1.1669627340044895,
IC2574,9062028-forward,be804242c5743382de64a16c4ac1c2cd77375d47c27839f269c361a00d3eb35a,,True,1.1913430713534385,0.04916833134697464,1.003687485374741,1.4541523459055326,
IC2574,9062028-reverse,cad86c7b95643fba3950be09634f4326e9a3c2e6391e9795eb83ba1110a8f19b,,True,0.9293885204973733,-0.08824953529981949,0.8844884959378453,0.9535186146918884,
IC2574,9062029-forward,5c552f0791bf859a2386e2efd2daadd4448c716efbba7e5fa9683b135036a76b,,True,1.0216035400294143,-0.03336363853746343,0.9510420336839288,1.1852541099165994,
IC2574,9062029-reverse,b9c8092b5e705dc6229e825c65d9ff90d7b595735d11d8d03394c24d56af3c4c,,True,1.039699158145823,-0.032467981228545426,0.9451570466651927,1.1933820668391326,
IC2574,9062030-forward,593728aa0ad35de884a4e8c16e8eb2e4fb7c7592d8a163d2e67cde2986a0f79c,,True,0.9528466742256673,-0.09946726017780934,0.8932903050761458,1.010005047774118,
IC2574,9062030-reverse,43f4ac852f6be79c49a9cafff6739733d33a70d0b48d23c414af54315ddbfc78,,True,1.154764410713495,0.03906247091783925,0.9905453162493887,1.4414731934684764,
IC2574,9062031-forward,1a0655b6d5000db1044f00fb062fc33bd7d1ad8f1993db0aa9c10a96116e2538,,True,1.1430643009498507,0.026537845996241496,1.0302838071984892,1.2850883159503461,
IC2574,9062031-reverse,4e5c4fe435c8828499aac8de9ea1373a72fc47cea7217b6950a37dc49cec1dbf,,True,0.9224330254815198,-0.08666980686917056,0.8792729051260925,0.9914316894225557,
IC2574,9062032-forward,c6b5abf896887062ba7fc6f149157f31978ba0ad5e71161040fde3855ac51131,,True,1.0849459581504008,0.008370674966565423,0.9692139728063692,1.3621746851419032,
IC2574,9062032-reverse,9e4168e1abcb58c0a7894c98e469a9e207a9885a1b7c4290ffe768bef4b5ce24,,True,1.0080031660717141,-0.04835150059415194,0.9552726269850595,1.155075817534928,
IC2574,9062033-forward,27e6460190f6eee9a666b915a50e00359d4eec844e97bbc0dbda6a929efa3367,,True,0.8909664919681265,-0.09665721100739699,0.8524530719786317,0.9276794935364931,
IC2574,9062033-reverse,0a219265d1934a6ceb8b0d556765f7a398e1c76ef297f492e7f79b31449ab0f8,,True,1.2087968929296842,0.08124806309291391,1.0521919823010621,1.4575401444469545,
IC2574,9062034-forward,c92b9ec07f2416e923f5451e9878712d47b71dea18fe73823d372ac3b646b28f,,True,1.0263769762472639,-0.036560496369293476,0.9553433430205228,1.1928366084172481,
IC2574,9062034-reverse,0667425d201a76e860fd46d176062bf6c88dbafb8a37db13e1a1013934abd79c,,True,1.052004318685703,-0.02474346863908392,0.9404781983535773,1.1979517033594804,
IC2574,9062035-forward,d8463b7bc30025ff40ee6d37340fde3df672bc298376de8e9522acb22e5b856f,,True,0.9059375907627332,-0.11905426146980616,0.8424778474280938,0.9898349489024507,
IC2574,9062035-reverse,678ec1126646d8708edf1a8ee1ef8861d490ba78b97e18dfdb8539f41b9c897e,,True,1.2168943421021945,0.07837993005420826,1.0528787618929363,1.4537002268357144,
NGC2841,9062028-forward,f7a948db3e67c8c5e52f70bcba322a25d4f56ba879549407a71138c178e67e3d,,True,0.9402694442902033,-0.06827195334934064,0.904495669648816,0.9764197195575628,
NGC2841,9062028-reverse,d162c068a02beea8409aeec2034535dfc85dede1fb98b75dba626b5464078d31,,False,1.2679191507304064,0.22072852552277433,0.9722307794305163,1.589367943360042,held_channel_lag1
NGC2841,9062029-forward,7b2e53f4c3713fcce6b3f26f5253a7a19d59bac371b115cd1b849f6e572a382c,,True,0.9651673533076769,-0.055590261653740446,0.8930313237787153,1.097000887426965,
NGC2841,9062029-reverse,c427b5b58ec9dd21629202649ef1af5618f75a6c0940e505a1217c1cd90fa626,,False,1.2026863960438565,0.17974507056552827,0.9598754315993652,1.7308648540349596,held_channel_lag1
NGC2841,9062030-forward,2b70f59f3b842f7a4c93a0c08754a6bc805ee6df7125a4acbd3bc0a48027afd2,,True,0.9765779556427929,-0.021794307565237342,0.8788966903239965,1.201123994864967,
NGC2841,9062030-reverse,cb6a834db4e468d30e9bfd3dd1e11efdc2288c330b4f0797ee3cf0c6aba34c03,,False,1.1436297587461197,0.15602396581839847,0.9096659275393282,1.6831703933175277,held_channel_lag1
NGC2841,9062031-forward,34a09e2caa7cab66f1525387dc778e3c1ab709f4f0b12bb044b2ee0144fefd6d,,False,1.2691945754730753,0.21437486988869425,0.9516387100353194,1.7906515921739783,held_channel_lag1
NGC2841,9062031-reverse,27af8dd583af03bac5a2d7a298e6de9c1e0c765d653687125f81bef60add6b33,,True,0.8976549671828583,-0.05680713600574847,0.8593684881398658,0.9513207102471808,
NGC2841,9062032-forward,3616b7a67869870466e85a365249a4a31479991b2e91586e9c17ed4bd92c789a,,True,0.8981587079589687,-0.07472941674154387,0.8747215141460957,0.91712436463325,
