#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:28:25 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:28:25	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F710%2FA145%2Fcougs.dat&-out.max=unlimited&-out.all=1	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_37100145
#Name: J/A+A/710/A145
#Title: COUGS-DESI Polar-Structure Galaxies in DESI (Bahr+, 2026)
#INFO	ivoid=ivo://cds.vizier/j/a+a/710/a145	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/710/a145	    IVOID of underlying data collection
#INFO	creator=Bahr S.K.H.	    First author or institution
#INFO	cites=bibcode:2026A&A...710A.145B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2026	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/710/A145	    Dataset landing page
#INFO	publication_date=2026-06-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_710_A145_cougs:
#Name: J/A+A/710/A145/cougs
#Title: Photometric and morphological parameters for our polar structure galaxies sample
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a24)	Galaxy name in the COUGS v1 catalog (NAME)	[ucd=meta.id;meta.main]
#Column	IAU	(A19)	IAU-designated galaxy identifier based on RA and DEC (IAU_ID)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	Right ascension (J2000.0) of the galaxy center (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination (J2000.0) of the galaxy center (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	TYPE1	(A3)	Primary structural classification of the PSG (PSG_TYPE_1) (4)	[ucd=src.class]
#Column	TYPE2	(A3)	Secondary structural classification of the PSG (PSG_TYPE_2) (4)	[ucd=src.class]
#Column	Morph	(A4)	Host galaxy morphological type (E, S0, S, Irr, M) (MORPHTYPE)	[ucd=src.morph.type]
#Column	PGC	(I7)	? Principal Galaxy Catalog identifier (PGC)	[ucd=meta.id.assoc]
#Column	LEDA	(A4)	Display the LEDA website object page	[ucd=meta.ref.url]
#Column	MorphL	(A4)	Morphological classification from LEDA (MORPHTYPE_LEDA)	[ucd=src.morph.type]
#Column	SGA	(I7)	? ID number from the SGA catalog (SGA_ID)	[ucd=meta.id.assoc]
#Column	gmag	(F6.3)	? g-band magnitude measured at 26 mag arcsec^-2^ level (G_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.B]
#Column	e_gmag	(F6.3)	? Uncertainty of the g-band asymptotic magnitude (G_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radgiso	(F7.4)	? g-band isophotal radius at 26 mag arcsec^-2^ (R26_G_IRAF)	[ucd=phys.angSize;src]
#Column	e_radgiso	(F7.4)	? Uncertainty of the g-band isophotal radius at 26 mag arcsec^-2 (R26_G_ERR_IRAF)	[ucd=stat.error]
#Column	rmag	(F7.4)	? r-band magnitude measured at 26 mag arcsec^-2^ level (R_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.R]
#Column	e_rmag	(F7.4)	? Uncertainty of the r-band asymptotic magnitude (R_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radriso	(F7.4)	? r-band isophotal radius at 26 mag arcsec^-2 (R26_R_IRAF)	[ucd=phys.angSize;src]
#Column	e_radriso	(F7.4)	? Uncertainty of the r-band isophotal radius at 26 mag arcsec^-2 (R26_R_ERR_IRAF)	[ucd=stat.error]
#Column	imag	(F6.3)	? i-band magnitude measured at 26 mag arcsec^-2^ level (I_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.I]
#Column	e_imag	(F6.3)	? Uncertainty of the i-band asymptotic magnitude (I_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radiiso	(F7.4)	? i-band isophotal radius at 26 mag arcsec^-2 (R26_I_IRAF)	[ucd=phys.angSize;src]
#Column	e_radiiso	(F7.4)	? Uncertainty of the i-band isophotal radius at 26 mag arcsec^-2 (R26_I_ERR_IRAF)	[ucd=stat.error]
#Column	zmag	(F6.3)	? z-band magnitude measured at 26 mag arcsec^-2^ level (Z_MAG_SB26_IRAF) (1)	[ucd=phot.mag;em.opt.I]
#Column	e_zmag	(F6.3)	? Uncertainty of the z-band asymptotic magnitude (Z_MAG_SB26_ERR_IRAF)	[ucd=stat.error;phot.mag]
#Column	radziso	(F7.4)	? z-band isophotal radius at 26 mag arcsec^-2 (R26_Z_IRAF)	[ucd=phys.angSize;src]
#Column	e_radziso	(F7.4)	? Uncertainty of the z-band isophotal radius at 26 mag arcsec^-2 (R26_Z_ERR_IRAF)	[ucd=stat.error]
#Column	Ag	(F6.3)	Galactic extinction in g band (A_G) (2)	[ucd=phys.absorption.gal]
#Column	Ar	(F6.3)	Galactic extinction in r band (A_R) (2)	[ucd=phys.absorption.gal]
#Column	Ai	(F6.3)	Galactic extinction in i band (A_I) (2)	[ucd=phys.absorption.gal]
#Column	Az	(F6.3)	Galactic extinction in z band (A_Z) (2)	[ucd=phys.absorption.gal]
#Column	z	(F9.6)	? Final adopted redshift (REDSHIFT)	[ucd=src.redshift]
#Column	n_z	(a20)	Name of the column that supplied REDSHIFT for that row (REDSHIFT_SOURCE)	[ucd=meta.note]
#Column	DA	(F6.2)	? Angular diameter distance (DA)	[ucd=phys.size.diameter]
#Column	Scale	(F6.3)	? Physical scale (SCALE)	[ucd=instr.scale]
#Column	DL	(F7.2)	? Luminosity distance (DL)	[ucd=pos.distance]
#Column	Kcorg	(F6.3)	? K-corrections in g band (KCOR_G) (3)	[ucd=arith.factor;phot.mag]
#Column	Kcorr	(F6.3)	? K-corrections in r band (KCOR_R) (3)	[ucd=arith.factor;phot.mag]
#Column	Kcori	(F7.3)	? K-corrections in i band (KCOR_I) (3)	[ucd=arith.factor;phot.mag]
#Column	Kcorz	(F6.3)	? K-corrections in z band (KCOR_Z) (3)	[ucd=arith.factor;phot.mag]
#Column	gMAG	(F7.3)	? Absolute magnitude in g band corrected for Galactic extinction and K-correction (M_G)	[ucd=phys.magAbs]
#Column	rMAG	(F7.3)	? Absolute magnitude in r band corrected for Galactic extinction and K-correction (M_R)	[ucd=phys.magAbs]
#Column	iMAG	(F7.3)	? Absolute magnitude in i band corrected for Galactic extinction and K-correction (M_I)	[ucd=phys.magAbs]
#Column	zMAG	(F7.3)	? Absolute magnitude in z band corrected for Galactic extinction and K-correction (M_Z)	[ucd=phys.magAbs]
#Column	rMajAxis	(F6.2)	? Physical semi-major axis at the r-band SB26 level (PHYS_SMA_SB26)	[ucd=phys.angSize;src]
#Column	SimbadName	(A12)	Simbad column added by the CDS	[ucd=meta.id]
recno	Name	IAU	RAJ2000	DEJ2000	TYPE1	TYPE2	Morph	PGC	LEDA	MorphL	SGA	gmag	e_gmag	radgiso	e_radgiso	rmag	e_rmag	radriso	e_radriso	imag	e_imag	radiiso	e_radiiso	zmag	e_zmag	radziso	e_radziso	Ag	Ar	Ai	Az	z	n_z	DA	Scale	DL	Kcorg	Kcorr	Kcori	Kcorz	gMAG	rMAG	iMAG	zMAG	rMajAxis	SimbadName
 	 	 	deg	deg	 	 	 	 	 	 	 	mag	mag	arcmin	arcmin	mag	mag	arcmin	arcmin	mag	mag	arcmin	arcmin	mag	mag	arcmin	arcmin	mag	mag	mag	mag	 	 	Mpc	kpc/arcsec	Mpc	mag	mag	mag	mag	mag	mag	mag	mag	kpc	
--------	------------------------	-------------------	-----------	-----------	---	---	----	-------	----	----	-------	------	------	-------	-------	-------	-------	-------	-------	------	------	-------	-------	------	------	-------	-------	------	------	------	------	---------	--------------------	------	------	-------	------	------	-------	------	-------	-------	-------	-------	------	------------
       1	PGC1815123              	J000005.21+274059.0	000.0216969	+27.6830653	PR 	   	S   	1815123	LEDA	    	 851586	16.600	 0.033	 0.4188	 0.0220	15.5990	 0.0350	 0.5057	 0.0539	      	      	       	       	14.703	 0.021	 0.7078	 0.1316	 0.203	 0.134	 0.097	 0.073	 0.055165	DR10_PHOT_REDSHIFT  	229.48	 1.113	 255.50	 0.128	 0.053	       	 0.020	-20.768	-21.625	       	-22.427	 33.77	LEDA 1815123
       2	PGC1566705              	J000041.29+184021.4	000.1720500	+18.6726000	PTS	   	S   	1566705	LEDA	    	       	17.718	 0.059	 0.2393	 0.0331	16.9420	 0.0540	 0.2664	 0.0521	      	      	       	       	16.281	 0.105	 0.2765	 0.0990	 0.108	 0.071	 0.052	 0.039	 0.088629	DR10_PHOT_REDSHIFT  	354.42	 1.718	 420.03	 0.141	 0.053	       	 0.003	-20.647	-21.298	       	-21.877	 27.46	
       3	PGC399039               	J000056.18-563423.7	000.2340874	-56.5732485	EW 	   	S   	 399039	LEDA	    	 612705	18.081	 0.050	 0.3095	 0.0052	17.0750	 0.0410	 0.3603	 0.0321	16.622	 0.035	 0.3721	 0.0221	16.308	 0.061	 0.3823	 0.0397	 0.048	 0.031	 0.023	 0.017	 0.119800	REDSHIFT_LEDA       	462.12	 2.240	 579.48	 0.254	 0.083	  0.036	 0.018	-21.036	-21.854	-22.252	-22.542	 48.42	LEDA 399039
       4	NGC7802                 	J000100.43+061431.7	000.2517807	+06.2421415	PTS	   	S0-a	     81	LEDA	S0  	 889457	13.680	 0.020	 1.0275	 0.0444	12.7560	 0.0220	 1.2461	 0.0793	      	      	       	       	12.054	 0.020	 1.5449	 0.1258	 0.179	 0.118	 0.085	 0.064	 0.017759	REDSHIFT_NED        	 77.29	 0.375	  80.06	 0.027	 0.018	       	 0.010	-21.043	-21.897	       	-22.537	 28.04	LEDA 81
       5	PGC100704               	J000112.32-493029.6	000.3013510	-49.5082089	PR 	   	S0  	 100704	LEDA	    	 972093	16.519	 0.029	 0.2499	 0.0391	15.5790	 0.0180	 0.3223	 0.0291	15.189	 0.026	 0.3562	 0.0185	14.885	 0.036	 0.6482	 0.0689	 0.033	 0.022	 0.016	 0.012	 0.067100	REDSHIFT_LEDA       	275.20	 1.334	 313.37	 0.163	 0.063	  0.042	 0.018	-21.157	-21.986	-22.349	-22.625	 25.80	LEDA 100704
       6	2MASXJ00012375-0051067  	J000123.74-005107.0	000.3489071	-00.8519529	PR 	   	S0  	       	LEDA	    	       	16.995	 0.032	 0.3659	 0.0023	16.1220	 0.0310	 0.3650	 0.0307	15.726	 0.041	 0.4214	 0.0300	15.461	 0.045	 0.4428	 0.0543	 0.115	 0.076	 0.055	 0.041	 0.078152	SDSS_SPEC_REDSHIFT  	316.38	 1.534	 367.77	 0.171	 0.065	  0.030	 0.013	-21.119	-21.847	-22.187	-22.421	 33.59	
       7	PGC3092794              	J000156.73-035754.4	000.4863842	-03.9650974	PTS	   	S   	3092794	LEDA	    	1209239	15.524	 0.015	 0.3258	 0.0616	14.9530	 0.0110	 0.3521	 0.0226	14.744	 0.015	 0.3802	 0.0196	14.529	 0.022	 0.3890	 0.0516	 0.133	 0.087	 0.063	 0.048	 0.022559	REDSHIFT_NED        	 97.60	 0.473	 102.06	 0.022	 0.023	 -0.001	 0.005	-19.675	-20.201	-20.362	-20.568	  9.99	LEDA 3092794
       8	PGC435613               	J000203.45-525952.2	000.5143859	-52.9978275	PB 	   	S   	 435613	LEDA	    	 175851	17.276	 0.029	 0.2634	 0.0125	16.3440	 0.0180	 0.3604	 0.0360	15.924	 0.029	 0.3453	 0.0415	15.597	 0.034	 0.3751	 0.0888	 0.062	 0.041	 0.030	 0.022	 0.064538	DR10_PHOT_REDSHIFT_I	265.50	 1.287	 300.88	 0.151	 0.060	  0.042	 0.019	-20.329	-21.149	-21.540	-21.836	 27.83	LEDA 435613
       9	PGC1559541              	J000219.05+182601.4	000.5793669	+18.4337273	PTS	   	S0-a	1559541	LEDA	    	1155438	16.486	 0.029	 0.3374	 0.0126	15.5180	 0.0160	 0.5354	 0.0710	      	      	       	       	14.776	 0.027	 0.6449	 0.1050	 0.096	 0.063	 0.046	 0.034	 0.049283	REDSHIFT_NED        	206.46	 1.001	 227.31	 0.110	 0.048	       	 0.018	-20.503	-21.376	       	-22.059	 32.16	LEDA 1559541
      10	PGC000163               	J000219.15+125817.8	000.5798116	+12.9716121	PR 	   	S   	    163	LEDA	S0  	       	13.844	 0.014	 0.7419	 0.1384	13.0000	 0.0140	 0.9916	 0.1176	      	      	       	       	12.336	 0.015	 1.0545	 0.1503	 0.286	 0.188	 0.137	 0.103	 0.018299	REDSHIFT_NED        	 79.58	 0.386	  82.52	 0.029	 0.019	       	 0.009	-21.054	-21.790	       	-22.359	 22.97	LEDA 163
      11	PGC125006               	J000234.05-441302.3	000.6418564	-44.2173054	PR 	PR 	S0-a	 125006	LEDA	    	 252502	16.087	 0.014	 0.2825	 0.0009	15.1970	 0.0140	 0.3804	 0.0268	14.813	 0.018	 0.4392	 0.0285	14.569	 0.028	 0.4551	 0.0420	 0.039	 0.025	 0.018	 0.014	 0.040792	REDSHIFT_NED        	172.64	 0.837	 187.01	 0.086	 0.040	  0.033	 0.015	-20.397	-21.227	-21.597	-21.819	 19.10	LEDA 125006
      12	SDSSJ000256.62+004621.5 	J000256.63+004621.5	000.7359627	+00.7726512	PR 	   	S0  	       	LEDA	    	       	17.724	 0.041	 0.1453	 0.0105	16.7520	 0.0280	 0.1733	 0.0142	16.343	 0.041	 0.1977	 0.0232	16.060	 0.044	 0.2247	 0.0309	 0.090	 0.059	 0.043	 0.032	 0.086854	SDSS_SPEC_REDSHIFT  	348.05	 1.687	 411.13	 0.216	 0.079	  0.044	 0.018	-20.652	-21.456	-21.814	-22.060	 17.54	
      13	PGC094856               	J000308.63-593126.2	000.7859743	-59.5239419	PR 	PTS	S0  	  94856	LEDA	Sab 	 424024	16.611	 0.016	 0.3700	 0.0260	15.9610	 0.0140	 0.4205	 0.0146	15.681	 0.021	 0.4467	 0.0337	15.476	 0.034	 0.4572	 0.0486	 0.040	 0.027	 0.019	 0.015	 0.030517	DR10_PHOT_REDSHIFT_I	130.76	 0.634	 138.87	 0.045	 0.030	  0.010	 0.008	-19.187	-19.809	-20.061	-20.260	 16.00	LEDA 94856
      14	SDSSJ000318.21+004844.3 	J000318.23+004844.6	000.8259507	+00.8123898	PTS	PTS	M   	       	LEDA	    	       	18.190	 0.043	 0.1336	 0.0161	17.4080	 0.0330	 0.1812	 0.0173	17.053	 0.051	 0.1935	 0.0293	16.821	 0.060	 0.1991	 0.0423	 0.103	 0.068	 0.049	 0.037	 0.139045	SDSS_SPEC_REDSHIFT  	524.74	 2.544	 680.81	 0.137	 0.023	 -0.058	-0.023	-21.215	-21.848	-22.103	-22.358	 27.66	
